date,banking_beta,equity_returns_inv,equity_volatility,debt_spread,empi,fsi_variance_equal,banking_beta_std,equity_returns_inv_std,equity_volatility_std,debt_spread_std,empi_std,fsi_pca
2005-01-31,,,,,,,,,,,,
2005-02-28,,,,,,,,,,,,
2005-03-31,,,,,,,,,,,,
2005-04-30,,,,,,,,,,,,
2005-05-31,,,,,,,,,,,,
2005-06-30,,,,,,,,,,,,
2005-07-31,,,,,,,,,,,,
2005-08-31,,,,,,,,,,,,
2005-09-30,,,,,,,,,,,,
2005-10-31,,,,,,,,,,,,
2005-11-30,,,,,,,,,,,,
2005-12-31,,,,,,,,,,,,
2006-01-31,,,,,1.7285735749713875,0.7993302710612831,,,,,0.7993302710612831,
2006-02-28,,,,,1.732983106398378,0.8016839685145524,,,,,0.8016839685145524,
2006-03-31,,,,,2.966825765791394,1.460278282498249,,,,,1.460278282498249,
2006-04-30,,,,,0.05051457954751548,-0.09637559913373432,,,,,-0.09637559913373432,
2006-05-31,,,,,1.156252330740858,0.4938395228262292,,,,,0.4938395228262292,
2006-06-30,,,,,3.3911151876721375,1.6867533509413795,,,,,1.6867533509413795,
2006-07-31,,,,,1.981189331298271,0.9341702358436825,,,,,0.9341702358436825,
2006-08-31,,,,,-1.2261958581869432,-0.7778516597111792,,,,,-0.7778516597111792,
2006-09-30,,,,,-2.3191278620094256,-1.3612313944031185,,,,,-1.3612313944031185,
2006-10-31,,,,,4.836821528930435,2.458435192863823,,,,,2.458435192863823,
2006-11-30,,,,,2.922101268892023,1.4364054660337917,,,,,1.4364054660337917,
2006-12-31,,,,,0.5327702965212766,0.1610404260515979,,,,,0.1610404260515979,
2007-01-31,,,,,-0.8408658279456201,-0.5721721389131664,,,,,-0.5721721389131664,
2007-02-28,,,,,-1.4375563009014105,-0.8906705711932188,,,,,-0.8906705711932188,
2007-03-31,,,,,-0.8272435292190675,-0.5649008969793623,,,,,-0.5649008969793623,
2007-04-30,,,,,-1.3905615775825098,-0.8655859647164975,,,,,-0.8655859647164975,
2007-05-31,,,,,0.39722744232474216,0.08869104471405061,,,,,0.08869104471405061,
2007-06-30,,,,,-1.1579394728613464,-0.7414181104848679,,,,,-0.7414181104848679,
2007-07-31,,,,,-0.4126071172583332,-0.3435783635031083,,,,,-0.3435783635031083,
2007-08-31,,,,,-0.6516560738926835,-0.4711767103462694,,,,,-0.4711767103462694,
2007-09-30,,,,,0.25836394936649354,0.014569189560162185,,,,,0.014569189560162185,
2007-10-31,,,,,-1.7871955973086573,-1.0772992720296395,,,,,-1.0772992720296395,
2007-11-30,,,,,-3.6196923077032173,-2.055440127082748,,,,,-2.055440127082748,
2007-12-31,,,,,-2.4512786101469413,-1.431770154470691,,,,,-1.431770154470691,
2008-01-31,,,,,2.5074514706976556,1.2150757873212392,,,,,1.2150757873212392,
2008-02-29,,,,,2.4346702325855336,1.1762269849877898,,,,,1.1762269849877898,
2008-03-31,,,,,2.3097140759280794,1.1095285176869911,,,,,1.1095285176869911,
2008-04-30,,,,,2.3418657422481313,1.1266902720341008,,,,,1.1266902720341008,
2008-05-31,,,,,2.051810332440974,0.9718659577790071,,,,,0.9718659577790071,
2008-06-30,,,,,1.9391707265920677,0.9117417568716167,,,,,0.9117417568716167,
2008-07-31,,,,,1.6447279567607367,0.7545755797028664,,,,,0.7545755797028664,
2008-08-31,,,,,1.8674326315107146,0.8734497581658469,,,,,0.8734497581658469,
2008-09-30,,,,,1.791618902307738,0.8329822880270342,,,,,0.8329822880270342,
2008-10-31,,,,,2.014438429629739,0.9519177719168495,,,,,0.9519177719168495,
2008-11-30,,,,,3.621486405786774,1.8097197382686228,,,,,1.8097197382686228,
2008-12-31,,,,,3.1481442701347966,1.5570615595810329,,,,,1.5570615595810329,
2009-01-31,,,,,-1.7111494436961516,-1.0367077395613382,,,,,-1.0367077395613382,
2009-02-28,,,,,-3.1188387614632034,-1.7880970463575956,,,,,-1.7880970463575956,
2009-03-31,,,,,-2.7895231112147085,-1.6123165989007064,,,,,-1.6123165989007064,
2009-04-30,,,,,0.3813753661763988,0.08022960343006105,,,,,0.08022960343006105,
2009-05-31,,,,,-2.9866899635400777,-1.7175593272656278,,,,,-1.7175593272656278,
2009-06-30,,,,,-3.863519636695325,-2.185589049431593,,,,,-2.185589049431593,
