date,regime,regime_label,awcmr,real_policy_rate,gross_reserves_usd_m,ncpi_yoy_pct
2021-09-09,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-10,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-11,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-12,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-13,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-14,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-15,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-16,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-17,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-18,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-19,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-20,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-21,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-22,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-23,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-24,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-25,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-26,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-27,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-28,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-29,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-09-30,2,CALM,5.925000000000001,-0.7000000000000002,2506.0,6.2
2021-10-01,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-02,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-03,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-04,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-05,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-06,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-07,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-08,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-09,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-10,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-11,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-12,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-13,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-14,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-15,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-16,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-17,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-18,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-19,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-20,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-21,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-22,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-23,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-24,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-25,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-26,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-27,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-28,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-29,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-30,2,CALM,5.9,-2.1,2287.0,7.6
2021-10-31,2,CALM,5.9,-2.1,2287.0,7.6
2021-11-01,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-02,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-03,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-04,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-05,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-06,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-07,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-08,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-09,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-10,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-11,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-12,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-13,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-14,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-15,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-16,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-17,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-18,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-19,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-20,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-21,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-22,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-23,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-24,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-25,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-26,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-27,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-28,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-29,2,CALM,5.91,-4.4,1603.0,9.9
2021-11-30,2,CALM,5.91,-4.4,1603.0,9.9
2021-12-01,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-02,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-03,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-04,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-05,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-06,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-07,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-08,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-09,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-10,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-11,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-12,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-13,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-14,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-15,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-16,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-17,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-18,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-19,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-20,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-21,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-22,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-23,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-24,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-25,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-26,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-27,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-28,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-29,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-30,2,CALM,5.94,-6.6,1594.0,12.1
2021-12-31,2,CALM,5.94,-6.6,1594.0,12.1
2022-01-01,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-02,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-03,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-04,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-05,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-06,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-07,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-08,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-09,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-10,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-11,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-12,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-13,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-14,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-15,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-16,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-17,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-18,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-19,2,CALM,6.45,-8.7,2361.0,14.2
2022-01-20,2,CALM,6.45,-8.2,2361.0,14.2
2022-01-21,2,CALM,6.45,-8.2,2361.0,14.2
2022-01-22,2,CALM,6.45,-8.2,2361.0,14.2
2022-01-23,2,CALM,6.45,-8.2,2361.0,14.2
2022-01-24,2,CALM,6.45,-8.2,2361.0,14.2
2022-01-25,2,CALM,6.45,-8.2,2361.0,14.2
2022-01-26,2,CALM,6.45,-8.2,2361.0,14.2
2022-01-27,2,CALM,6.45,-8.2,2361.0,14.2
2022-01-28,2,CALM,6.45,-8.2,2361.0,14.2
2022-01-29,2,CALM,6.45,-8.2,2361.0,14.2
2022-01-30,2,CALM,6.45,-8.2,2361.0,14.2
2022-01-31,2,CALM,6.45,-8.2,2361.0,14.2
2022-02-01,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-02,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-03,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-04,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-05,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-06,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-07,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-08,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-09,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-10,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-11,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-12,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-13,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-14,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-15,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-16,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-17,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-18,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-19,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-20,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-21,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-22,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-23,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-24,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-25,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-26,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-27,2,CALM,6.475,-9.1,2315.0,15.1
2022-02-28,2,CALM,6.475,-9.1,2315.0,15.1
2022-03-01,2,CALM,7.475,-12.7,1932.0,18.7
2022-03-02,2,CALM,7.475,-12.7,1932.0,18.7
2022-03-03,2,CALM,7.475,-12.7,1932.0,18.7
2022-03-04,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-05,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-06,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-07,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-08,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-09,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-10,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-11,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-12,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-13,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-14,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-15,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-16,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-17,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-18,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-19,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-20,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-21,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-22,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-23,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-24,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-25,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-26,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-27,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-28,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-29,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-30,2,CALM,7.475,-12.2,1932.0,18.7
2022-03-31,2,CALM,7.475,-12.2,1932.0,18.7
2022-04-01,2,CALM,14.5,-23.3,1892.0,29.8
2022-04-02,2,CALM,14.5,-23.3,1892.0,29.8
2022-04-03,2,CALM,14.5,-23.3,1892.0,29.8
2022-04-04,2,CALM,14.5,-23.3,1892.0,29.8
2022-04-05,2,CALM,14.5,-23.3,1892.0,29.8
2022-04-06,2,CALM,14.5,-23.3,1892.0,29.8
2022-04-07,2,CALM,14.5,-23.3,1892.0,29.8
2022-04-08,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-04-09,0,STRESS,14.5,-15.3,1892.0,29.8
2022-04-10,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-04-11,0,STRESS,14.5,-15.3,1892.0,29.8
2022-04-12,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-04-13,0,STRESS,14.5,-15.3,1892.0,29.8
2022-04-14,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-04-15,0,STRESS,14.5,-15.3,1892.0,29.8
2022-04-16,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-04-17,0,STRESS,14.5,-15.3,1892.0,29.8
2022-04-18,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-04-19,0,STRESS,14.5,-15.3,1892.0,29.8
2022-04-20,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-04-21,0,STRESS,14.5,-15.3,1892.0,29.8
2022-04-22,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-04-23,0,STRESS,14.5,-15.3,1892.0,29.8
2022-04-24,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-04-25,0,STRESS,14.5,-15.3,1892.0,29.8
2022-04-26,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-04-27,0,STRESS,14.5,-15.3,1892.0,29.8
2022-04-28,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-04-29,0,STRESS,14.5,-15.3,1892.0,29.8
2022-04-30,1,CRISIS,14.5,-15.3,1892.0,29.8
2022-05-01,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-02,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-03,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-04,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-05,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-06,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-07,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-08,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-09,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-10,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-11,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-12,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-13,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-14,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-15,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-16,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-17,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-18,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-19,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-20,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-21,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-22,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-23,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-24,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-25,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-26,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-27,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-28,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-29,0,STRESS,14.5,-24.6,1915.0,39.1
2022-05-30,1,CRISIS,14.5,-24.6,1915.0,39.1
2022-05-31,0,STRESS,14.5,-24.6,1915.0,39.1
2022-06-01,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-02,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-03,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-04,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-05,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-06,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-07,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-08,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-09,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-10,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-11,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-12,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-13,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-14,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-15,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-16,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-17,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-18,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-19,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-20,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-21,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-22,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-23,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-24,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-25,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-26,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-27,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-28,0,STRESS,14.5,-40.1,1856.0,54.6
2022-06-29,1,CRISIS,14.5,-40.1,1856.0,54.6
2022-06-30,0,STRESS,14.5,-40.1,1856.0,54.6
2022-07-01,1,CRISIS,15.5,-46.3,1817.0,60.8
2022-07-02,0,STRESS,15.5,-46.3,1817.0,60.8
2022-07-03,1,CRISIS,15.5,-46.3,1817.0,60.8
2022-07-04,0,STRESS,15.5,-46.3,1817.0,60.8
2022-07-05,1,CRISIS,15.5,-46.3,1817.0,60.8
2022-07-06,0,STRESS,15.5,-46.3,1817.0,60.8
2022-07-07,1,CRISIS,15.5,-46.3,1817.0,60.8
2022-07-08,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-09,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-07-10,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-11,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-07-12,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-13,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-07-14,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-15,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-07-16,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-17,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-07-18,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-19,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-07-20,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-21,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-07-22,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-23,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-07-24,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-25,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-07-26,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-27,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-07-28,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-29,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-07-30,0,STRESS,15.5,-45.3,1817.0,60.8
2022-07-31,1,CRISIS,15.5,-45.3,1817.0,60.8
2022-08-01,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-02,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-03,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-04,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-05,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-06,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-07,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-08,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-09,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-10,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-11,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-12,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-13,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-14,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-15,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-16,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-17,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-18,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-19,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-20,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-21,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-22,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-23,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-24,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-25,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-26,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-27,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-28,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-29,0,STRESS,15.5,-48.8,1719.0,64.3
2022-08-30,1,CRISIS,15.5,-48.8,1719.0,64.3
2022-08-31,0,STRESS,15.5,-48.8,1719.0,64.3
2022-09-01,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-02,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-03,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-04,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-05,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-06,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-07,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-08,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-09,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-10,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-11,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-12,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-13,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-14,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-15,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-16,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-17,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-18,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-19,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-20,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-21,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-22,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-23,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-24,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-25,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-26,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-27,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-28,0,STRESS,15.5,-54.3,1769.0,69.8
2022-09-29,1,CRISIS,15.5,-54.3,1769.0,69.8
2022-09-30,0,STRESS,15.5,-54.3,1769.0,69.8
2022-10-01,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-02,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-03,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-04,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-05,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-06,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-07,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-08,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-09,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-10,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-11,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-12,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-13,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-14,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-15,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-16,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-17,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-18,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-19,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-20,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-21,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-22,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-23,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-24,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-25,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-26,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-27,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-28,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-29,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-10-30,0,STRESS,15.5,-50.5,1734.0,66.0
2022-10-31,1,CRISIS,15.5,-50.5,1734.0,66.0
2022-11-01,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-02,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-03,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-04,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-05,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-06,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-07,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-08,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-09,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-10,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-11,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-12,1,CRISIS,15.5,-45.5,1851.0,61.0
2022-11-13,0,STRESS,15.5,-45.5,1851.0,61.0
2022-11-14,1,CRISIS,15.5,-45.5,1851.0,61.0
