model,varset,candidate_id,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,random_state,fold1_rmse,fold2_rmse,fold3_rmse,mean_validation_rmse,std_validation_rmse
XGBoost,bop,64,400,3,0.1,1.0,1.0,3,42,1125.3537982253104,605.5994156657686,917.4705761606031,882.8079300172272,213.59974847942166
XGBoost,bop,65,400,4,0.03,0.8,0.8,1,42,1129.9902096012972,685.9706283403222,917.7942940495418,911.2517106637205,181.32926070882442
XGBoost,bop,66,400,4,0.03,0.8,0.8,3,42,1118.7016756294313,660.7442700794339,907.2011601000945,895.5490352696532,187.14179175929556
XGBoost,bop,67,400,4,0.03,0.8,1.0,1,42,1116.9276249116074,678.85029152266,915.3901448737838,903.7226871026837,179.03451191585577
XGBoost,bop,68,400,4,0.03,0.8,1.0,3,42,1113.4749915555485,632.1500440925405,888.6098289822017,878.078288210097,196.64114739942357
XGBoost,bop,69,400,4,0.03,1.0,0.8,1,42,1145.008697300921,658.2922942092342,916.4387706639403,906.5799207246986,198.82339223746737
XGBoost,bop,70,400,4,0.03,1.0,0.8,3,42,1129.72326981274,632.6415148424588,883.542923038192,881.9692358977969,202.93582754078614
XGBoost,bop,71,400,4,0.03,1.0,1.0,1,42,1132.8577901597862,666.2526680788668,951.2460358372871,916.7854980253132,192.0429318108415
XGBoost,bop,72,400,4,0.03,1.0,1.0,3,42,1128.4610888541706,623.2601068289513,877.1433548922192,876.2881835251137,206.24832370771216
XGBoost,bop,73,400,4,0.1,0.8,0.8,1,42,1119.9653891245075,708.4257591140604,901.448710193044,909.946619477204,168.1177714459624
XGBoost,bop,74,400,4,0.1,0.8,0.8,3,42,1116.1571589946004,708.4353103040703,880.3640509287545,901.6521734091417,167.13101566128864
XGBoost,bop,75,400,4,0.1,0.8,1.0,1,42,1108.544266599412,675.2670144938503,902.7859620275818,895.5324143736146,176.9590437798398
XGBoost,bop,76,400,4,0.1,0.8,1.0,3,42,1104.7308164695573,636.9282235537333,878.5603889881595,873.4064763371501,191.0143774630638
XGBoost,bop,77,400,4,0.1,1.0,0.8,1,42,1130.1292998442361,664.3379360740939,889.6539953267725,894.7070770817008,190.19209388953533
XGBoost,bop,78,400,4,0.1,1.0,0.8,3,42,1128.1301941536285,621.9690726677433,897.8058999819895,882.6350556011204,206.91767463636944
XGBoost,bop,79,400,4,0.1,1.0,1.0,1,42,1140.3145730164274,666.9295134292419,929.2087751176078,912.1509538544257,193.63467425330583
XGBoost,bop,80,400,4,0.1,1.0,1.0,3,42,1136.057505876221,615.4915585176377,898.8414454609177,883.4635032849255,212.79816292520158
XGBoost,bop,81,400,5,0.03,0.8,0.8,1,42,1128.2979034180967,671.4321027126756,947.6418890453916,915.7906317253879,187.8695769378324
XGBoost,bop,82,400,5,0.03,0.8,0.8,3,42,1117.1175700889912,675.1327910434032,895.0112372025499,895.7538661116481,180.44029455800012
XGBoost,bop,83,400,5,0.03,0.8,1.0,1,42,1120.7915250365338,660.613384688953,942.3333108247906,907.9127401834259,189.43699388081046
XGBoost,bop,84,400,5,0.03,0.8,1.0,3,42,1113.405456064694,639.9782478139917,913.2548761331603,888.8795266706153,194.04286231668735
XGBoost,bop,85,400,5,0.03,1.0,0.8,1,42,1139.7083142425183,661.5439818154954,953.7433089041143,918.3318683207093,196.80914578086242
XGBoost,bop,86,400,5,0.03,1.0,0.8,3,42,1129.0711729999782,622.9164985756602,888.9332277773152,880.3069664509845,206.72678894094247
XGBoost,bop,87,400,5,0.03,1.0,1.0,1,42,1128.5180942946956,670.19367991204,998.2486805347468,932.3201515804941,192.8302282706299
XGBoost,bop,88,400,5,0.03,1.0,1.0,3,42,1132.5510475069143,618.0307822061144,922.5948600422598,891.0588965850961,211.23235799261445
XGBoost,bop,89,400,5,0.1,0.8,0.8,1,42,1120.7879617903495,726.1929686224838,921.6601981414447,922.8803761847594,161.0950418937633
XGBoost,bop,90,400,5,0.1,0.8,0.8,3,42,1118.85925752832,689.358175938426,866.1797852969661,891.4657395879041,176.25233688289973
XGBoost,bop,91,400,5,0.1,0.8,1.0,1,42,1100.3418987597079,672.903356628954,958.5219117818018,910.589055723488,177.76219290979046
XGBoost,bop,92,400,5,0.1,0.8,1.0,3,42,1107.7788507958137,619.1034128006,890.6255607769302,872.5026081244481,199.91206731058293
XGBoost,bop,93,400,5,0.1,1.0,0.8,1,42,1126.8642376058665,660.7931780475881,940.9164470170854,909.5246208901799,191.563119624021
XGBoost,bop,94,400,5,0.1,1.0,0.8,3,42,1128.6791606363377,625.2021038146237,889.1061109260804,880.9957917923472,205.62363619616966
XGBoost,bop,95,400,5,0.1,1.0,1.0,1,42,1130.2244827070112,668.4005952882335,975.9405763387634,924.8552181113361,191.9680722005032
XGBoost,bop,96,400,5,0.1,1.0,1.0,3,42,1139.050369523864,618.6118254167932,917.4739329578125,891.7120426328232,213.2476272519962
