model,varset,candidate_id,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,random_state,fold1_rmse,fold2_rmse,fold3_rmse,mean_validation_rmse,std_validation_rmse
XGBoost,monetary,1,200,3,0.03,0.8,0.8,1,42,2893.3566016640334,942.070831770985,901.5355670799249,1578.9876668383142,929.54650217084
XGBoost,monetary,2,200,3,0.03,0.8,0.8,3,42,3018.566418179038,931.3754855189377,875.3417975563736,1608.4279004181165,997.3808777664957
XGBoost,monetary,3,200,3,0.03,0.8,1.0,1,42,2845.679726620395,938.3002573479256,891.2424394727161,1558.4074744803456,910.4416503005855
XGBoost,monetary,4,200,3,0.03,0.8,1.0,3,42,3011.2766131846183,933.2464863412674,872.4544143915986,1605.659171305828,994.2314330471181
XGBoost,monetary,5,200,3,0.03,1.0,0.8,1,42,2861.7515429971704,935.2566995160945,981.764350860636,1592.9241977913005,897.3972975091276
XGBoost,monetary,6,200,3,0.03,1.0,0.8,3,42,3018.7071903579017,935.800744213564,977.0465305540125,1643.8514883751595,972.3156053732604
XGBoost,monetary,7,200,3,0.03,1.0,1.0,1,42,2817.078565575767,934.184344779534,1016.897835751134,1589.3869153688117,868.7655884023357
XGBoost,monetary,8,200,3,0.03,1.0,1.0,3,42,3013.4138001717356,938.3402794461836,1019.4960617383011,1657.0833804520735,959.6425448546098
XGBoost,monetary,9,200,3,0.1,0.8,0.8,1,42,2936.4176993464002,923.4718956454902,938.7585223184477,1599.5493724367795,945.3292593445441
XGBoost,monetary,10,200,3,0.1,0.8,0.8,3,42,2952.1025468434323,913.5365279361067,866.2794148426957,1577.3061632074116,972.3192654776486
XGBoost,monetary,11,200,3,0.1,0.8,1.0,1,42,2826.7707282226675,942.6361874871286,933.770041395451,1567.7256523684157,890.286668967271
XGBoost,monetary,12,200,3,0.1,0.8,1.0,3,42,2928.3173947783703,916.5311715378043,881.1647672089026,1575.3377778416925,956.8100050073956
XGBoost,monetary,13,200,3,0.1,1.0,0.8,1,42,2891.5145836975335,939.0998746387708,1009.6306615756556,1613.4150399706532,904.2114357208822
XGBoost,monetary,14,200,3,0.1,1.0,0.8,3,42,2947.366147405937,929.445866760537,942.9566204678925,1606.589544878122,948.0882724482842
XGBoost,monetary,15,200,3,0.1,1.0,1.0,1,42,2825.536824950339,925.8161449924278,1024.9883963997079,1592.1137887808247,873.101014956656
XGBoost,monetary,16,200,3,0.1,1.0,1.0,3,42,2974.419094430134,925.4184086161039,1028.7083676744148,1642.8486235735509,942.5062839944299
XGBoost,monetary,17,200,4,0.03,0.8,0.8,1,42,2885.789907024684,940.8683723084662,923.6826773321613,1583.446985555104,920.9222373448605
XGBoost,monetary,18,200,4,0.03,0.8,0.8,3,42,3018.22811479413,934.6456789301257,882.3416990107105,1611.7384975783218,994.7675470784635
XGBoost,monetary,19,200,4,0.03,0.8,1.0,1,42,2846.5816776704537,941.9333215866554,908.1182871017561,1565.5444287862883,905.935313699176
XGBoost,monetary,20,200,4,0.03,0.8,1.0,3,42,3013.2874629034736,939.2891252528102,904.3702394289905,1618.9822758617581,986.0257089634695
XGBoost,monetary,21,200,4,0.03,1.0,0.8,1,42,2826.9773906998657,944.6484255198369,965.2604830850266,1578.9620997682432,882.5201939251872
XGBoost,monetary,22,200,4,0.03,1.0,0.8,3,42,3020.1848777666914,945.4440850527401,973.5666436845074,1646.398535501313,971.4814821436948
XGBoost,monetary,23,200,4,0.03,1.0,1.0,1,42,2780.702713899166,942.6720164738376,1013.5164082185797,1578.9637128638612,850.2498463853317
XGBoost,monetary,24,200,4,0.03,1.0,1.0,3,42,3013.1018126635754,944.6619497436849,1008.2180528507699,1655.3272717526768,960.4421282304975
XGBoost,monetary,25,200,4,0.1,0.8,0.8,1,42,2923.1565093466493,923.2456122826688,941.8781737142493,1596.093431781189,938.406131680915
XGBoost,monetary,26,200,4,0.1,0.8,0.8,3,42,2943.545699798521,910.4499375530131,902.9667113043357,1585.6541162186234,960.179206966635
XGBoost,monetary,27,200,4,0.1,0.8,1.0,1,42,2818.8136003619607,939.189268935608,936.1307365184313,1564.7112019386666,886.7851893040128
XGBoost,monetary,28,200,4,0.1,0.8,1.0,3,42,2939.324936489002,913.107198253277,889.7819314686336,1580.7380220703044,960.7132142458652
XGBoost,monetary,29,200,4,0.1,1.0,0.8,1,42,2859.567078868759,925.729833997414,937.852241394792,1574.3830514203216,908.7758163216846
XGBoost,monetary,30,200,4,0.1,1.0,0.8,3,42,2946.5940009747856,941.1429527892357,939.3698333049246,1609.0355956896485,945.7968956211354
XGBoost,monetary,31,200,4,0.1,1.0,1.0,1,42,2757.1832833476374,925.859544849653,1009.1070239328183,1564.0499507100365,844.3569141785191
XGBoost,monetary,32,200,4,0.1,1.0,1.0,3,42,2976.8332867522663,936.6708215035299,989.1592085747498,1634.2211056101821,949.6119766893084
XGBoost,monetary,33,200,5,0.03,0.8,0.8,1,42,2884.1617051963776,939.5491212318257,936.4636557549704,1586.7248273943912,917.427279201546
XGBoost,monetary,34,200,5,0.03,0.8,0.8,3,42,3014.9104133279143,934.7961653282844,896.192028584689,1615.2995357469626,989.7998202753325
XGBoost,monetary,35,200,5,0.03,0.8,1.0,1,42,2848.272116576936,941.9665389666287,910.3833544497675,1566.8740033311108,906.1770312172366
XGBoost,monetary,36,200,5,0.03,0.8,1.0,3,42,3013.7789603934325,939.4272901971618,920.2602672488556,1624.4888392798166,982.4076289606364
XGBoost,monetary,37,200,5,0.03,1.0,0.8,1,42,2821.559773479517,943.9494428896107,952.7779548272212,1572.762390398783,883.0404534514921
XGBoost,monetary,38,200,5,0.03,1.0,0.8,3,42,3014.2889060428324,942.1531191024027,966.715025461951,1641.0523502023952,971.0766535254853
XGBoost,monetary,39,200,5,0.03,1.0,1.0,1,42,2782.1139653131563,942.4948191448535,981.9043418391761,1568.8377087657288,858.0667159943735
XGBoost,monetary,40,200,5,0.03,1.0,1.0,3,42,3013.723942273534,940.2565189862422,1061.5938689272139,1671.8581100623298,950.1345946284223
XGBoost,monetary,41,200,5,0.1,0.8,0.8,1,42,2920.1198901793923,928.0679437319121,949.198359481551,1599.1287311309518,934.1216392349713
XGBoost,monetary,42,200,5,0.1,0.8,0.8,3,42,2939.5616193233436,912.4206733583605,881.3458681237287,1577.776053601811,963.0113727731805
XGBoost,monetary,43,200,5,0.1,0.8,1.0,1,42,2804.1164252598087,938.5771403850828,940.7697206267479,1561.154428757213,878.9073122972326
XGBoost,monetary,44,200,5,0.1,0.8,1.0,3,42,2924.51635972381,912.0127182264648,938.9815203296744,1591.8368660933163,942.4110227245656
XGBoost,monetary,45,200,5,0.1,1.0,0.8,1,42,2860.814556946781,920.7213095849822,945.4463957035292,1575.660754078431,908.797027298956
XGBoost,monetary,46,200,5,0.1,1.0,0.8,3,42,2945.8347622470465,940.868046040257,929.5321787722393,1605.4116623531809,947.8335615210403
XGBoost,monetary,47,200,5,0.1,1.0,1.0,1,42,2751.558026359173,926.2554822751181,999.7633611934523,1559.192289942581,843.6637912901004
XGBoost,monetary,48,200,5,0.1,1.0,1.0,3,42,2977.34415694903,934.4292065419079,1019.7511047612321,1643.8414894173902,943.5719297133409
XGBoost,monetary,49,400,3,0.03,0.8,0.8,1,42,2842.383418672355,934.5307696618555,921.5869796855512,1566.1670560065875,902.4367156673165
XGBoost,monetary,50,400,3,0.03,0.8,0.8,3,42,2966.125113354414,922.5180469173629,888.1855894041433,1592.2762498919735,971.5589548546893
XGBoost,monetary,51,400,3,0.03,0.8,1.0,1,42,2791.46507083713,932.1944099673411,912.3325788411727,1545.330686548548,881.1873810806394
XGBoost,monetary,52,400,3,0.03,0.8,1.0,3,42,2960.6499335169815,927.3421895198444,889.3616745401829,1592.451265859003,967.5868007627122
XGBoost,monetary,53,400,3,0.03,1.0,0.8,1,42,2853.7679062526718,927.7769604097126,1008.562565100511,1596.7024772542984,889.4911272064354
XGBoost,monetary,54,400,3,0.03,1.0,0.8,3,42,2984.6624149728677,928.7953335514716,993.645741294782,1635.7011632730403,954.2269952817977
XGBoost,monetary,55,400,3,0.03,1.0,1.0,1,42,2807.711836683015,928.3549005158037,1051.0495372933572,1595.7054248307252,858.4804988085209
XGBoost,monetary,56,400,3,0.03,1.0,1.0,3,42,2981.885927973447,932.3772359930125,1028.8777502812754,1647.7136380825784,944.2245007231977
XGBoost,monetary,57,400,3,0.1,0.8,0.8,1,42,2936.833989993565,923.4453683761574,940.9243306489655,1600.4012296728959,945.0276083001581
XGBoost,monetary,58,400,3,0.1,0.8,0.8,3,42,2948.913783278906,911.151013024344,867.7908851876639,1575.9518938303047,970.9920314057538
XGBoost,monetary,59,400,3,0.1,0.8,1.0,1,42,2827.020051225378,941.9375381758159,933.5063840682099,1567.4879911564678,890.6303119499026
XGBoost,monetary,60,400,3,0.1,0.8,1.0,3,42,2926.3490405563603,914.5729949401059,882.4812489615485,1574.467761486005,956.0141960472006
XGBoost,monetary,61,400,3,0.1,1.0,0.8,1,42,2891.8008301830405,940.8331486791794,1011.5216439100194,1614.71854092408,903.4945474816772
XGBoost,monetary,62,400,3,0.1,1.0,0.8,3,42,2947.0573535373924,929.5233367097153,944.2216877328315,1606.9341259933128,947.6292204348948
XGBoost,monetary,63,400,3,0.1,1.0,1.0,1,42,2825.65878691789,926.7370639580987,1025.6016818821654,1592.665844252718,872.7914033589424
XGBoost,monetary,64,400,3,0.1,1.0,1.0,3,42,2973.723717792466,925.2697539735047,1029.7664841847013,1642.919985316891,941.9868443647536
XGBoost,monetary,65,400,4,0.03,0.8,0.8,1,42,2825.471321541068,932.8089192862337,924.3071262087286,1560.862455678677,894.2202405204606
XGBoost,monetary,66,400,4,0.03,0.8,0.8,3,42,2968.2499730641,926.8131392634466,882.5751654601604,1592.546092595902,972.937176674492
XGBoost,monetary,67,400,4,0.03,0.8,1.0,1,42,2787.2842642412743,936.3204419233945,913.6073952854869,1545.7373671500518,877.9551977481636
XGBoost,monetary,68,400,4,0.03,0.8,1.0,3,42,2959.5487061292806,934.1297460474478,900.8274777338492,1598.1686433035259,962.7370762097337
XGBoost,monetary,69,400,4,0.03,1.0,0.8,1,42,2803.579561020448,939.3058475690532,964.6099075713662,1569.1651053869557,872.9239600602291
XGBoost,monetary,70,400,4,0.03,1.0,0.8,3,42,2981.742758990911,940.3381397272917,973.8565583413078,1631.97915235317,954.5250883552468
XGBoost,monetary,71,400,4,0.03,1.0,1.0,1,42,2747.332027775036,936.130813093323,1014.7369026538706,1566.0665811740764,835.8970314693962
XGBoost,monetary,72,400,4,0.03,1.0,1.0,3,42,2974.609290209545,939.7194611415605,1010.5125400136753,1641.6137637882603,943.0131565354455
XGBoost,monetary,73,400,4,0.1,0.8,0.8,1,42,2923.188817699243,923.0805135774141,942.1432427841863,1596.1375246869477,938.399238997065
XGBoost,monetary,74,400,4,0.1,0.8,0.8,3,42,2936.7619755603264,909.757117105185,903.5537490985075,1583.3576139213394,957.0047526950015
XGBoost,monetary,75,400,4,0.1,0.8,1.0,1,42,2818.8710745755925,939.2525849989838,936.497090247482,1564.8735832740194,886.7108432594437
XGBoost,monetary,76,400,4,0.1,0.8,1.0,3,42,2932.8792662833093,912.7887441212516,889.8508460895903,1578.5062854980504,957.732100712368
XGBoost,monetary,77,400,4,0.1,1.0,0.8,1,42,2859.5904900817163,925.8869594472786,938.5998752516456,1574.6924415935466,908.5749467576837
XGBoost,monetary,78,400,4,0.1,1.0,0.8,3,42,2941.6374448037654,941.6466297009878,941.0574139943166,1608.11382949969,942.9436219357714
XGBoost,monetary,79,400,4,0.1,1.0,1.0,1,42,2757.2082002907346,926.0602796502385,1009.2623021696481,1564.1769273702073,844.2840587395575
XGBoost,monetary,80,400,4,0.1,1.0,1.0,3,42,2972.1075760890467,937.1109276025761,990.2369808234414,1633.151828171688,947.0330742353217
XGBoost,monetary,81,400,5,0.03,0.8,0.8,1,42,2823.314391889126,930.2275698202799,936.8981619450026,1563.480041218136,890.8415749719549
XGBoost,monetary,82,400,5,0.03,0.8,0.8,3,42,2963.883151375905,926.7800590660479,895.2292436978663,1595.297484713273,967.8219218890081
XGBoost,monetary,83,400,5,0.03,0.8,1.0,1,42,2788.7029624660977,935.2770041225912,910.8055380500869,1544.9285015462585,879.538096726633
XGBoost,monetary,84,400,5,0.03,0.8,1.0,3,42,2958.8675174830505,932.1055450650828,917.7918654358716,1602.921642661335,958.8163299751949
XGBoost,monetary,85,400,5,0.03,1.0,0.8,1,42,2790.0161589180325,938.1078514733078,951.154976567151,1559.759662319497,869.9390179529751
XGBoost,monetary,86,400,5,0.03,1.0,0.8,3,42,2976.2034687552223,936.4773735507639,964.5758869772594,1625.7522430944152,954.9821172080577
XGBoost,monetary,87,400,5,0.03,1.0,1.0,1,42,2741.208201468149,936.7723487087719,977.7436306678306,1551.9080602815839,841.1285200475728
XGBoost,monetary,88,400,5,0.03,1.0,1.0,3,42,2975.0953343265273,936.3691234633214,1069.5637753934186,1660.3427443944227,931.2593564185287
XGBoost,monetary,89,400,5,0.1,0.8,0.8,1,42,2919.883461868767,927.9898054702044,949.3645720675756,1599.0792798021823,933.9903588671594
