date,usd_lkr_pct_change,threshold,regime,regime_name
2009-02-01,2.083602521032546,-0.2038940297677927,1,Crisis
2009-03-01,0.29366652456523923,-0.2038940297677927,1,Crisis
2009-04-01,0.1586291635773618,-0.2038940297677927,1,Crisis
2009-05-01,2.645348938955361,-0.2038940297677927,1,Crisis
2009-06-01,-0.5411450998578093,-0.2038940297677927,0,Stable
2009-07-01,-1.5954984914975268,-0.2038940297677927,0,Stable
2009-08-01,-0.008971304889360265,-0.2038940297677927,1,Crisis
2009-09-01,-0.07439011430294684,-0.2038940297677927,1,Crisis
2009-10-01,0.0452426365211922,-0.2038940297677927,1,Crisis
2009-11-01,0.014899792361378061,-0.2038940297677927,1,Crisis
2009-12-01,-0.2600541191352779,-0.2038940297677927,0,Stable
2010-01-01,-0.17617982395992104,-0.2038940297677927,1,Crisis
2010-02-01,0.06588871894130932,-0.2038940297677927,1,Crisis
2010-03-01,0.1302915645393643,-0.2038940297677927,1,Crisis
2010-04-01,-0.3528140853163886,-0.2038940297677927,0,Stable
2010-05-01,-0.24127133253114552,-0.2038940297677927,0,Stable
2010-06-01,-0.11078059468357937,-0.2038940297677927,1,Crisis
2010-07-01,-0.12488731558232269,-0.2038940297677927,1,Crisis
2010-08-01,-0.5313467270749994,-0.2038940297677927,0,Stable
2010-09-01,-0.4960290234079956,-0.2038940297677927,0,Stable
2010-10-01,-0.08354330372395413,-0.2038940297677927,1,Crisis
2010-11-01,-0.5662364907762729,-0.2038940297677927,0,Stable
2010-12-01,-0.13567123680228166,-0.2038940297677927,1,Crisis
2011-01-01,-0.4550040128950772,-0.2038940297677927,0,Stable
2011-02-01,-0.16944709440122052,-0.2038940297677927,1,Crisis
2011-03-01,-0.0113697888467712,-0.2038940297677927,1,Crisis
2011-04-01,-0.45592622875367805,-0.2038940297677927,0,Stable
2011-05-01,-0.0809594006284553,-0.2038940297677927,1,Crisis
2011-06-01,-0.40830066171927415,-0.2038940297677927,0,Stable
