forecast_origin,forecast_date,horizon,actual,forecast,error,threshold,current_regime
2012-01-01,2012-02-01,1,6800.0,6849.216256272818,-49.2162562728181,-0.12488731558232269,1
2012-01-01,2012-03-01,2,6831.0,6928.122702879717,-97.1227028797166,-0.12488731558232269,1
2012-01-01,2012-04-01,3,6862.0,7015.414820216942,-153.41482021694173,-0.12488731558232269,1
2012-01-01,2012-05-01,4,6892.0,7115.289779794675,-223.28977979467527,-0.12488731558232269,1
2012-01-01,2012-06-01,5,6923.0,7228.644494120708,-305.64449412070826,-0.12488731558232269,1
2012-01-01,2012-07-01,6,6953.0,7355.299818143068,-402.29981814306757,-0.12488731558232269,1
2012-01-01,2012-08-01,7,6984.0,7494.664741217075,-510.66474121707506,-0.12488731558232269,1
2012-01-01,2012-09-01,8,7015.0,7645.92543832276,-630.9254383227599,-0.12488731558232269,1
2012-01-01,2012-10-01,9,7045.0,7808.1335520705015,-763.1335520705015,-0.12488731558232269,1
2012-01-01,2012-11-01,10,7076.0,7980.269807352419,-904.2698073524189,-0.12488731558232269,1
2012-01-01,2012-12-01,11,7106.0,8161.295693846303,-1055.295693846303,-0.12488731558232269,1
2012-01-01,2013-01-01,12,7139.0,8350.195661783477,-1211.1956617834767,-0.12488731558232269,1
2012-04-01,2012-05-01,1,6892.0,7092.159358110468,-200.15935811046802,-0.12488731558232269,1
2012-04-01,2012-06-01,2,6923.0,7430.252680463624,-507.2526804636236,-0.12488731558232269,1
2012-04-01,2012-07-01,3,6953.0,7801.149357118972,-848.1493571189721,-0.12488731558232269,1
2012-04-01,2012-08-01,4,6984.0,8168.06210351178,-1184.0621035117802,-0.12488731558232269,1
2012-04-01,2012-09-01,5,7015.0,8516.096610011584,-1501.0966100115838,-0.12488731558232269,1
2012-04-01,2012-10-01,6,7045.0,8841.02699488885,-1796.0269948888508,-0.12488731558232269,1
2012-04-01,2012-11-01,7,7076.0,9143.72510870767,-2067.7251087076693,-0.12488731558232269,1
2012-04-01,2012-12-01,8,7106.0,9427.478734661785,-2321.478734661785,-0.12488731558232269,1
2012-04-01,2013-01-01,9,7139.0,9696.626210051943,-2557.6262100519434,-0.12488731558232269,1
2012-04-01,2013-02-01,10,7172.0,9955.80561358763,-2783.8056135876304,-0.12488731558232269,1
2012-04-01,2013-03-01,11,7205.0,10209.51868340154,-3004.5186834015403,-0.12488731558232269,1
2012-04-01,2013-04-01,12,7238.0,10461.87629813875,-3223.87629813875,-0.12488731558232269,1
2012-07-01,2012-08-01,1,6984.0,7171.71601078474,-187.71601078474032,-0.11078059468357937,1
2012-07-01,2012-09-01,2,7015.0,7455.434683505499,-440.4346835054994,-0.11078059468357937,1
2012-07-01,2012-10-01,3,7045.0,7748.111489017028,-703.1114890170284,-0.11078059468357937,1
2012-07-01,2012-11-01,4,7076.0,8032.550236864016,-956.5502368640164,-0.11078059468357937,1
2012-07-01,2012-12-01,5,7106.0,8304.006584183477,-1198.0065841834767,-0.11078059468357937,1
2012-07-01,2013-01-01,6,7139.0,8561.69784897519,-1422.6978489751891,-0.11078059468357937,1
2012-07-01,2013-02-01,7,7172.0,8806.50448633949,-1634.5044863394905,-0.11078059468357937,1
2012-07-01,2013-03-01,8,7205.0,9040.159822097748,-1835.1598220977485,-0.11078059468357937,1
2012-07-01,2013-04-01,9,7238.0,9264.81346604496,-2026.8134660449596,-0.11078059468357937,1
2012-07-01,2013-05-01,10,7270.0,9482.753213819622,-2212.753213819622,-0.11078059468357937,1
2012-07-01,2013-06-01,11,7303.0,9696.227813014502,-2393.2278130145023,-0.11078059468357937,1
2012-07-01,2013-07-01,12,7336.0,9907.338697958414,-2571.338697958414,-0.11078059468357937,1
2012-10-01,2012-11-01,1,7076.0,8239.478058620256,-1163.478058620256,-0.12488731558232269,0
2012-10-01,2012-12-01,2,7106.0,8961.23301104796,-1855.2330110479597,-0.12488731558232269,0
2012-10-01,2013-01-01,3,7139.0,9532.540682853478,-2393.540682853478,-0.12488731558232269,0
2012-10-01,2013-02-01,4,7172.0,10231.758290544876,-3059.758290544876,-0.12488731558232269,0
2012-10-01,2013-03-01,5,7205.0,10524.32729154553,-3319.327291545531,-0.12488731558232269,0
2012-10-01,2013-04-01,6,7238.0,10489.171285643868,-3251.171285643868,-0.12488731558232269,0
