date,EQUITY_Market_Capitalization
2016-10-27,2744.9
2016-10-28,2739.0
2016-10-31,2732.4
2016-11-01,2728.5
2016-11-02,2740.8
2016-11-03,2744.4
2016-11-04,2741.5
2016-11-07,2745.7
2016-11-08,2743.2
2016-11-09,2734.0
2016-11-10,2735.4
2016-11-11,2733.2
2016-11-15,2729.2
2016-11-16,2704.8
2016-11-17,2702.8
2016-11-18,2695.5
2016-11-21,2673.9
2016-11-22,2665.6
2016-11-23,2660.0
2016-11-24,2664.5
2016-11-25,2664.0
2016-11-28,2658.4
2016-11-29,2655.5
2016-11-30,2659.5
2016-12-01,2691.7
2016-12-02,2698.7
2016-12-05,2716.9
2016-12-06,2710.0
2016-12-07,2700.1
2016-12-08,2704.6
2016-12-09,2698.8
2016-12-14,2688.1
2016-12-15,2682.3
2016-12-16,2675.1
2016-12-19,2667.4
2016-12-20,2660.7
2016-12-21,2657.5
2016-12-22,2650.0
2016-12-23,2652.93
2016-12-27,2654.34
2016-12-28,2665.33
2016-12-29,2672.69
2016-12-30,2745.41
2017-01-02,2729.81
2017-01-03,2714.94
2017-01-04,2712.3
2017-01-05,2709.82
2017-01-06,2712.25
2017-01-09,2713.35
2017-01-10,2712.06
2017-01-11,2726.14
2017-01-13,2740.77
2017-01-16,2733.69
2017-01-17,2727.02
2017-01-18,2726.35
2017-01-19,2717.49
2017-01-20,2719.55
2017-01-23,2716.23
2017-01-24,2704.06
2017-01-25,2700.83
2017-01-26,2702.14
2017-01-27,2705.51
2017-01-30,2705.06
2017-01-31,2701.6
2017-02-01,2702.51
2017-02-02,2706.7
2017-02-03,2698.07
2017-02-06,2675.29
2017-02-07,2686.2
2017-02-08,2687.67
2017-02-09,2686.69
2017-02-13,2706.34
2017-02-14,2710.84
2017-02-15,2722.55
2017-02-16,2721.77
2017-02-17,2715.66
2017-02-20,2706.68
2017-02-21,2701.39
2017-02-22,2695.68
2017-02-23,2700.05
2017-02-27,2692.97
2017-02-28,2698.4
2017-03-01,2692.74
2017-03-02,2690.61
2017-03-03,2679.37
2017-03-06,2686.25
2017-03-07,2682.27
2017-03-08,2676.54
2017-03-09,2673.79
2017-03-10,2672.12
2017-03-13,2665.89
2017-03-14,2655.34
2017-03-15,2648.92
2017-03-16,2647.34
2017-03-17,2655.87
2017-03-20,2652.94
2017-03-21,2653.12
2017-03-22,2633.39
2017-03-23,2626.03
2017-03-24,2633.35
2017-03-27,2623.98
2017-03-28,2628.52
2017-03-29,2644.54
2017-03-30,2652.72
2017-03-31,2662.86
2017-04-03,2670.8
2017-04-04,2703.81
2017-04-05,2726.52
2017-04-06,2749.55
2017-04-07,2768.42
2017-04-11,2775.29
2017-04-12,2818.18
2017-04-17,2795.42
2017-04-18,2809.11
2017-04-19,2837.47
2017-04-20,2863.2
2017-04-21,2875.8
2017-04-24,2862.78
2017-04-25,2856.98
2017-04-26,2867.32
2017-04-27,2891.69
2017-04-28,2908.77
2017-05-02,2907.76
2017-05-03,2888.26
2017-05-04,2910.1
2017-05-05,2926.91
2017-05-08,2938.77
2017-05-09,2938.51
2017-05-12,2940.78
2017-05-15,2936.58
2017-05-16,2950.9
2017-05-17,2962.4
2017-05-18,2953.39
2017-05-19,2967.4
2017-05-22,2975.79
2017-05-23,2959.45
2017-05-24,2969.06
2017-05-25,2970.51
2017-05-26,2962.94
2017-05-29,2954.81
2017-05-30,2944.1
2017-05-31,2952.54
2017-06-01,2961.1
2017-06-02,2960.63
2017-06-05,2955.01
2017-06-06,2952.01
2017-06-07,2949.56
2017-06-09,2951.89
2017-06-12,2949.32
2017-06-13,2942.79
2017-06-14,2952.23
2017-06-15,2963.26
2017-06-16,2973.98
2017-06-19,3012.74
2017-06-20,3022.41
2017-06-21,3034.04
2017-06-22,3026.6
2017-06-23,3026.87
2017-06-27,3021.41
2017-06-28,3018.66
2017-06-29,3021.11
2017-06-30,3041.23
2017-07-03,3034.91
2017-07-04,3035.39
2017-07-05,3028.2
2017-07-06,3045.29
2017-07-07,3055.79
2017-07-10,3065.2
2017-07-11,3060.62
2017-07-12,3059.73
2017-07-13,3056.25
2017-07-14,3068.34
2017-07-17,3056.97
2017-07-18,3054.23
2017-07-19,3036.18
2017-07-20,3031.3
2017-07-21,3024.51
2017-07-24,3022.07
2017-07-25,3021.46
2017-07-26,3024.51
2017-07-27,3024.42
2017-07-28,3023.15
2017-07-31,3010.15
2017-08-01,2995.61
2017-08-02,2986.91
2017-08-03,2980.54
2017-08-04,2978.7
2017-08-08,2959.06
2017-08-09,2950.85
2017-08-10,2955.52
2017-08-11,2944.8
2017-08-14,2941.67
2017-08-15,2920.48
2017-08-16,2909.82
2017-08-17,2905.61
2017-08-18,2918.38
2017-08-21,2911.24
2017-08-22,2899.81
2017-08-23,2894.34
2017-08-24,2894.01
2017-08-25,2906.18
2017-08-28,2907.54
2017-08-29,2901.38
2017-08-30,2897.51
2017-08-31,2897.75
2017-09-04,2895.4
2017-09-06,2884.28
2017-09-07,2885.19
2017-09-08,2891.4
2017-09-11,2889.76
2017-09-12,2892.09
2017-09-13,2889.97
2017-09-14,2893.94
2017-09-15,2903.27
2017-09-18,2906.72
2017-09-19,2915.08
2017-09-20,2926.34
2017-09-21,2925.73
2017-09-22,2914.71
2017-09-25,2907.82
2017-09-26,2911.25
2017-09-27,2911.19
2017-09-28,2917.57
2017-09-29,2919.7
2017-10-02,2934.53
2017-10-03,2945.1
2017-10-04,2950.94
2017-10-06,2961.04
2017-10-09,2955.05
2017-10-10,2958.61
2017-10-11,2974.9
2017-10-12,3003.0
2017-10-13,3007.87
2017-10-16,2991.38
2017-10-17,2980.55
2017-10-19,2973.02
2017-10-20,2980.84
2017-10-23,2987.47
2017-10-24,2996.54
2017-10-25,3007.47
2017-10-26,3015.95
2017-10-27,3006.73
2017-10-30,3004.1
2017-10-31,3008.75
2017-11-01,3011.86
2017-11-02,3010.62
2017-11-06,3002.1
2017-11-07,2998.99
2017-11-08,3000.48
2017-11-09,2986.31
2017-11-10,2979.73
2017-11-13,2961.06
2017-11-14,2936.68
2017-11-15,2923.46
2017-11-16,2933.43
2017-11-17,2949.15
2017-11-20,2944.75
2017-11-21,2943.45
2017-11-22,2946.09
2017-11-23,2942.84
2017-11-24,2923.5
2017-11-27,2925.08
2017-11-28,2919.65
2017-11-29,2919.78
2017-11-30,2922.66
2017-12-04,2919.96
2017-12-05,2913.02
2017-12-06,2908.63
2017-12-07,2909.56
2017-12-08,2906.03
2017-12-11,2898.07
2017-12-12,2899.41
2017-12-13,2896.43
2017-12-14,2894.42
2017-12-15,2892.17
2017-12-18,2889.71
2017-12-19,2880.04
2017-12-20,2878.22
2017-12-21,2879.21
2017-12-22,2879.3
2017-12-26,2890.65
2017-12-27,2894.64
2017-12-28,2897.04
2017-12-29,2899.29
2018-01-02,2918.42
2018-01-03,2942.19
2018-01-04,2940.44
2018-01-05,2973.11
2018-01-08,2984.87
2018-01-09,2984.58
2018-01-10,2973.52
2018-01-11,2970.46
2018-01-12,2960.11
2018-01-16,2948.43
2018-01-17,2944.64
2018-01-18,2931.28
2018-01-19,2946.55
2018-01-22,2936.44
2018-01-23,2934.91
2018-01-24,2945.3
2018-01-25,2948.62
2018-01-26,2952.2
2018-01-29,2951.25
2018-01-30,2961.47
2018-02-01,2971.54
2018-02-02,2983.46
2018-02-06,2979.84
2018-02-07,2977.5
2018-02-08,2995.4
2018-02-09,3008.85
2018-02-12,2995.44
2018-02-14,2990.53
2018-02-15,3000.13
2018-02-16,3004.93
2018-02-19,3005.82
2018-02-20,3014.62
2018-02-21,3024.2
2018-02-22,3011.74
2018-02-23,3013.5
2018-02-26,3044.44
2018-02-27,3049.9
2018-02-28,3046.35
2018-03-02,3048.79
2018-03-05,3046.83
2018-03-06,3037.91
2018-03-07,3024.15
2018-03-08,3044.8
2018-03-09,3058.78
2018-03-12,3057.16
2018-03-13,3060.48
2018-03-14,3043.97
2018-03-15,3035.34
2018-03-16,3039.29
2018-03-19,3031.9
2018-03-20,3017.37
2018-03-21,3009.66
2018-03-22,3012.24
2018-03-23,3007.64
2018-03-26,3009.96
2018-03-27,3010.07
2018-03-28,3013.98
2018-03-29,3032.71
2018-04-02,3020.12
2018-04-03,3024.07
2018-04-04,3016.76
2018-04-05,3030.65
2018-04-06,3021.58
2018-04-09,3010.55
2018-04-10,3014.64
2018-04-11,3019.95
2018-04-12,3035.28
2018-04-16,3041.14
2018-04-17,3063.52
2018-04-18,3058.89
2018-04-19,3048.03
2018-04-20,3053.82
2018-04-23,3046.44
2018-04-24,3042.5
2018-04-25,3050.4
2018-04-26,3044.9
2018-04-27,3049.25
2018-05-01,3050.6
2018-05-02,3043.45
2018-05-03,3045.9
2018-05-04,3037.9
2018-05-08,3028.01
2018-05-09,3028.15
2018-05-10,3025.1
2018-05-11,3025.98
2018-05-14,3010.15
2018-05-15,3015.45
2018-05-16,3028.13
2018-05-17,3023.33
2018-05-18,3032.14
2018-05-21,3020.01
2018-05-22,3022.89
2018-05-23,3019.73
2018-05-24,3022.88
2018-05-25,3020.81
2018-05-28,3014.69
2018-05-30,2999.54
2018-05-31,2989.02
2018-06-01,2989.24
2018-06-04,2986.38
2018-06-05,2993.19
2018-06-06,2988.71
2018-06-07,2971.76
2018-06-08,2967.7
2018-06-11,2966.62
2018-06-12,2964.72
2018-06-13,2959.81
2018-06-14,2956.65
2018-06-18,2947.03
2018-06-19,2926.98
2018-06-20,2904.64
2018-06-21,2909.85
2018-06-22,2909.41
2018-06-25,2905.67
2018-06-26,2890.68
2018-06-28,2887.62
2018-06-29,2893.76
2018-07-02,2862.79
2018-07-03,2840.72
2018-07-04,2823.41
2018-07-05,2857.9
2018-07-06,2853.62
2018-07-09,2838.96
2018-07-10,2838.98
2018-07-11,2846.12
2018-07-12,2858.96
2018-07-13,2867.97
2018-07-16,2864.48
2018-07-17,2886.77
2018-07-18,2884.87
2018-07-19,2895.33
2018-07-20,2899.15
2018-07-23,2896.11
2018-07-24,2895.62
2018-07-25,2885.72
2018-07-26,2881.74
2018-07-30,2870.02
2018-07-31,2878.59
2018-08-01,2870.19
2018-08-02,2873.48
2018-08-03,2877.01
2018-08-06,2876.43
2018-08-07,2864.71
2018-08-08,2866.14
2018-08-09,2882.4
2018-08-10,2875.91
2018-08-13,2870.57
2018-08-14,2863.16
2018-08-15,2850.86
2018-08-16,2849.38
2018-08-17,2834.86
2018-08-20,2831.64
2018-08-21,2829.83
2018-08-23,2837.04
2018-08-24,2835.6
2018-08-27,2831.6
2018-08-28,2815.71
2018-08-29,2831.85
2018-08-30,2846.85
2018-08-31,2848.52
2018-09-03,2853.76
2018-09-04,2870.89
2018-09-05,2867.28
2018-09-06,2863.54
2018-09-07,2866.15
2018-09-10,2856.15
2018-09-11,2855.54
2018-09-12,2844.74
2018-09-13,2846.16
2018-09-14,2832.34
2018-09-17,2831.04
2018-09-18,2804.14
2018-09-19,2805.8
2018-09-20,2781.13
2018-09-21,2773.0
2018-09-25,2739.51
2018-09-26,2764.84
2018-09-27,2756.21
2018-09-28,2752.86
2018-10-01,2731.9
2018-10-02,2727.3
2018-10-03,2730.16
2018-10-04,2740.38
2018-10-05,2763.0
2018-10-08,2774.41
2018-10-09,2761.41
2018-10-10,2757.48
2018-10-11,2741.73
2018-10-12,2730.72
2018-10-15,2711.63
2018-10-16,2721.8
2018-10-17,2712.75
2018-10-18,2713.51
2018-10-19,2705.39
2018-10-22,2707.7
2018-10-23,2709.82
2018-10-25,2706.28
2018-10-26,2736.04
2018-10-29,2788.68
2018-10-30,2798.14
2018-10-31,2793.05
2018-11-01,2868.42
2018-11-02,2858.14
2018-11-05,2844.01
2018-11-07,2808.88
2018-11-08,2782.31
2018-11-09,2804.85
2018-11-12,2805.93
2018-11-13,2811.85
2018-11-14,2790.18
2018-11-15,2799.56
2018-11-16,2793.97
2018-11-19,2790.43
2018-11-21,2791.51
2018-11-23,2782.03
2018-11-26,2788.17
2018-11-27,2801.46
2018-11-28,2806.04
2018-11-29,2811.45
2018-11-30,2823.95
2018-12-03,2826.7
2018-12-04,2820.35
2018-12-05,2813.58
2018-12-06,2830.14
2018-12-07,2847.35
2018-12-10,2835.28
2018-12-11,2827.19
2018-12-12,2831.42
2018-12-13,2843.12
2018-12-14,2844.22
2018-12-17,2846.61
2018-12-18,2837.15
2018-12-19,2838.78
2018-12-20,2822.55
2018-12-21,2817.53
2018-12-24,2826.66
2018-12-26,2824.08
2018-12-27,2823.41
2018-12-28,2822.02
2018-12-31,2839.45
2019-01-02,2844.06
2019-01-03,2842.31
2019-01-04,2846.62
2019-01-07,2825.67
2019-01-08,2811.29
2019-01-09,2806.52
2019-01-10,2807.39
2019-01-11,2799.52
2019-01-14,2805.97
2019-01-16,2802.37
2019-01-17,2809.77
2019-01-18,2809.28
2019-01-21,2795.39
2019-01-22,2788.68
2019-01-23,2792.15
2019-01-24,2796.27
2019-01-25,2804.7
2019-01-28,2791.72
2019-01-29,2802.77
2019-01-30,2800.05
2019-01-31,2799.4
2019-02-01,2795.73
2019-02-05,2795.59
2019-02-06,2784.26
2019-02-07,2785.37
2019-02-08,2787.41
2019-02-11,2785.76
2019-02-12,2771.57
2019-02-13,2771.7
2019-02-14,2772.87
2019-02-15,2762.05
2019-02-18,2756.46
2019-02-20,2748.44
2019-02-21,2729.22
2019-02-22,2728.6
2019-02-25,2723.24
2019-02-26,2721.38
2019-02-27,2710.96
2019-02-28,2718.58
2019-03-01,2689.61
2019-03-05,2697.21
2019-03-06,2688.34
2019-03-07,2688.7
2019-03-08,2674.63
2019-03-11,2655.03
2019-03-12,2639.36
2019-03-13,2620.74
2019-03-14,2632.82
2019-03-15,2625.08
2019-03-18,2625.26
2019-03-19,2614.36
2019-03-21,2604.84
2019-03-22,2590.23
2019-03-25,2585.37
2019-03-26,2577.9
2019-03-27,2577.0
2019-03-28,2597.81
2019-03-29,2605.9
2019-04-01,2610.84
2019-04-02,2615.99
2019-04-03,2625.09
2019-04-04,2651.38
2019-04-05,2637.54
2019-04-08,2625.22
2019-04-09,2621.73
2019-04-10,2621.7
2019-04-11,2618.19
2019-04-12,2622.51
2019-04-16,2625.57
2019-04-17,2630.98
2019-04-18,2632.39
2019-04-23,2536.71
2019-04-24,2542.05
2019-04-25,2546.43
2019-04-26,2553.09
2019-04-29,2556.03
2019-04-30,2572.51
2019-05-02,2563.29
2019-05-03,2554.13
2019-05-06,2529.48
2019-05-07,2527.73
2019-05-08,2523.24
2019-05-09,2513.48
2019-05-10,2501.97
2019-05-13,2492.3
2019-05-14,2446.31
2019-05-15,2435.14
2019-05-16,2471.63
2019-05-17,2475.35
2019-05-21,2490.21
2019-05-22,2493.97
2019-05-23,2498.71
2019-05-24,2493.67
2019-05-27,2491.97
2019-05-28,2492.91
2019-05-29,2506.34
2019-05-30,2508.67
2019-05-31,2502.27
2019-06-03,2497.31
2019-06-04,2486.85
2019-06-06,2486.63
2019-06-07,2496.69
2019-06-10,2508.41
2019-06-11,2514.18
2019-06-12,2534.65
2019-06-13,2538.66
2019-06-14,2536.95
2019-06-17,2537.52
2019-06-18,2533.12
2019-06-19,2536.33
2019-06-20,2526.95
2019-06-21,2522.78
2019-06-24,2518.56
2019-06-25,2512.9
2019-06-26,2515.76
2019-06-27,2510.63
2019-06-28,2523.38
2019-07-01,2525.0
2019-07-02,2535.9
2019-07-03,2545.47
2019-07-04,2591.29
2019-07-05,2594.51
2019-07-08,2589.24
2019-07-09,2593.85
2019-07-10,2597.35
2019-07-11,2615.9
2019-07-12,2624.86
2019-07-15,2633.07
2019-07-17,2660.54
2019-07-18,2684.12
2019-07-19,2693.25
2019-07-22,2667.62
2019-07-23,2678.79
2019-07-24,2708.25
2019-07-25,2731.19
2019-07-26,2768.06
2019-07-29,2825.71
2019-07-30,2805.24
2019-07-31,2797.91
2019-08-01,2779.96
2019-08-02,2778.75
2019-08-05,2776.38
2019-08-06,2756.24
2019-08-07,2776.39
2019-08-08,2771.01
2019-08-09,2801.57
2019-08-13,2804.49
2019-08-15,2789.34
2019-08-16,2782.8
2019-08-19,2770.79
2019-08-20,2791.27
2019-08-21,2789.04
2019-08-22,2787.76
2019-08-23,2784.67
2019-08-26,2776.65
2019-08-27,2789.5
2019-08-28,2790.43
2019-08-29,2785.5
2019-08-30,2780.49
2019-09-02,2775.03
2019-09-03,2777.45
2019-09-04,2767.12
2019-09-05,2761.69
2019-09-06,2737.3
2019-09-09,2745.77
2019-09-10,2748.58
2019-09-11,2748.22
2019-09-12,2750.44
2019-09-16,2751.67
2019-09-17,2743.61
2019-09-18,2741.93
2019-09-19,2743.6
2019-09-20,2735.5
2019-09-23,2727.28
2019-09-24,2711.72
2019-09-25,2720.63
2019-09-26,2725.52
2019-09-27,2725.01
2019-09-30,2709.22
2019-10-01,2707.05
2019-10-02,2642.67
2019-10-03,2633.2
2019-10-04,2638.95
2019-10-07,2647.77
2019-10-08,2661.67
2019-10-09,2694.46
2019-10-10,2696.71
2019-10-11,2706.09
2019-10-14,2722.52
2019-10-15,2708.89
2019-10-16,2707.1
2019-10-17,2717.98
2019-10-18,2719.56
2019-10-21,2719.79
2019-10-22,2727.4
2019-10-23,2731.08
2019-10-24,2744.04
2019-10-25,2752.85
2019-10-28,2757.86
2019-10-29,2766.29
2019-10-30,2766.36
2019-10-31,2781.67
2019-11-01,2801.1
2019-11-04,2790.93
2019-11-05,2787.64
2019-11-06,2770.36
2019-11-07,2758.99
2019-11-08,2769.48
2019-11-13,2785.66
2019-11-14,2781.31
2019-11-15,2801.9
2019-11-18,2851.46
2019-11-19,2857.6
2019-11-20,2855.66
2019-11-21,2855.54
2019-11-22,2846.67
2019-11-25,2830.14
2019-11-26,2835.31
2019-11-27,2846.48
2019-11-28,2884.75
2019-11-29,2889.79
2019-12-02,2891.31
2019-12-03,2891.2
2019-12-04,2887.21
2019-12-05,2866.03
2019-12-06,2860.77
2019-12-09,2839.4
2019-12-10,2819.2
2019-12-12,2837.56
2019-12-13,2832.91
2019-12-16,2817.71
2019-12-17,2820.2
2019-12-18,2818.69
2019-12-19,2812.26
2019-12-20,2812.01
2019-12-23,2806.0
2019-12-24,2815.91
2019-12-26,2831.53
2019-12-27,2848.25
2019-12-30,2863.77
2019-12-31,2851.31
2020-01-02,2841.7
2020-01-03,2842.97
2020-01-06,2823.74
2020-01-07,2803.35
2020-01-08,2744.15
2020-01-09,2785.41
2020-01-13,2782.24
2020-01-14,2776.63
2020-01-16,2763.78
2020-01-17,2760.02
2020-01-20,2748.1
2020-01-21,2751.88
2020-01-22,2764.48
2020-01-23,2784.53
2020-01-24,2787.69
2020-01-27,2763.32
2020-01-28,2740.12
2020-01-29,2764.09
2020-01-30,2760.1
2020-01-31,2761.11
2020-02-03,2762.3
2020-02-05,2767.44
2020-02-06,2770.33
2020-02-07,2767.65
2020-02-10,2763.57
2020-02-11,2747.41
2020-02-12,2737.8
2020-02-13,2727.96
2020-02-14,2714.88
2020-02-17,2707.92
2020-02-18,2715.71
2020-02-19,2723.55
2020-02-20,2715.49
2020-02-24,2700.02
2020-02-25,2669.11
2020-02-26,2628.45
2020-02-27,2633.99
2020-02-28,2599.15
2020-03-02,2609.09
2020-03-03,2611.71
2020-03-04,2573.14
2020-03-05,2549.35
2020-03-06,2483.75
2020-03-10,2380.91
2020-03-11,2419.31
2020-03-12,2333.33
2020-03-13,2269.37
2020-03-20,2128.3
2020-05-11,2044.8
2020-05-12,1977.58
2020-05-13,2033.1
2020-05-14,2045.4
2020-05-15,2066.5
2020-05-18,2144.7
2020-05-19,2188.5
2020-05-20,2176.4
2020-05-21,2237.03
2020-05-22,2244.08
2020-05-26,2234.88
2020-05-27,2244.13
2020-05-28,2284.88
2020-05-29,2265.99
2020-06-01,2241.98
2020-06-02,2239.74
2020-06-03,2235.92
2020-06-04,2235.26
2020-06-08,2263.7
2020-06-09,2297.13
2020-06-10,2299.08
2020-06-11,2298.95
2020-06-12,2297.82
2020-06-15,2293.19
2020-06-16,2295.4
2020-06-17,2315.33
2020-06-18,2324.08
2020-06-19,2330.36
2020-06-22,2356.55
2020-06-23,2373.62
2020-06-24,2387.1
2020-06-25,2402.8
2020-06-26,2411.11
2020-06-29,2406.63
2020-06-30,2404.67
2020-07-01,2404.13
2020-07-02,2385.75
2020-07-03,2358.6
2020-07-06,2370.27
2020-07-07,2373.02
2020-07-08,2367.29
2020-07-09,2377.05
2020-07-10,2331.38
2020-07-13,2278.68
2020-07-14,2310.13
2020-07-15,2295.93
2020-07-16,2313.13
2020-07-17,2329.46
2020-07-20,2352.97
2020-07-21,2350.92
2020-07-22,2343.28
2020-07-23,2353.13
2020-07-24,2383.78
2020-07-27,2402.52
2020-07-28,2399.98
2020-07-29,2397.42
2020-07-30,2394.65
2020-07-31,2411.67
2020-08-04,2431.69
2020-08-05,2422.0
2020-08-07,2436.24
2020-08-10,2424.13
2020-08-11,2445.62
2020-08-12,2456.99
2020-08-13,2464.07
2020-08-14,2476.49
2020-08-17,2471.6
2020-08-18,2484.92
2020-08-19,2518.39
2020-08-20,2522.74
2020-08-21,2533.14
2020-08-25,2330.91
2020-08-26,2318.94
2020-08-27,2317.92
2020-08-28,2312.51
2020-08-31,2316.19
2020-09-02,2329.51
2020-09-03,2325.54
2020-09-04,2308.41
2020-09-07,2308.08
2020-09-08,2310.42
2020-09-09,2334.03
2020-09-10,2346.71
2020-09-11,2363.82
2020-09-14,2386.28
2020-09-15,2405.01
2020-09-16,2427.48
2020-09-17,2459.32
2020-09-18,2486.27
2020-09-21,2504.54
2020-09-22,2512.46
2020-09-23,2508.94
2020-09-24,2525.94
2020-09-25,2546.73
2020-09-28,2620.26
2020-09-29,2599.62
2020-09-30,2595.84
2020-10-02,2624.18
2020-10-05,2423.36
2020-10-06,2400.56
2020-10-07,2417.23
2020-10-08,2491.81
2020-10-09,2524.09
2020-10-12,2542.55
2020-10-13,2525.97
2020-10-14,2563.92
2020-10-15,2576.91
2020-10-16,2588.14
2020-10-19,2588.27
2020-10-20,2583.11
2020-10-21,2474.47
2020-10-22,2512.44
2020-10-23,2511.16
2020-10-26,2467.8
2020-10-27,2474.09
2020-10-28,2439.22
2020-10-29,2494.26
2020-11-02,2489.6
2020-11-03,2546.12
2020-11-04,2573.41
2020-11-05,2616.2
2020-11-06,2649.31
2020-11-09,2664.3
2020-11-10,2658.27
2020-11-11,2659.16
2020-11-12,2656.14
2020-11-13,2652.42
2020-11-16,2650.02
2020-11-17,2663.97
2020-11-18,2663.67
2020-11-19,2643.02
2020-11-20,2653.54
2020-11-23,2647.9
2020-11-24,2654.7
2020-11-25,2678.31
2020-11-26,2682.1
2020-11-27,2700.63
2020-11-30,2728.11
2020-12-01,2760.84
2020-12-02,2773.25
2020-12-03,2779.43
2020-12-04,2795.85
2020-12-07,2829.15
2020-12-08,2868.59
2020-12-09,2886.54
2020-12-10,2888.42
2020-12-11,2890.68
2020-12-14,2909.07
2020-12-15,2898.25
2020-12-16,2908.65
2020-12-17,2894.87
2020-12-18,2891.73
2020-12-21,2894.25
2020-12-22,2899.58
2020-12-23,2897.01
2020-12-24,2921.75
2020-12-28,2930.32
2020-12-30,2949.17
2020-12-31,2960.65
2021-01-04,3013.43
2021-01-05,3050.09
2021-01-06,3076.02
2021-01-07,3102.72
2021-01-08,3112.2
2021-01-11,3148.97
2021-01-12,3183.33
2021-01-13,3253.7
2021-01-15,3381.08
2021-01-18,3463.3
2021-01-19,3413.6
2021-01-20,3446.6
2021-01-21,3554.49
2021-01-22,3699.69
2021-01-25,3800.64
2021-01-26,3788.17
2021-01-27,3852.07
2021-01-29,3789.15
2021-02-01,3745.0
2021-02-02,3499.56
2021-02-03,3604.12
2021-02-05,3617.62
2021-02-08,3546.75
2021-02-09,3481.43
2021-02-10,3380.3
2021-02-11,3321.98
2021-02-12,3491.27
2021-02-15,3457.29
2021-02-16,3314.6
2021-02-17,3317.85
2021-02-18,3382.57
2021-02-19,3410.31
2021-02-22,3322.65
2021-02-23,3205.08
2021-02-24,3223.74
2021-02-25,3269.43
2021-03-01,3252.72
2021-03-02,3211.28
2021-03-03,3145.57
2021-03-04,3062.03
2021-03-05,3084.97
2021-03-08,3200.39
2021-03-09,3190.97
2021-03-10,3154.15
2021-03-12,3169.37
2021-03-15,3131.3
2021-03-16,3113.5
2021-03-17,3080.64
2021-03-18,3027.75
2021-03-19,2994.36
2021-03-22,3043.45
2021-03-23,3048.96
2021-03-24,3117.25
2021-03-25,3101.22
2021-03-26,3100.45
2021-03-29,3113.69
2021-03-30,3108.57
2021-03-31,3111.26
2021-04-01,3142.71
2021-04-05,3153.44
2021-04-06,3180.74
2021-04-07,3193.84
2021-04-08,3238.49
2021-04-09,3258.6
2021-04-12,3310.42
2021-04-15,3348.13
2021-04-16,3328.94
2021-04-19,3308.33
2021-04-20,3221.52
2021-04-21,3255.82
2021-04-22,3230.91
2021-04-23,3188.91
2021-04-27,3115.74
2021-04-28,3192.12
2021-04-29,3182.55
2021-04-30,3178.8
2021-05-03,3182.06
2021-05-04,3136.48
2021-05-05,3151.7
2021-05-06,3170.28
2021-05-07,3194.06
2021-05-10,3149.64
2021-05-11,3151.88
2021-05-12,3160.0
2021-05-13,3189.32
2021-05-17,3243.11
2021-05-18,3245.55
2021-05-19,3239.32
2021-05-20,3218.38
2021-05-21,3186.23
2021-05-24,3191.91
2021-05-25,3211.61
2021-05-28,3237.37
2021-05-31,3268.27
2021-06-01,3289.37
2021-06-02,3283.19
2021-06-03,3318.35
2021-06-04,3340.95
2021-06-07,3351.78
2021-06-08,3339.52
2021-06-09,3349.29
2021-06-10,3365.63
2021-06-11,3369.68
2021-06-14,3357.26
2021-06-15,3367.56
2021-06-16,3383.35
2021-06-17,3391.49
2021-06-18,3416.49
2021-06-21,3421.48
2021-06-22,3428.6
2021-06-23,3427.9
2021-06-25,3457.57
2021-06-28,3487.98
2021-06-29,3478.6
2021-06-30,3470.24
2021-07-01,3421.91
2021-07-02,3429.86
2021-07-05,3450.95
2021-07-06,3450.07
2021-07-07,3457.67
2021-07-08,3458.66
2021-07-09,3476.63
2021-07-12,3482.56
2021-07-13,3503.36
2021-07-14,3514.82
2021-07-15,3538.43
2021-07-16,3529.79
2021-07-19,3554.42
2021-07-20,3575.5
2021-07-22,3605.82
2021-07-26,3599.6
2021-07-27,3586.42
2021-07-28,3588.19
2021-07-29,3607.6
2021-07-30,3598.61
2021-08-02,3610.81
2021-08-03,3643.84
2021-08-04,3638.42
2021-08-05,3550.51
2021-08-06,3589.15
2021-08-09,3590.15
2021-08-10,3576.63
2021-08-11,3587.57
2021-08-12,3550.35
2021-08-13,3557.08
2021-08-16,3530.94
2021-08-17,3618.68
2021-08-18,3711.36
2021-08-19,3676.75
2021-08-20,3667.84
2021-08-23,3774.49
2021-08-24,3858.31
2021-08-25,3901.53
2021-08-26,3974.63
2021-08-27,3979.0
2021-08-30,3963.49
2021-08-31,4009.46
2021-09-01,4083.22
2021-09-02,4160.25
2021-09-03,4151.63
2021-09-06,4112.03
2021-09-07,4051.81
2021-09-08,3905.42
2021-09-09,4004.43
2021-09-10,3950.47
2021-09-13,3804.12
2021-09-14,3873.51
2021-09-15,3979.83
2021-09-16,3942.77
2021-09-17,3922.23
2021-09-21,3908.17
2021-09-22,3916.04
2021-09-23,3934.89
2021-09-24,3983.8
2021-09-27,4130.83
2021-09-28,4161.86
2021-09-29,4203.97
2021-09-30,4215.63
2021-10-01,4207.68
2021-10-04,4252.26
2021-10-05,4248.39
2021-10-06,4289.75
2021-10-07,4309.6
2021-10-08,4313.12
2021-10-11,4299.91
2021-10-12,4295.95
2021-10-13,4232.28
2021-10-14,4287.61
2021-10-15,4288.57
2021-10-18,4326.59
2021-10-21,4403.4
2021-10-22,4418.43
2021-10-25,4477.06
