date,horizon,ARIMA,BVAR,BoPIdentity,LSTM,LocalLevelSV,MS-VAR,MS-VECM,Naive,VECM,XGB-Quantile,XGBoost,varset,split_label,train_end,valid_end
2021-11-01,1,3.8799267253399824e-07,3.5699381861315376e-07,0.007689000043170741,3.824906442879061e-12,1.3211332220938505e-07,0.05915213321463213,0.7079589330367759,4.789771795658207e-06,3.6429402198095924e-08,0.21642695570965279,0.00876727469093239,parsimonious,baseline,2019-12-01,2022-12-01
2021-12-01,1,2.53824705888696e-10,4.4785793399849763e-10,0.00014181554719916908,1.3115195292850015e-12,1.6503681346545946e-10,0.14605777157433913,0.8330846441663127,1.0578636662794506e-08,3.2783616918884746e-11,0.020567321629933327,0.00014843560276431436,parsimonious,baseline,2019-12-01,2022-12-01
2022-01-01,1,6.854948191880987e-10,1.2912868566901266e-09,0.0010436727237725318,1.6865684091240098e-11,4.2596186639423575e-10,0.019301196222704493,0.5378382468140135,3.6234302691415355e-08,7.470964447008566e-11,0.4395804780304397,0.002236367480448285,parsimonious,baseline,2019-12-01,2022-12-01
2022-02-01,1,1.4770259356214134e-11,3.7521191834820064e-11,0.00040354930811355285,1.312377506275252e-12,1.2113070827128436e-11,0.005861729381372211,0.8512622291627934,1.461967931502088e-09,1.7430881874773696e-12,0.14222995708427905,0.00024253353401408937,parsimonious,baseline,2019-12-01,2022-12-01
2022-03-01,1,1.0076488083907861e-11,3.009233289315641e-11,0.0002002653430095143,1.3127538025504553e-12,9.693824085169285e-12,0.0053706755555937465,0.8651710449750937,1.1644580073869294e-09,1.3127538025504553e-12,0.1290449044956165,0.00021310841374049612,parsimonious,baseline,2019-12-01,2022-12-01
2022-04-01,1,5.4435130848735774e-12,2.562226024875804e-11,0.0001655908541336983,1.3882582539196981e-12,8.35767670616814e-12,0.005343803154273084,0.959071641207685,1.0380525361874827e-09,1.3158051512227396e-12,0.035263475309560526,0.0001554883941677206,parsimonious,baseline,2019-12-01,2022-12-01
2022-05-01,1,6.616356651701072e-12,7.5281062947545e-11,0.0005310761995431698,2.3885731777300656e-12,2.510506118794318e-11,0.00031190339165750806,0.972001540518355,3.2573679383677628e-09,2.9818707840919987e-12,0.02690205220130582,0.00025342431939763245,parsimonious,baseline,2019-12-01,2022-12-01
2022-06-01,1,1.3174336190907993e-12,8.316950100143947e-11,0.0005962221290147745,1.3174336190907993e-12,2.8395790083088754e-11,0.00020029274597543501,0.9891896908879432,3.815458246374063e-09,2.609906434686665e-12,0.00986064171749013,0.00015314858730807807,parsimonious,baseline,2019-12-01,2022-12-01
2022-07-01,1,1.3179693004968446e-12,6.102929176862311e-11,0.00046730118603450523,1.3179693004968446e-12,2.1376556416569533e-11,0.00016993470956017378,0.9970446175256513,2.976221350168888e-09,1.513680804151848e-12,0.002228976148966536,8.916736701059772e-05,parsimonious,baseline,2019-12-01,2022-12-01
2022-08-01,1,1.318150006235849e-12,4.338537688289701e-11,0.0003505751256677086,1.318150006235849e-12,1.5103577079810313e-11,0.00014695407659753103,0.9990828145850064,2.181779521500165e-09,1.318150006235849e-12,0.00037993467652459954,3.9719291980968534e-05,parsimonious,baseline,2019-12-01,2022-12-01
2022-09-01,1,1.3181967506595155e-12,2.778498814805065e-11,0.00025812919713312754,1.3181967506595155e-12,9.93443827699299e-12,0.00012747987377781234,0.9995150279766041,1.5032681866992999e-09,1.3181967506595155e-12,7.296004482129048e-05,2.6401362721531857e-05,parsimonious,baseline,2019-12-01,2022-12-01
2022-10-01,1,1.3182191520536725e-12,1.820550015973151e-11,0.00017895344985452064,1.3182191520536725e-12,6.6812720586073674e-12,0.00010544778726593747,0.999701981460617,1.0534991160993212e-09,1.3182191520536725e-12,5.03807249610949e-06,8.57814742617476e-06,parsimonious,baseline,2019-12-01,2022-12-01
2022-11-01,1,1.3182295898592993e-12,1.134120286992197e-11,0.00011776811728169899,1.3182295898592993e-12,4.22915466717819e-12,9.019109841680512e-05,0.9997896847480929,6.996788191118659e-10,1.3182295898592993e-12,2.1707388024032852e-07,2.138243124366195e-06,parsimonious,baseline,2019-12-01,2022-12-01
2022-12-01,1,1.3182372211488232e-12,7.206134075184657e-12,7.527310675147685e-05,1.3182372211488232e-12,2.6899219002480934e-12,7.082963163434693e-05,0.9998533594933222,4.6115771137253347e-10,1.3182372211488232e-12,1.531031338981902e-08,5.219829701529947e-07,parsimonious,baseline,2019-12-01,2022-12-01
2023-01-01,1,1.3182421096263488e-12,4.8352846408180826e-12,5.169451541641106e-05,1.3182421096263488e-12,1.8023524880117513e-12,5.502869743229637e-05,0.9998930437568508,3.1776976714360244e-10,1.3182421096263488e-12,3.034008629892178e-09,2.296679294633845e-07,parsimonious,baseline,2019-12-01,2022-12-01
2023-02-01,1,1.3182452327055992e-12,3.89744805721854e-12,3.758236698359744e-05,1.3182452327055992e-12,1.4451521274247838e-12,4.458739558420394e-05,0.9999177070738,2.5627208997684534e-10,1.3182452327055992e-12,9.388161621812183e-10,1.2195924641457613e-07,parsimonious,baseline,2019-12-01,2022-12-01
2023-03-01,1,1.318247561244484e-12,3.692267045380023e-12,2.542899359769995e-05,1.318247561244484e-12,1.3488677601989437e-12,3.8783038049486445e-05,0.9999356334669747,2.3753552847350335e-10,1.3269797597017105e-12,1.2763910339610882e-09,1.5297844713374342e-07,parsimonious,baseline,2019-12-01,2022-12-01
2023-04-01,1,1.3182498734967762e-12,2.483596939864764e-12,1.5188541085970415e-05,1.3182498734967762e-12,1.3182498734967762e-12,3.183168558540204e-05,0.9999528948533225,1.6343491133283437e-10,1.3182498734967762e-12,1.2364285393448568e-09,8.3512386116198e-08,parsimonious,baseline,2019-12-01,2022-12-01
2023-05-01,1,1.3182507370288798e-12,1.984618231121258e-12,7.277282400255474e-06,1.3182507370288798e-12,1.3182507370288798e-12,3.3921471303084846e-05,0.9999587176481086,1.3390146118859913e-10,1.3182507370288798e-12,9.519028672842614e-10,8.250512601092997e-08,parsimonious,baseline,2019-12-01,2022-12-01
2023-06-01,1,1.6678584283421257e-12,2.265814844992375e-12,2.246908726509517e-06,1.5879895923717886e-12,1.5627072002225836e-12,6.195770962158255e-05,0.9999357673606092,1.5515626040063567e-10,1.4374818407279551e-12,4.488052609389959e-10,2.740855940530368e-08,parsimonious,baseline,2019-12-01,2022-12-01
2023-07-01,1,1.3182494247701313e-12,1.3182494247701313e-12,2.0482481833030972e-07,1.3182494247701313e-12,1.3182494247701313e-12,5.319311488466389e-05,0.9999465929096322,3.58910150553667e-11,1.3182494247701313e-12,1.0157775984046705e-10,9.006604763745892e-09,parsimonious,baseline,2019-12-01,2022-12-01
2023-08-01,1,1.3182506174773506e-12,1.3182506174773506e-12,2.7146593901309708e-08,1.3182506174773506e-12,1.3182506174773506e-12,4.40031781870256e-05,0.9999559649465374,9.141695308770685e-12,1.3182506174773506e-12,5.860904276439209e-11,4.654339668820536e-09,parsimonious,baseline,2019-12-01,2022-12-01
2023-09-01,1,1.3182518390402642e-12,1.3182518390402642e-12,4.308841043503363e-09,1.3182518390402642e-12,1.3182518390402642e-12,3.4534209312118905e-05,0.9999654587634963,2.4855861329790725e-12,1.3182518390402642e-12,3.931497718409127e-11,2.669958668609857e-09,parsimonious,baseline,2019-12-01,2022-12-01
2023-10-01,1,1.3182529005669635e-12,1.3182529005669635e-12,8.387035640740234e-10,1.3182529005669635e-12,1.3182529005669635e-12,2.646814268963428e-05,0.9999735294945833,1.3182529005669635e-12,1.3182529005669635e-12,2.1443760928691136e-11,1.4946702770645386e-09,parsimonious,baseline,2019-12-01,2022-12-01
2023-11-01,1,1.3182532002269246e-12,1.3182532002269246e-12,1.5733420997195165e-10,1.3182532002269246e-12,1.3182532002269246e-12,2.422864893997325e-05,0.9999757703744779,1.3182532002269246e-12,1.3182532002269246e-12,1.1365288408927366e-11,7.999731229274798e-10,parsimonious,baseline,2019-12-01,2022-12-01
2023-12-01,1,1.3182532580629255e-12,1.3182532580629255e-12,2.078952945812685e-11,1.3182532580629255e-12,1.3182532580629255e-12,2.3798843830278027e-05,0.9999762006217713,1.3182532580629255e-12,1.3182532580629255e-12,6.782369101637557e-12,4.98916884209962e-10,parsimonious,baseline,2019-12-01,2022-12-01
2024-01-01,1,1.3182527379636563e-12,1.3182527379636563e-12,1.3182527379636563e-12,1.3182527379636563e-12,1.3182527379636563e-12,2.769628053314738e-05,0.9999723035539594,1.3182527379636563e-12,1.3182527379636563e-12,2.2386609956941584e-12,1.5404101424352168e-10,parsimonious,baseline,2019-12-01,2022-12-01
2024-02-01,1,1.31825035291674e-12,1.31825035291674e-12,1.31825035291674e-12,1.31825035291674e-12,1.31825035291674e-12,4.614730104941022e-05,0.9999538525588395,1.31825035291674e-12,1.31825035291674e-12,2.1001956845134363e-12,1.2878311115548466e-10,parsimonious,baseline,2019-12-01,2022-12-01
2024-03-01,1,1.3182513728622807e-12,1.3182513728622807e-12,1.3182513728622807e-12,1.3182513728622807e-12,1.3182513728622807e-12,3.815190329602727e-05,0.9999618480209392,1.3182513728622807e-12,1.3182513728622807e-12,1.3182513728622807e-12,6.521863562130271e-11,parsimonious,baseline,2019-12-01,2022-12-01
2024-04-01,1,1.3182516088971152e-12,1.3182516088971152e-12,1.3182516088971152e-12,1.3182516088971152e-12,1.3182516088971152e-12,3.632277510267355e-05,0.9999636771851256,1.3182516088971152e-12,1.3182516088971152e-12,1.3182516088971152e-12,2.9225597347366915e-11,parsimonious,baseline,2019-12-01,2022-12-01
2024-05-01,1,6.589981276448249e-12,5.959149715830242e-12,4.026531263598502e-12,1.318231154463072e-12,5.542644455117825e-12,0.0002132158900236469,0.9997867838818313,5.932763642969875e-12,5.9874608937898944e-12,7.899882340197512e-12,1.848883121045224e-10,parsimonious,baseline,2019-12-01,2022-12-01
2024-06-01,1,3.587352031879015e-12,2.802178076862677e-12,1.3182156951326152e-12,1.3182156951326152e-12,2.5178946884907808e-12,0.00036133383985168465,0.9996386659856951,2.8937349919245734e-12,2.907860661753744e-12,5.742697682577057e-12,1.5136497019245571e-10,parsimonious,baseline,2019-12-01,2022-12-01
2024-07-01,1,1.3182049464778583e-12,1.3182049464778583e-12,1.3182049464778583e-12,1.3182049464778583e-12,1.3182049464778583e-12,0.00046909886892744913,0.999530901049814,1.3182049464778583e-12,1.3182049464778583e-12,2.297172511545625e-12,6.973410786670953e-11,parsimonious,baseline,2019-12-01,2022-12-01
2024-08-01,1,1.3181882642445407e-12,1.3181882642445407e-12,1.3181882642445407e-12,1.3181882642445407e-12,1.3181882642445407e-12,0.0006425830144014209,0.9993574169406919,1.3181882642445407e-12,1.3181882642445407e-12,1.3181882642445407e-12,3.4361175180015334e-11,parsimonious,baseline,2019-12-01,2022-12-01
2024-09-01,1,2.5556276782829986e-12,1.9100057945217624e-12,1.3180166063494648e-12,1.3180166063494648e-12,1.7889802460784814e-12,0.002703115074497092,0.9972968847521789,1.821285437731076e-12,2.508928476576915e-12,5.272805797268319e-12,1.5483046530139031e-10,parsimonious,baseline,2019-12-01,2022-12-01
2024-10-01,1,1.3180034921952993e-12,1.3180034921952993e-12,1.3180034921952993e-12,1.3180034921952993e-12,1.3180034921952993e-12,0.0028756567348441945,0.9971243431914073,1.3180034921952993e-12,1.3180034921952993e-12,2.0985733481216933e-12,6.242388541339995e-11,parsimonious,baseline,2019-12-01,2022-12-01
2024-11-01,1,5.367049973272608e-12,3.147265082332034e-12,1.31710617317803e-12,1.3959326930490612e-12,2.6416867020860307e-12,0.017641705213867882,0.9823582936050879,2.4661851009276455e-12,5.559358727681508e-12,4.408396262630593e-11,1.1150657669923505e-09,parsimonious,baseline,2019-12-01,2022-12-01
2024-12-01,1,1.3170567882856758e-12,1.3170567882856758e-12,1.3170567882856758e-12,1.3170567882856758e-12,1.3170567882856758e-12,0.01858959215815007,0.9814104072309761,1.3170567882856758e-12,1.3170567882856758e-12,2.160472598320523e-11,5.800498066700676e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-01-01,1,1.317538987666336e-12,1.317538987666336e-12,1.317538987666336e-12,1.317538987666336e-12,1.317538987666336e-12,0.009889976787647891,0.9901100224775506,1.317538987666336e-12,1.317538987666336e-12,2.4439587958389674e-11,7.011392035001783e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-02-01,1,1.317376979869577e-12,1.317376979869577e-12,1.317376979869577e-12,1.317376979869577e-12,1.317376979869577e-12,0.012670461648005773,0.987329537721602,1.317376979869577e-12,1.317376979869577e-12,2.090403080825763e-11,6.002664897667016e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-03-01,1,1.3173904015251114e-12,1.3173904015251114e-12,1.3173904015251114e-12,1.3173904015251114e-12,1.3173904015251114e-12,0.012434399890567016,0.9875655996032459,1.3173904015251114e-12,1.3173904015251114e-12,1.4945512443569792e-11,4.820198601909025e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-04-01,1,1.3172654519529245e-12,1.3172654519529245e-12,1.3172654519529245e-12,1.3172654519529245e-12,1.3172654519529245e-12,0.01467042662838043,0.9853295729618019,1.3172654519529245e-12,1.3172654519529245e-12,8.656383820781309e-12,3.9194052958310017e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-05-01,1,1.3172943858883919e-12,1.3172943858883919e-12,1.3172943858883919e-12,1.3172943858883919e-12,1.3172943858883919e-12,0.01414506703731022,0.9858549326718132,1.3172943858883919e-12,1.3172943858883919e-12,7.524973380686921e-12,2.7413046974978545e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-06-01,1,1.3172628026342548e-12,1.3172628026342548e-12,1.3172628026342548e-12,1.3172628026342548e-12,1.3172628026342548e-12,0.01471875647728686,0.9852812432948148,1.3172628026342548e-12,1.3172628026342548e-12,6.3851846126767964e-12,2.1229228911305043e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-07-01,1,1.7552867280358437e-12,1.5608112632986528e-12,1.3174001361013358e-12,1.6852894033074983e-12,1.5698966166372267e-12,0.012263819254680244,0.9877361803785174,1.6238636068294675e-12,1.5536642413229496e-12,1.1743304544399718e-11,3.4399298748276294e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-08-01,1,1.3173528896003835e-12,1.3173528896003835e-12,1.3173528896003835e-12,1.3173528896003835e-12,1.3173528896003835e-12,0.01309668466522347,0.9869033150297807,1.3173528896003835e-12,1.3173528896003835e-12,7.608282768764593e-12,2.881661563238214e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-09-01,1,1.3172812360786488e-12,1.3172812360786488e-12,1.3172812360786488e-12,1.3172812360786488e-12,1.3172812360786488e-12,0.014383272828799268,0.985616726934181,1.3172812360786488e-12,1.3172812360786488e-12,5.633488961288865e-12,2.2216531375216657e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-10-01,1,1.3172303858376386e-12,1.3172303858376386e-12,1.3172303858376386e-12,1.3172303858376386e-12,1.3172303858376386e-12,0.015313137092200417,0.9846868627277136,1.3172303858376386e-12,1.3172303858376386e-12,3.9574163057222115e-12,1.6690794150027552e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-11-01,1,1.3171344703109349e-12,1.3171344703109349e-12,1.3171344703109349e-12,1.3171344703109349e-12,1.3171344703109349e-12,0.01710419561432737,0.9828958042060042,1.3171344703109349e-12,1.3171344703109349e-12,4.1245931408870406e-12,1.6632388951969748e-10,parsimonious,baseline,2019-12-01,2022-12-01
2025-12-01,1,1.31705099647517e-12,1.31705099647517e-12,1.31705099647517e-12,1.31705099647517e-12,1.31705099647517e-12,0.018701572271102467,0.98129842753081,1.31705099647517e-12,1.31705099647517e-12,5.002875485870066e-12,1.8386522762176765e-10,parsimonious,baseline,2019-12-01,2022-12-01
2026-01-01,1,3.0713467681931735e-12,3.0471214569537226e-12,1.3171495470440219e-12,2.692323053875635e-12,3.043241429862626e-12,0.016819491587288758,0.9831805083578967,2.9666316567355467e-12,2.9471760343103634e-12,2.038721157274888e-12,3.369078949697253e-11,parsimonious,baseline,2019-12-01,2022-12-01
2020-04-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-05-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-06-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-07-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-08-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-09-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-10-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-11-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2020-12-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-01-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-02-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-03-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-04-01,3,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,parsimonious,baseline,2019-12-01,2022-12-01
2021-05-01,3,0.09181348882433138,0.10887547307982133,0.04479600072431655,0.025314242574195255,0.10292371136863815,0.14825188772760212,0.12264975852541331,0.11225382336572172,0.10129834926758649,0.08766261944363578,0.05416064509873797,parsimonious,baseline,2019-12-01,2022-12-01
2021-06-01,3,0.06905637025671846,0.08789766094150628,0.03528340779033182,0.0027063545424153017,0.07842956783759934,0.22241177798156975,0.1856210228603685,0.10084040212090961,0.07505191219791012,0.09500178146876806,0.0476997420019029,parsimonious,baseline,2019-12-01,2022-12-01
2021-07-01,3,0.05456002978600269,0.06487538732193887,0.01280656156466359,0.0004583731812890615,0.05587030900834089,0.22533543842766718,0.30263002811643863,0.0848136646237484,0.051947559472961924,0.12783295653531698,0.018869691961631796,parsimonious,baseline,2019-12-01,2022-12-01
2021-08-01,3,0.049841974956010934,0.050029400390480684,0.07136553386516856,3.006701447214352e-06,0.03392721915843597,0.22815499617500412,0.3427942070608753,0.0859118550893759,0.031002775202980247,0.10667190445290234,0.0002971269473187895,parsimonious,baseline,2019-12-01,2022-12-01
2021-09-01,3,0.024149256126677295,0.02320377523512984,0.057481655589453305,2.5495115913481854e-07,0.01341872366379241,0.29387788059556114,0.4060394119460918,0.045911419697676245,0.011830877608582823,0.12369330444047681,0.0003934401453991445,parsimonious,baseline,2019-12-01,2022-12-01
2021-10-01,3,0.006056639665098459,0.004045565540637382,0.1440057044144088,4.007192242913229e-09,0.002070135812653059,0.3423202121206949,0.29793479853151966,0.012315625902407978,0.0017570920028856776,0.18902239629342704,0.00047182570907487313,parsimonious,baseline,2019-12-01,2022-12-01
2021-11-01,3,0.00017680391317976543,9.323180865196303e-05,0.12978876347586407,9.359435464172423e-11,3.969058546853104e-05,0.5076544906291335,0.22253365578896783,0.0004495322157854664,3.1585345398119634e-05,0.13921262979892,1.961634503631624e-05,parsimonious,baseline,2019-12-01,2022-12-01
2021-12-01,3,6.03583306435869e-06,1.3945767319883607e-06,0.27431702858620716,1.3035539240926872e-12,4.0668620443301515e-07,0.5043455383426295,0.19055506748838985,9.368306376999485e-06,2.8514530968324204e-07,0.03076485106913104,2.3964651450874372e-08,parsimonious,baseline,2019-12-01,2022-12-01
2022-01-01,3,1.1722655980624826e-06,2.7793182889008346e-07,0.20298618447800038,1.3035437317794314e-12,7.226056090169544e-08,0.513288474743935,0.251403525256793,2.253527612028486e-06,4.7295197570421574e-08,0.032317990354499365,1.8846714685010685e-09,parsimonious,baseline,2019-12-01,2022-12-01
2022-02-01,3,4.175421914152456e-08,9.966132548339744e-09,0.11881142837702804,1.3048856096234128e-12,2.2519554098524853e-09,0.5058359129314596,0.36262691683451,1.087407283168732e-07,1.3031939511705958e-09,0.012725577821561885,1.7906125888239898e-11,parsimonious,baseline,2019-12-01,2022-12-01
2022-03-01,3,1.8027744886606096e-09,4.4224757974091434e-10,0.10564326242794052,1.305499039561327e-12,8.894534671357907e-11,0.3647457892402494,0.5237575927701916,6.537449141252513e-09,4.4718092917289376e-11,0.005853346642872742,1.305499039561327e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-04-01,3,2.986025505471565e-11,8.347391938382026e-12,0.17377999065862312,1.3086076045969598e-12,1.6555902553960715e-12,0.08382995984813262,0.741826436858113,1.8886476400758612e-10,1.3086076045969598e-12,0.0005636124024773146,1.3086076045969598e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-05-01,3,1.9796344422033218e-11,9.740000775930211e-12,0.03406421484606585,1.4922620449427946e-12,1.8554830730990495e-12,0.09740946393894619,0.8681443399975429,2.1853506571065252e-10,1.3121539112582446e-12,0.00038198096311250465,1.6013002185839037e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-06-01,3,1.093210238163364e-11,9.082961017306964e-12,0.006583080498952365,1.4379967699499865e-12,1.6575301567220002e-12,0.08029131684422702,0.9129351926755954,1.9993124566396194e-10,1.3140794850376864e-12,0.00019040975534811565,1.52115177509941e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-07-01,3,1.2373020472935313e-11,2.3412425608070376e-11,0.004504111632056688,1.594562519615247e-12,4.166667551091971e-12,0.0006792724626586223,0.9945673360228983,5.140077452439104e-10,2.645818856657135e-12,0.00024927932000520965,4.181065489644355e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-08-01,3,1.4467256735509433e-12,2.4190553315352096e-11,0.0015782916835471077,1.3180565731998526e-12,4.2574962047678244e-12,0.00030590041516690575,0.9980058618667095,5.370784299138255e-10,2.154493036811665e-12,0.00010994546060504089,3.5258751016795275e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-09-01,3,1.3181211748030073e-12,1.9476175586017432e-11,0.001034125616943295,1.3181211748030073e-12,3.3888637431859974e-12,0.00021743252170913852,0.9987102488409023,4.406549105836385e-10,1.3181211748030073e-12,3.81925502321124e-05,2.738770991527379e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-10-01,3,1.3181638399681253e-12,1.7008758329076383e-11,0.0006694847941411086,1.3181638399681253e-12,2.8790457368337253e-12,0.00016417475879888148,0.9991555606304147,3.839708299157022e-10,1.3181638399681253e-12,1.0779406842553375e-05,1.989683536795317e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-11-01,3,1.31819047721911e-12,1.3983689314019351e-11,0.0004522362538908218,1.31819047721911e-12,2.325396194905941e-12,0.00012499477411141735,0.9994209196661161,3.1975254331968476e-10,1.31819047721911e-12,1.8489645472943067e-06,1.31819047721911e-12,parsimonious,baseline,2019-12-01,2022-12-01
2022-12-01,3,1.318207539781449e-12,1.1397989363333279e-11,0.000324556140868799,1.318207539781449e-12,1.8965737322367705e-12,9.100963589102702e-05,0.9995841544582447,2.650601052343115e-10,1.318207539781449e-12,2.7948136803170614e-07,1.318207539781449e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-01-01,3,1.3182214240046229e-12,8.881026649718554e-12,0.0002227418617874535,1.3182214240046229e-12,1.4886579005892663e-12,6.472505478534456e-05,0.9997124838509489,2.0922335884316034e-10,1.3182214240046229e-12,4.9007612489107634e-08,1.3182214240046229e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-02-01,3,1.3182323078964802e-12,7.633165082412753e-12,0.00014907405416510536,1.3182323078964802e-12,1.3182323078964802e-12,4.228364907912223e-05,0.999808626887627,1.7662548230988427e-10,1.3182323078964802e-12,1.5218278990352583e-08,1.3182323078964802e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-03-01,3,1.3182446058369569e-12,6.58419985651871e-12,5.943783856819398e-05,1.3182446058369569e-12,1.3182446058369569e-12,2.833676491801699e-05,0.9999122159642984,1.5125481853313238e-10,1.3182446058369569e-12,9.267785185920989e-09,1.3182446058369569e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-04-01,3,1.3182484808205274e-12,9.248350847287767e-12,3.085392326974593e-05,1.3182484808205274e-12,1.9200132023255935e-12,2.645618981927214e-05,0.9999426685705947,2.0819876588297386e-10,2.1392046850312567e-12,2.1090182040801624e-08,1.991501985508513e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-05-01,3,1.318250942773065e-12,1.4545313891563335e-11,6.822712932175186e-06,1.318250942773065e-12,3.0281356811526635e-12,3.297230370564064e-05,0.9999601905200508,3.331338930109801e-10,3.382177533251421e-12,1.4104117046639943e-08,2.4682795916085522e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-06-01,3,1.933061892740994e-12,2.2038133406765934e-11,7.744765817589531e-06,1.7549589837083845e-12,4.772909792067584e-12,5.734563947382921e-05,0.9999348991914566,5.228131340554237e-10,4.619707543161673e-12,9.842328073418839e-09,2.9918873301047866e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-07-01,3,3.665693682201981e-12,3.373327922990155e-11,6.258645435845758e-07,2.924603071171584e-12,8.193569817677147e-12,0.000202485913843499,0.9997968841844319,8.772041263784722e-10,7.122780086489556e-12,3.0997070950562613e-09,4.629920865689313e-12,parsimonious,baseline,2019-12-01,2022-12-01
2023-08-01,3,4.525614719180947e-12,3.5533815912375134e-11,1.2263714746624526e-08,3.114519085965687e-12,9.475208735660841e-12,0.00030570372644302986,0.9996942815551372,9.920238300520352e-10,7.711491796720374e-12,1.397756469710277e-09,4.564118038493354e-12,parsimonious,baseline,2019-12-01,2022-12-01
