,shock_reserves,shock_PC1,shock_PC2,shock_PC3
0,587.7251386256545,0.0,0.0,0.0
1,323.64962999500915,19.84826161490536,56.310631527370965,39.40667799884216
2,362.5246979438827,-12.014188617161643,9.364645485758894,-1.2720323926225803
3,295.42557430484976,4.848021530714509,17.995553637304493,5.229695288572872
4,276.35183605253224,-7.934099931867598,11.61597729745267,2.5076659766807516
5,242.71156586018697,-4.060457932296423,10.648434572274125,2.982228658777447
6,219.36090749117946,-8.187872391950798,8.790260709396376,3.065129403416218
7,195.4777523985581,-8.044990044056984,7.204366837498994,3.1085156612839366
8,175.26788725296313,-9.616500903857652,5.924596233496308,3.2352754257192546
9,156.56431620277132,-10.111045218753443,4.663046484475996,3.266508175864722
10,140.00533166280889,-10.867592029558669,3.6294780936906363,3.319498157977118
11,125.02522061931096,-11.296807886996481,2.6713695942471074,3.3318383344821014
12,111.62303595572054,-11.696387803607958,1.8559346122847777,3.3386102215571665
13,99.56945462568676,-11.952912305867105,1.1299258365381575,3.3257436775938705
14,88.76143486112456,-12.138589094342395,0.5043269387677795,3.3028229515435887
15,79.05917228085782,-12.238294962766254,-0.041243765139611914,3.2679929967949866
16,70.35826706584992,-12.274739066951437,-0.510421634727673,3.2244970721103883
17,62.55489641318919,-12.251519003655124,-0.9138031356384373,3.1729866375733358
18,55.56009121364364,-12.179361559052543,-1.2574996490710344,3.1150816805925117
19,49.291682911543845,-12.064316964983902,-1.5486920023016195,3.0517518481235024
20,43.6766473624552,-11.913317390168597,-1.793067620175357,2.984073405439327
21,38.64880835037961,-11.731774602518785,-1.996109002394678,2.912900120181163
22,34.14879546699499,-11.524802198332848,-2.162566819663815,2.839029491208941
23,30.1230746119609,-11.296764290559903,-2.296780860712805,2.7631421618855248
24,26.523503286629243,-11.05157821936381,-2.402600709948111,2.6858437892651166
