,PC1,PC2,PC3
exports_usd_m,0.3482603811206266,0.279944648637968,0.3714539871196716
imports_usd_m,0.3710432109701591,-0.4833646007887955,-0.0682708330924867
remittances_usd_m,0.3105779753053937,-0.1469244238592893,0.52632634376899
tourism_usd_m,0.4393742625639995,0.0830263123746505,0.0336986473684682
usd_lkr,0.4165938124736141,0.2458126272114818,-0.2013621905417447
m2_usd_m,0.4746366087928542,0.1245999151414586,-0.09607955507263
cse_net_usd_m,-0.1509156827121568,-0.325054696228022,0.6590070631892565
trade_balance_usd_m,-0.1729952684325651,0.6913030879726881,0.3084439783915499
