forecast_origin,forecast_date,horizon,split,actual,forecast_point,forecast_mean,forecast_lower_10,forecast_upper_90,error,abs_error,sq_error,in_interval
2020-01-01,2020-02-01,1,validation,7941.515070351391,7594.531160668392,7595.951480296718,6772.554137998754,8422.16666724077,346.9839096829992,346.9839096829992,120397.83357889974,True
2020-01-01,2020-04-01,3,validation,7209.520101152639,7596.3920005903865,7584.4962612178,6364.72703999515,8745.57666297202,-386.87189943774774,386.87189943774774,149669.8665745708,True
2020-01-01,2020-07-01,6,validation,7095.831822594811,7586.9224711182205,7588.353299364888,5977.990923439363,9247.923499817181,-491.09064852341,491.09064852341,241170.0250671434,True
2020-01-01,2021-01-01,12,validation,4841.863004371764,7559.289873923123,7548.750828508719,5345.2234073909185,9695.765424271483,-2717.4268695513592,2717.4268695513592,7384408.7913597,False
2020-02-01,2020-03-01,1,validation,7533.736569408685,7556.267098275784,7557.6795319755065,6741.690158854827,8376.866018168435,-22.530528867098838,22.530528867098838,507.624731031174,True
2020-02-01,2020-05-01,3,validation,6499.857251537734,7537.362538555933,7525.578912574029,6314.136215537298,8680.270887922941,-1037.505287018199,1037.505287018199,1076417.2205907153,True
2020-02-01,2020-08-01,6,validation,7430.083006707859,7517.623558486815,7519.008840413619,5920.020400929252,9167.752258770657,-87.5405517789568,87.5405517789568,7663.348205764216,True
2020-02-01,2021-02-01,12,validation,4582.993424023525,7486.953553310312,7476.483132183909,5289.706935018431,9608.334045838801,-2903.9601292867865,2903.9601292867865,8432984.43248733,False
2020-03-01,2020-04-01,1,validation,7209.520101152639,7799.837037492942,7817.498327411643,7019.703163581355,8621.075476665483,-590.3169363403031,590.3169363403031,348474.08533020143,True
2020-03-01,2020-06-01,3,validation,6694.648013475818,7808.785338236835,7799.495270495391,6607.630941699061,8906.280133244138,-1114.1373247610172,1114.1373247610172,1241301.9784256364,True
2020-03-01,2020-09-01,6,validation,6666.320938200717,7815.379552959364,7788.024139347399,6281.710314856177,9271.502983260785,-1149.0586147586473,1149.0586147586473,1320335.7001510614,True
2020-03-01,2021-03-01,12,validation,4055.2,7802.020643374099,7785.905597049303,5658.66452333108,9938.148903146444,-3746.820643374099,3746.820643374099,14038664.933614297,False
2020-04-01,2020-05-01,1,validation,6499.857251537734,7658.936617419342,7676.50028212242,6884.715509867776,8474.756925325728,-1159.0793658816083,1159.0793658816083,1343464.9764125112,False
2020-04-01,2020-07-01,3,validation,7095.831822594811,7628.9377730375045,7619.752975764668,6434.8655603624275,8719.333949104464,-533.1059504426939,533.1059504426939,284201.95439740806,True
2020-04-01,2020-10-01,6,validation,5855.74394110227,7603.6196663905375,7576.388357587331,6082.7194277391745,9048.838264675585,-1747.8757252882679,1747.8757252882679,3055069.5510519883,False
2020-04-01,2021-04-01,12,validation,4470.738472224253,7579.914375405114,7563.886536472609,5456.512350828052,9695.293843284231,-3109.1759031808606,3109.1759031808606,9666974.79692052,False
2020-05-01,2020-06-01,1,validation,6694.648013475818,7286.122243057016,7303.63688905309,6514.072911053633,8099.711705235809,-591.4742295811984,591.4742295811984,349841.7642586722,True
2020-05-01,2020-08-01,3,validation,7430.083006707859,7281.624216261707,7272.409073012715,6090.428938863396,8368.529099578422,148.4587904461514,148.4587904461514,22040.012460734295,True
