forecast_origin,forecast_date,horizon,split,actual,forecast_point,forecast_mean,forecast_lower_10,forecast_upper_90,error,abs_error,sq_error,in_interval
2020-01-01,2020-02-01,1,validation,7941.515070351391,7650.152379041332,7644.393209731787,6997.915318124013,8296.596406214763,291.36269131005884,291.36269131005884,84892.21788744064,True
2020-01-01,2020-04-01,3,validation,7209.520101152639,7671.584397598104,7666.8259806168335,6599.65812893249,8741.80768051085,-462.0642964454655,462.0642964454655,213503.41404964303,True
2020-01-01,2020-07-01,6,validation,7095.831822594811,7703.714347534127,7684.864127002942,6090.842956836609,9271.038769420327,-607.8825249393167,607.8825249393167,369521.164126599,True
2020-01-01,2021-01-01,12,validation,4841.863004371764,7768.346682217222,7785.282719055829,5506.023737130948,9991.651546662073,-2926.4836778454583,2926.4836778454583,8564306.71669588,False
2020-02-01,2020-03-01,1,validation,7533.736569408685,7525.7003282439855,7519.95867868091,6874.2756646152,8169.292884254595,8.036241164699277,8.036241164699277,64.58117205720718,True
2020-02-01,2020-05-01,3,validation,6499.857251537734,7544.161531784847,7539.420499992231,6475.404944215821,8611.115226485554,-1044.3042802471136,1044.3042802471136,1090571.429742442,True
2020-02-01,2020-08-01,6,validation,7430.083006707859,7572.170766025967,7553.3910496638455,5965.223797589619,9134.995416415468,-142.0877593181085,142.0877593181085,20188.931348040733,True
2020-02-01,2021-02-01,12,validation,4582.993424023525,7628.706463163569,7645.606576503815,5374.019898621073,9843.47464728095,-3045.713039140044,3045.713039140044,9276367.916787684,False
2020-03-01,2020-04-01,1,validation,7209.520101152639,7943.689082115475,7937.955967991766,7293.445659710777,8587.76742220285,-734.168980962836,734.168980962836,539004.0926080091,False
2020-03-01,2020-06-01,3,validation,6694.648013475818,7969.239306262482,7964.518624591523,6901.381054588706,9034.641442783119,-1274.5912927866648,1274.5912927866648,1624582.9636475814,False
2020-03-01,2020-09-01,6,validation,6666.320938200717,8007.959887450165,7989.196724184631,6400.638287311631,9567.786779288881,-1341.6389492494482,1341.6389492494482,1799995.0701431634,True
2020-03-01,2021-03-01,12,validation,4055.2,8087.293307545173,8104.127269476546,5834.25587541844,10304.219889289909,-4032.093307545173,4032.093307545173,16257776.440750573,False
2020-04-01,2020-05-01,1,validation,6499.857251537734,7553.201194078003,7547.47390042398,6903.456560113484,8194.571210574557,-1053.3439425402694,1053.3439425402694,1109533.4612862782,False
