date,value_raw,value_standardized,country,country_code,source_provider,source_file_name,source_url,COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY
2010-01-01,3316020632.636521,3316.020632636521,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2010-02-01,2502222126.774254,2502.222126774254,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2010-03-01,3283403428.617445,3283.403428617445,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2010-04-01,3013848271.329477,3013.848271329477,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2010-05-01,3361413492.244975,3361.4134922449753,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2010-06-01,3221106624.013086,3221.106624013086,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2010-07-01,3235437984.858398,3235.437984858398,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2010-08-01,3007563389.093014,3007.563389093014,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2010-09-01,2777615921.037765,2777.615921037765,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2010-10-01,3193649088.867135,3193.649088867135,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2010-11-01,3122392484.547209,3122.392484547209,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2010-12-01,3748104893.148193,3748.104893148193,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-01-01,3441612525.890541,3441.6125258905413,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-02-01,3050763404.908155,3050.763404908155,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-03-01,3414175321.71001,3414.17532171001,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-04-01,3245146686.60362,3245.14668660362,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-05-01,4286313594.662219,4286.313594662219,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-06-01,3859795615.744553,3859.7956157445533,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-07-01,3686347188.599202,3686.347188599202,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-08-01,3802501268.713524,3802.501268713524,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-09-01,3618686775.228226,3618.686775228226,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-10-01,3604927879.200246,3604.927879200246,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-11-01,3689364239.034632,3689.364239034632,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2011-12-01,4255264416.923488,4255.264416923488,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-01-01,3642370412.944365,3642.370412944365,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-02-01,3456879791.747434,3456.879791747434,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-03-01,3493386022.765321,3493.386022765321,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-04-01,3752995867.609177,3752.995867609177,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-05-01,3884225863.974007,3884.225863974007,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-06-01,3972547119.024386,3972.547119024386,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-07-01,3658331374.915312,3658.3313749153117,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-08-01,3682079563.172626,3682.079563172626,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-09-01,3503750241.674001,3503.7502416740012,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-10-01,3786539416.583023,3786.539416583023,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-11-01,3603060618.359298,3603.060618359298,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2012-12-01,3668479852.067934,3668.479852067934,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-01-01,3759969259.942599,3759.969259942599,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-02-01,3380051088.563708,3380.0510885637077,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-03-01,3683625108.368879,3683.625108368879,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-04-01,3905600403.694229,3905.600403694229,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-05-01,4342209745.549684,4342.209745549683,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-06-01,3935580915.049636,3935.5809150496357,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-07-01,3808312289.40617,3808.31228940617,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-08-01,3566021075.359347,3566.021075359347,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-09-01,3784691627.219244,3784.691627219244,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-10-01,3276975950.543168,3276.975950543168,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-11-01,3646194398.100497,3646.194398100497,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2013-12-01,3557642758.482859,3557.6427584828593,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-01-01,4132378546.24939,4132.37854624939,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-02-01,3593616452.566488,3593.6164525664876,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-03-01,3623202050.766423,3623.2020507664233,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-04-01,4044653454.128312,4044.653454128312,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-05-01,3664548681.334307,3664.5486813343073,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-06-01,4313466382.084462,4313.466382084463,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-07-01,3236235437.597967,3236.235437597967,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-08-01,4678711801.044577,4678.7118010445765,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-09-01,4533272977.622099,4533.272977622099,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-10-01,4233529329.908608,4233.529329908608,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-11-01,3593043710.319426,3593.0437103194263,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2014-12-01,3829182280.025996,3829.182280025996,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-01-01,3036684747.90066,3036.68474790066,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-02-01,3293138737.242152,3293.1387372421523,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-03-01,3459389123.020534,3459.389123020534,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-04-01,3783553428.221064,3783.553428221064,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-05-01,3720717340.371548,3720.7173403715483,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-06-01,4365440639.275399,4365.440639275399,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-07-01,3345376208.763517,3345.376208763517,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-08-01,3797684981.298851,3797.684981298851,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-09-01,3455983788.543892,3455.983788543892,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-10-01,3889169158.614044,3889.169158614044,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-11-01,3835526961.806477,3835.526961806477,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2015-12-01,3812440391.179191,3812.440391179191,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-01-01,3451924675.432719,3451.924675432719,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-02-01,3277356035.328772,3277.356035328772,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-03-01,3543938711.350178,3543.938711350178,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-04-01,3817563463.207364,3817.5634632073643,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-05-01,3978138791.747476,3978.1387917474763,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-06-01,4433530580.021976,4433.530580021977,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-07-01,3532202095.871737,3532.202095871737,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-08-01,4297989819.185219,4297.989819185219,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-09-01,3827651090.822751,3827.651090822751,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-10-01,3982881076.592023,3982.881076592023,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-11-01,4200693520.511043,4200.693520511043,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2016-12-01,4454769222.174186,4454.769222174185,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-01-01,4691784298.372691,4691.784298372691,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-02-01,4366887051.091319,4366.887051091319,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-03-01,4971659666.51026,4971.65966651026,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-04-01,4957460248.551845,4957.460248551844,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-05-01,5060684552.858006,5060.684552858005,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-06-01,4507322969.763636,4507.322969763635,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-07-01,4801340528.451079,4801.340528451079,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-08-01,4918863735.554754,4918.863735554754,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-09-01,4434549862.589171,4434.549862589171,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-10-01,4885702751.937278,4885.702751937278,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-11-01,4753884078.627504,4753.884078627504,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2017-12-01,4860974524.523971,4860.974524523971,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2018-01-01,5562377577.856847,5562.377577856847,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2018-02-01,4758867507.988934,4758.8675079889335,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2018-03-01,5233988969.948349,5233.988969948349,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2018-04-01,5071162678.039265,5071.162678039264,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
2018-05-01,5774011373.386615,5774.011373386615,pakistan,PAK,imf,,https://api.imf.org/external/sdmx/2.1/data/ITG/PAK.MG.CIF_USD.M?detail=full&startPeriod=2000-01,PAK,MG,CIF_USD,M
