date,gross_reserves_usd_m,usd_lkr,exports_usd_m,imports_usd_m,split
2010-12-01,153.0,-0.5074000000000041,-61.57588682242147,315.7290835311064,train
2011-01-01,-38.0,-0.1881000000000057,192.13369960032276,139.18761162169858,train
2011-02-01,-38.0,-0.012599999999991951,-106.03398130982077,-332.0442195309379,train
2011-03-01,-38.0,-0.5052000000000021,113.81973886518279,398.2621938349414,train
2011-04-01,-38.0,-0.08929999999999438,-182.13933757016343,-143.79924106136468,train
2011-05-01,-38.0,-0.45000000000000284,87.491687349372,192.89975564157066,train
2011-06-01,-38.0,-0.2237999999999971,-15.716582829527624,-14.578386685758915,train
2011-07-01,-38.0,-0.08210000000001116,141.7113982005443,101.16246853508619,train
2011-08-01,-38.0,0.2569000000000017,-7.969436996071636,67.2392828742295,train
2011-09-01,-38.0,0.33899999999999864,-95.77817824842498,-74.41151175635537,train
2011-10-01,-38.0,0.03460000000001173,30.760306736625466,-5.650150795810305,train
2011-11-01,-38.0,1.1329999999999956,-3.3744420142097624,229.41942095863715,train
2011-12-01,-38.0,2.586200000000005,47.621598548569295,-110.59523114548006,train
2012-01-01,31.0,0.01279999999999859,-45.20519839678934,39.19127889560741,train
2012-02-01,30.0,3.461500000000001,-67.16846034868365,-334.33359332339705,train
2012-03-01,31.0,8.379499999999993,39.94503297622555,272.9026746186189,train
2012-04-01,31.0,2.7643000000000058,-113.1456871056439,-413.17498380812117,train
2012-05-01,30.0,0.5797000000000025,58.151072124785856,134.62839334894034,train
2012-06-01,31.0,2.8473999999999933,-50.149048159900985,-156.00732047406677,train
2012-07-01,30.0,0.6329000000000065,38.63883995462277,-94.01782163214284,train
2012-08-01,31.0,-0.4952000000000112,34.460891338212036,425.0118347400323,train
2012-09-01,31.0,-0.4790999999999883,-27.393159254768534,-435.5907527856898,train
2012-10-01,30.0,-2.424599999999998,-31.148299269794165,264.7030883960599,train
2012-11-01,31.0,1.1480999999999995,57.231926568698555,338.99081105409846,train
2012-12-01,30.0,-2.1980000000000075,43.3724477060191,-398.27506451997147,train
2013-01-01,33.0,-1.3160000000000025,-142.3019036189561,12.398967615573838,train
2013-02-01,33.0,0.014200000000002433,69.03635551200091,-98.9911416135019,train
2013-03-01,33.0,-0.033699999999996066,34.31899798455686,111.57150957574413,train
2013-04-01,33.0,-0.7332000000000107,-135.48601650933927,-19.265907898432715,train
2013-05-01,32.0,0.27590000000000714,97.32773147269313,23.246882486633012,train
2013-06-01,33.0,1.6692999999999927,13.74511935152293,-39.40687992168546,train
2013-07-01,33.0,3.2220000000000084,51.68755349915648,-76.36246931992832,train
2013-08-01,33.0,0.8336999999999932,59.337150326776964,41.87663183547147,train
2013-09-01,33.0,0.37829999999999586,-19.60248610030476,11.422662028376635,train
2013-10-01,32.0,-1.350999999999999,142.29703698897174,-92.67615981909444,train
2013-11-01,-428.88745211405694,0.09399999999999409,-9.489302712788685,176.02845606214032,train
2013-12-01,490.15957363731104,-0.32519999999999527,-44.16218564066048,-18.59443732473278,train
2014-01-01,553.311783821885,-0.07859999999999445,-83.7664748229638,104.36564224542076,train
2014-02-01,210.9682615764168,0.11109999999999332,-61.5626886604407,-235.0356142453552,train
2014-03-01,-199.82771819066966,-0.21109999999998763,227.75317881268757,251.6821683073158,train
2014-04-01,837.0066336914815,0.007900000000006457,-305.8466866313796,-227.6482353334311,train
2014-05-01,-124.06724166415552,-0.21030000000001792,119.27203916734686,-91.25966042311302,train
2014-06-01,391.3408642549657,-0.11189999999999145,102.16316908981469,86.20698336047462,train
2014-07-01,-190.26352375056376,-0.05910000000000082,-29.05830172279525,405.921423904741,train
2014-08-01,211.89617807383183,-0.037499999999994316,35.9980137578616,-120.81819268852473,train
2014-09-01,-363.8330229152016,0.08140000000000214,-89.79531310810444,-57.049776517287455,train
2014-10-01,-30.884232584570782,0.3055999999999983,-0.9998198330966943,82.72990930421247,train
2014-11-01,-460.03804902309275,0.36599999999998545,19.32387491782879,-103.36326606091029,train
2014-12-01,-122.47205481358105,0.15080000000000382,83.95400536794239,150.6435353526324,train
2015-01-01,-955.9800000000005,0.528899999999993,-84.66774145804561,-115.82485516245492,train
2015-02-01,168.0254996301701,1.1146000000000242,-13.196191435455262,-152.11225097727743,train
2015-03-01,-600.9099944028176,0.2278999999999769,160.85451431442334,51.40070456771218,train
2015-04-01,635.0859682515174,-0.02729999999999677,-351.14463451599283,-90.47629163802549,train
2015-05-01,-608.8614734788689,0.5373000000000161,169.1185769135551,95.00335563317776,train
2015-06-01,679.7153794783571,0.47819999999998686,59.480881364868424,93.28708533315739,train
2015-07-01,-716.9347297054819,-0.2563999999999851,-8.430499136762819,-144.86061307200134,train
2015-08-01,-350.8316215434579,0.17009999999999081,-135.02563583794688,-10.504756446638794,train
2015-09-01,325.96023027126466,5.381,51.08829968664372,59.34677477693231,train
2015-10-01,-302.9942839986452,1.6180999999999983,-2.4529867137531483,55.54765596418906,train
2015-11-01,800.5260968175307,1.1126999999999896,-12.317890426978238,-173.39113460721296,train
2015-12-01,22.426682620671272,1.3713000000000193,-17.92123116929986,179.84806684794535,train
2016-01-01,-1009.3162854009006,0.2154999999999916,78.0937191524389,-55.59992235810341,train
2016-02-01,279.0476188988332,0.08850000000001046,-6.997596393899357,-149.81715020386332,train
2016-03-01,-352.1827311450061,1.494499999999988,57.41461290246252,126.71780697788859,train
2016-04-01,-152.66109867596697,0.06839999999999691,-238.62185471831663,-105.13743264038021,train
2016-05-01,-423.3841628229011,0.7061999999999955,69.73742943615912,128.94625291837156,train
2016-06-01,-352.8710947942973,-0.04720000000000368,120.43473613696904,85.96509366903979,train
2016-07-01,1196.9177036764977,-0.4598999999999762,-9.01798040016763,-243.00310520913808,train
2016-08-01,109.75334541537632,-0.19750000000001933,-25.23405461374182,216.2896699008934,train
2016-09-01,-143.2225491665322,0.2546000000000106,31.56765915320932,-140.82749590794492,train
2016-10-01,-401.8758900792909,1.3018999999999892,-42.83444876031672,215.26126323463518,train
2016-11-01,-409.7095079356641,1.0500000000000114,-45.39258011186189,8.55785791032713,train
2016-12-01,374.90250909112456,1.005200000000002,49.38115785780735,84.01508492000767,train
2017-01-01,-565.874077352396,1.0190000000000055,5.685918329845549,-17.151357919743987,train
2017-02-01,181.49714508944544,1.0378999999999792,3.089370364825072,-187.78406427269238,train
2017-03-01,-517.3995239854858,0.6326999999999998,174.01123126969424,258.1625965028004,train
2017-04-01,-69.1772611654751,0.35720000000000596,-247.15609884041692,-265.44027349253884,train
2017-05-01,1711.6221999661575,0.528899999999993,46.58273731439351,120.86718748758403,train
2017-06-01,199.3211329014557,0.41730000000001155,146.05838812687216,-183.81792232268185,train
2017-07-01,-248.53952978968846,0.7793000000000063,27.87871301585278,50.19810313985977,train
2017-08-01,983.0623105836921,-0.48969999999999914,-14.539267162288525,265.77101855688966,train
2017-09-01,-413.71241651946,-0.28530000000000655,10.382857973713158,-190.24660586759182,train
2017-10-01,220.9565329340012,0.6779999999999973,-35.445735007287226,60.58482346924916,train
2017-11-01,-165.6748879110055,0.10200000000000387,-34.64780342946199,213.1445302633315,train
2017-12-01,623.5357946567874,-0.48400000000000887,78.5709026542878,108.11611069559103,train
2018-01-01,-288.67303040954084,0.6367000000000189,-54.13277109897058,-34.00873921115226,train
2018-02-01,252.38934549018904,1.0284999999999798,-49.719797253108254,-36.49761407712481,train
2018-03-01,-602.6196357472636,0.8649000000000058,192.01291543001446,0.5287306859311229,train
2018-04-01,2616.0191036541664,0.5471000000000004,-312.60858906896783,-184.89403053974547,train
2018-05-01,-1126.8522277748489,1.5670000000000073,128.7029580579076,63.3301514064824,train
2018-06-01,458.1005364895809,1.2092000000000098,100.61065471659117,-37.47811862030858,train
2018-07-01,-837.3451889849548,0.39289999999999736,48.79601623219196,-65.01467765635175,train
2018-08-01,154.86588889609084,0.9668999999999812,-35.8036866741279,132.6522090987903,train
2018-09-01,-1420.458479954459,4.902000000000015,17.853994071199395,-118.70723020412856,train
2018-10-01,739.225976079767,6.137699999999995,-76.11851862163178,114.06334675561448,train
2018-11-01,-897.982839635466,5.366099999999989,0.4551114505251235,-117.8680752995208,train
2018-12-01,-86.10583936427429,3.3519000000000005,53.83190753657914,-30.023932207841654,train
2019-01-01,-767.0204303957535,1.5230999999999995,4.763742337355325,-79.12272048097157,train
2019-02-01,-117.04119881111546,-3.2081000000000017,-57.026966979349595,-223.062445230192,train
2019-03-01,1594.0869310657781,-0.2991999999999848,155.7424216493779,296.6472511226609,train
2019-04-01,-415.2698835102801,-3.451999999999998,-338.7567032187095,-133.47064045307093,train
2019-05-01,-491.3594277080929,1.5067999999999984,162.91417079628036,188.12168896047842,train
2019-06-01,2142.371893330249,0.3135000000000048,122.93465376369716,-383.85067614744503,train
2019-07-01,-517.9206923327711,-0.5803000000000225,-85.41999213204872,316.0754866333898,train
2019-08-01,176.64844715065556,2.05540000000002,33.970835620914386,-142.3133983049563,train
2019-09-01,-888.3803143429213,2.8589000000000055,-78.75074008533477,136.93169852831352,train
2019-10-01,144.75105000970234,0.5179999999999723,23.525731098755955,105.18736976723972,train
2019-11-01,-259.63003117211247,-1.0043999999999755,1.5053593714829958,-74.63405781932192,train
2019-12-01,121.94001832007416,0.8864999999999839,21.157331195268625,43.09894874860015,train
2020-01-01,-129.65947131918074,0.12430000000000518,4.942140748083148,-48.86289389381227,validation
2020-02-01,428.78154091863234,0.17969999999999686,-16.368072491686917,-173.00325143655596,validation
2020-03-01,-407.77850094270616,2.907900000000012,-332.2985706158594,-357.2746335025456,validation
2020-04-01,-324.216468256046,6.944099999999992,-373.90810515488073,-82.4422407731945,validation
2020-05-01,-709.6628496149051,-3.8111000000000104,304.3769297110244,-128.78414983957316,validation
2020-06-01,194.79076193808396,-1.671999999999997,307.44802492434656,61.628475068666944,validation
2020-07-01,401.18380911899294,-0.13280000000000314,190.88577566417064,238.2430259622979,validation
2020-08-01,334.2511841130481,-0.8847999999999843,-137.7924574968397,-4.606303820176436,validation
2020-09-01,-763.7620685071415,0.09899999999998954,52.813511448030795,235.79698529363804,validation
2020-10-01,-810.5769970984475,-0.5751999999999953,-145.7667576630231,-162.1046079650796,validation
2020-11-01,-300.46833828965464,0.4327000000000112,-70.61942638334153,20.920123604740866,validation
2020-12-01,108.98996653814083,1.8234999999999957,180.79489971402177,142.94652230022552,validation
2021-01-01,-822.4025649789919,0.36709999999999354,-27.788562787967976,64.9431637315356,validation
2021-02-01,-258.86958034823874,7.009999999999991,15.062292563007645,-67.98622445866863,validation
2021-03-01,-527.7934240235254,5.030000000000001,142.04927803989847,402.32786493688764,validation
2021-04-01,415.5384722242534,0.5,-275.5895918790584,-218.95982535792018,validation
2021-05-01,-437.90725431416104,-0.03999999999999204,73.51895991121148,-99.53795807787924,validation
2021-06-01,27.214690186192456,1.6399999999999864,115.31148118082922,51.7702946860411,validation
2021-07-01,-1254.1617414865036,-1.2399999999999807,96.91872808617745,50.89139283842587,validation
2021-08-01,737.624819331953,10.099999999999994,-2.898554742782153,-23.428237664577637,validation
2021-09-01,-839.3216869378093,-10.009999999999991,-66.57735001535139,-160.6348465827807,validation
2021-10-01,-434.97535251492945,1.8799999999999955,157.87891477980816,168.24426813265973,validation
2021-11-01,-680.8396159420552,0.18000000000000682,19.13263287374025,70.35121822778433,validation
2021-12-01,1550.8541298893667,-1.6200000000000045,-55.18373810618823,476.35159689634884,validation
2022-01-01,-777.5812497257457,0.7599999999999909,-53.68186714605736,-281.5961053302499,validation
2022-02-01,-50.39474376182807,-0.12999999999999545,-9.265630129418923,-86.4343489903606,validation
2022-03-01,-394.250466948733,97.94,-35.10579347027533,-54.03697414884118,validation
2022-04-01,-105.0,42.85000000000002,-87.32599843854211,-119.9503322524597,validation
2022-05-01,75.0,18.909999999999968,77.39471388498293,-247.4978333264155,validation
2022-06-01,-33.0,-0.8799999999999955,0.0,0.0,validation
2022-07-01,-37.0,0.9200000000000159,0.0,0.0,validation
2022-08-01,-100.0,0.3499999999999659,177.0698557661965,34.40608972959103,validation
2022-09-01,62.0,1.75,-145.5407161359069,-201.50709748515396,validation
2022-10-01,-74.0,0.4000000000000341,0.0,51.301887054652525,validation
2022-11-01,101.0,-0.11000000000001364,-84.49922190283405,108.89912454178466,validation
2022-12-01,92.0,-0.07999999999998408,72.26216657016016,-19.00079608985675,validation
2023-01-01,223.0,-0.9700000000000273,-89.42362890118363,-2.1938900642571753,test
2023-02-01,98.0,-0.5099999999999909,3.791073652350633,-402.32585057469623,test
2023-03-01,475.0,-39.74000000000001,55.494313925562096,428.49878831957767,test
2023-04-01,67.0,-0.2400000000000091,-188.8439182964894,-18.34559345118987,test
2023-05-01,730.0,-26.129999999999995,170.8775975288073,35.067851834108296,test
2023-06-01,233.0,13.310000000000002,-14.145120828413383,-97.17831389896128,test
2023-07-01,41.0,20.53000000000003,15.093683928047767,18.469935058828014,test
2023-08-01,-165.0,-6.699999999999989,98.20820490369249,38.46541438497775,test
2023-09-01,-60.0,1.7899999999999636,-146.7357077873213,-76.73975211567858,test
2023-10-01,29.0,2.930000000000007,-43.94988179245274,261.20390773373924,test
2023-11-01,2.0,1.660000000000025,71.01318986595356,-221.78064447984343,test
2023-12-01,821.0,-5.1200000000000045,2.7877009715767826,99.87087215621,test
2024-01-01,104.0,-6.509999999999991,-31.03639054347002,23.211773521131136,test
2024-02-01,24.0,-7.260000000000048,88.59460249819892,-133.36819005985217,test
2024-03-01,440.0,-8.96999999999997,89.16264556273632,129.28002075945778,test
2024-04-01,511.0,-4.319999999999993,-270.9024686030257,-72.453622886532,test
2024-05-01,-61.0,5.029999999999973,133.6759544905923,-30.650451205127865,test
2024-06-01,244.0,3.819999999999993,65.7696134681081,42.02559989065935,test
2024-07-01,-2.0,-3.339999999999975,53.255251227957615,287.50037060544446,test
2024-08-01,307.0,-2.0400000000000205,101.40254460895676,-80.09415991726883,test
2024-09-01,35.0,-0.9699999999999704,-219.94480680060212,-8.287447569044389,test
2024-10-01,478.0,-5.639999999999986,146.26104416443457,56.63924637759624,test
2024-11-01,-21.0,-2.8000000000000114,-163.85088807961108,-206.07931659757082,test
2024-12-01,-329.0,1.6599999999999682,107.61953186799258,428.1768625692523,test
2025-01-01,-57.0,5.0,-48.97659893482228,-138.95116363179818,test
2025-02-01,21.0,-2.079999999999984,0.14110258546793375,-321.32245020972414,test
2025-03-01,445.0,0.8500000000000227,188.75937111726375,173.1036503020614,test
2025-04-01,-204.0,3.269999999999982,-273.46157246042264,48.58126816930758,test
2025-05-01,-41.0,-0.18000000000000682,66.42171200172027,-178.71866798634142,test
2025-06-01,-205.0,0.5300000000000296,107.18023341780963,174.92300581181053,test
2025-07-01,66.0,2.2399999999999523,160.36317718624423,200.12953651715202,test
2025-08-01,31.0,0.2400000000000091,-19.864772411965532,-185.7353538736195,test
2025-09-01,66.0,0.160000000000025,-143.8640038084718,352.1073808478477,test
2025-10-01,-28.0,1.8100000000000023,11.370857712063525,108.16188410541508,test
2025-11-01,-182.0,3.609999999999957,-102.00977884298618,-378.264908333525,test
2025-12-01,791.0,1.6900000000000546,0.0,0.0,test
