date,gross_reserves_usd_m,usd_lkr,exports_usd_m,imports_usd_m,split
2007-02-01,57.0,0.1623000000000019,98.37475550138316,-61.91453339940563,train
2007-03-01,58.0,0.6098999999999961,44.89610332250106,126.84266528745968,train
2007-04-01,57.0,0.0653999999999968,-98.99506035241734,95.14355044660999,train
2007-05-01,57.0,1.4399999999999977,105.54856838785372,44.82825629556805,train
2007-06-01,57.0,0.16670000000000584,30.05340116763807,-153.9249157611896,train
2007-07-01,57.0,0.7061999999999955,16.662062887131242,-29.957235344451192,train
2007-08-01,58.0,0.5114999999999981,-31.095170329575012,107.67905683144579,train
2007-09-01,57.0,1.1576000000000022,66.52299805863129,68.24572157776083,train
2007-10-01,57.0,-0.4831999999999965,-95.23642799492757,69.41703829976598,train
2007-11-01,57.0,-2.4402000000000044,-46.25486026583769,-66.5362921353252,train
2007-12-01,57.0,-1.5270999999999901,263.63213837464,151.95511574469958,train
2008-01-01,-75.0,-0.7353000000000094,-289.45756724369437,15.382325863284223,train
2008-02-01,-75.0,-0.32869999999999777,87.08992626876216,-207.150178220616,train
2008-03-01,-75.0,-0.1431999999999931,38.786427489251196,179.09122056768229,train
2008-04-01,-75.0,0.09529999999999461,-69.73670547319944,151.97357376046443,train
2008-05-01,-75.0,-0.008600000000001273,135.59726036562142,-67.03228985665373,train
2008-06-01,-76.0,-0.007199999999997431,-90.81880518523974,-28.246703696114082,train
2008-07-01,-75.0,-0.1547000000000054,193.23086503992045,58.890424367783226,train
2008-08-01,-75.0,0.10950000000001125,-87.75179391070196,7.4564753554707295,train
2008-09-01,-75.0,0.10519999999999641,-110.30520596431018,-33.1339428998549,train
2008-10-01,-75.0,0.3427999999999969,11.707702170006769,1.1831448044288209,train
2008-11-01,-75.0,1.7933000000000021,-16.170641214875218,-250.55687821593722,train
2008-12-01,-75.0,1.4869999999999948,36.246324551156704,65.79036993973784,train
2009-01-01,228.0,2.322100000000006,-188.82725850426004,-372.21999722962937,train
2009-02-01,228.0,0.3340999999999923,33.125974994898456,-76.30221192927854,train
2009-03-01,228.0,0.1810000000000116,107.75310841746739,417.2450798624337,train
2009-04-01,228.0,3.0231999999999886,-194.37901677339966,-402.910672030372,train
2009-05-01,228.0,-0.6347999999999985,100.83056418381267,152.7196746709344,train
2009-06-01,228.0,-1.8614999999999924,26.757644661456197,71.73346407314227,train
2009-07-01,228.0,-0.010300000000000864,87.02654559672658,94.18007785009252,train
2009-08-01,228.0,-0.08540000000000703,58.125611204837696,-97.19170140446852,train
2009-09-01,228.0,0.05190000000000339,-142.1299870229326,-38.46197751253521,train
2009-10-01,228.0,0.017099999999999227,60.428028761971404,239.33189469463332,train
2009-11-01,229.0,-0.2985000000000042,-15.670921241568067,-108.24012198854666,train
2009-12-01,228.0,-0.20169999999998822,110.38829141873612,157.65576886950112,train
2010-01-01,153.0,0.07529999999999859,-66.90120192007475,145.27918318366665,train
2010-02-01,154.0,0.1490000000000009,26.55642910298002,-264.21224289875136,train
2010-03-01,153.0,-0.4040000000000106,72.90734649508784,3.0227859047117818,train
2010-04-01,154.0,-0.27530000000000143,-260.4305275276888,25.503691750896223,train
2010-05-01,153.0,-0.12609999999999388,63.14444051851842,48.594993909579216,train
2010-06-01,153.0,-0.1419999999999959,65.84313006862101,63.051843914710616,train
2010-07-01,154.0,-0.6034000000000077,254.7850905597884,9.93118319892551,train
2010-08-01,153.0,-0.560299999999998,-76.1844211233041,-20.02595146543331,train
2010-09-01,154.0,-0.09390000000000498,-89.50774046050412,-13.206390646056661,train
2010-10-01,153.0,-0.6358999999999924,218.86249663626245,147.84397660303716,train
2010-11-01,154.0,-0.15149999999999864,-140.02194252879974,-125.16516050874634,train
