date,gross_reserves_usd_m,exports_usd_m,imports_usd_m,remittances_usd_m,usd_lkr,target_diff1,target_log,target_log_diff1,target_pct_change,split
2023-07-01,3765.0,1020.4368441837172,1387.5562815531268,540.9649875806649,329.36,41.0,8.233503140233994,0.010949501837036024,1.1009667024704628,test
2023-08-01,3600.0,1118.6450490874097,1426.0216959381046,499.1628509746794,322.66,-165.0,8.1886891244442,-0.04481401578979316,-4.3824701195219085,test
2023-09-01,3540.0,971.9093413000884,1349.281943822426,482.3674846714565,324.45,-60.0,8.17188200612782,-0.01680711831638071,-1.6666666666666718,test
2023-10-01,3569.0,927.9594595076356,1610.4858515561652,517.3867852823716,327.38,29.0,8.18004072349016,0.008158717362340084,0.8192090395480189,test
2023-11-01,3571.0,998.9726493735892,1388.7052070763218,537.3232669836915,329.04,2.0,8.18060094759445,0.0005602241042890199,0.05603810591201519,test
2023-12-01,4392.0,1001.760350345166,1488.5760792325318,569.7359351360864,323.92,821.0,8.387539983189367,0.20693903559491744,22.99075889106692,test
2024-01-01,4496.0,970.723959801696,1511.787852753663,487.56912560776783,317.41,104.0,8.410943391573527,0.02340340838416033,2.3679417122040025,test
2024-02-01,4520.0,1059.318562299895,1378.4196626938108,476.15274509709104,310.15,24.0,8.416267272826277,0.005323881252749629,0.5338078291814874,test
2024-03-01,4960.0,1148.4812078626312,1507.6996834532686,572.3817390557347,301.18,440.0,8.509161019718974,0.09289374689269714,9.734513274336276,test
2024-04-01,5471.0,877.5787392596055,1435.2460605667366,543.8344997214689,296.86,511.0,8.607216694063826,0.0980556743448524,10.30241935483871,test
2024-05-01,5410.0,1011.2546937501978,1404.5956093616087,544.4126225033511,301.89,-61.0,8.596004371840527,-0.011212322223299154,-1.114969840979707,test
2024-06-01,5654.0,1077.024307218306,1446.621209252268,519.6086007985568,305.71,244.0,8.640118538253535,0.04411416641300825,4.510166358595202,test
2024-07-01,5652.0,1130.2795584462635,1734.1215798577125,566.8300693319559,302.37,-2.0,8.639764743804419,-0.00035379444911676217,-0.035373187124154715,test
2024-08-01,5959.0,1231.6821030552203,1654.0274199404437,577.4570513490174,300.33,307.0,8.69265796074698,0.05289321694256088,5.43170559094126,test
2024-09-01,5994.0,1011.7372962546182,1645.7399723713993,555.5530322870613,299.36,35.0,8.69851424787661,0.0058562871296299335,0.5873468702802587,test
2024-10-01,6472.0,1157.9983404190527,1702.3792187489955,587.6980738774198,293.72,478.0,8.775240458738327,0.07672621086171816,7.97464130797465,test
2024-11-01,6451.0,994.1474523394417,1496.2999021514247,530.0627863192664,290.92,-21.0,8.771990436532242,-0.00325002220608539,-0.3244746600741699,test
2024-12-01,6122.0,1101.7669842074342,1924.476764720677,613.823074357784,292.58,-329.0,8.719644119505357,-0.05234631702688475,-5.099984498527355,test
2025-01-01,6065.0,1052.790385272612,1785.5256010888788,573.0150835758235,297.58,-57.0,8.71028982137815,-0.009354298127206562,-0.9310682783404078,test
2025-02-01,6086.0,1052.93148785808,1464.2031508791547,548.113782072413,295.5,21.0,8.713746330456916,0.0034565090787648245,0.34624896949710937,test
2025-03-01,6531.0,1241.6908589753436,1637.306801181216,693.3103082478191,296.35,445.0,8.784315349902657,0.07056901944574179,7.311863292803156,test
2025-04-01,6327.0,968.229286514921,1685.8880693505237,646.10543865492,299.62,-204.0,8.752581469146884,-0.031733880755773214,-3.123564538355539,test
2025-05-01,6286.0,1034.6509985166413,1507.1694013641822,641.6891662797316,299.44,-41.0,8.746080217357513,-0.006501251789371665,-0.6480164374901176,test
2025-06-01,6081.0,1141.831231934451,1682.0924071759928,635.7377767935731,299.97,-205.0,8.71292443512011,-0.033155782237402676,-3.2612153993000326,test
2025-07-01,6147.0,1302.1944091206951,1882.2219436931448,697.276061981973,302.21,66.0,8.72371943690701,0.010795001786899405,1.0853478046374043,test
2025-08-01,6178.0,1282.3296367087296,1696.4865898195253,680.7523131402743,302.45,31.0,8.728749873478527,0.005030436571518138,0.504311046038719,test
2025-09-01,6244.0,1138.4656329002578,2048.593970667373,695.7423286984454,302.61,66.0,8.739376281635323,0.01062640815679572,1.0683068954354225,test
2025-10-01,6216.0,1149.8364906123213,2156.755854772788,712.0074615828589,304.42,-28.0,8.734881892047483,-0.0044943895878404305,-0.4484304932735439,test
2025-11-01,6034.0,1047.8267117693351,1778.490946439263,712.0074615828589,308.03,-182.0,8.705165419719007,-0.02971647232847552,-2.9279279279279313,test
2025-12-01,6825.0,1047.8267117693351,1778.490946439263,712.0074615828589,309.72,791.0,8.82834762005316,0.12318220033415272,13.10904872389791,test
