date,d_gross_reserves_usd_m,d_exports_usd_m,d_imports_usd_m,d_remittances_usd_m,d_usd_lkr,ect_lag1,split,regime_init_high_vol,regime_threshold
2019-07-01,-517.9206923327711,-85.41999213204872,316.0754866333898,89.05300624209076,-0.5803000000000225,-1796.4978695603913,train,1,622.3001610473664
2019-08-01,176.64844715065556,33.970835620914386,-142.3133983049563,-107.4326217404946,2.05540000000002,-922.1740275870702,train,1,622.3001610473664
2019-09-01,-888.3803143429213,-78.75074008533477,136.93169852831352,-1.9818707504580289,2.8589000000000055,-1048.355989409415,train,1,622.3001610473664
2019-10-01,144.75105000970234,23.525731098755955,105.18736976723972,90.77812503768382,0.5179999999999723,-474.3687594449737,train,1,622.3001610473664
2019-11-01,-259.63003117211247,1.5053593714829958,-74.63405781932192,-91.78298421135469,-1.0043999999999755,-814.6902649170148,train,1,622.3001610473664
2019-12-01,121.94001832007416,21.157331195268625,43.09894874860015,149.76223703805226,0.8864999999999839,-949.7717357393512,train,0,622.3001610473664
2020-01-01,-129.65947131918074,4.942140748083148,-48.86289389381227,-84.09583537946583,0.12430000000000518,-1507.7857034010742,validation,0,622.3001610473664
2020-02-01,428.78154091863234,-16.368072491686917,-173.00325143655596,-53.60517455195645,0.17969999999999686,-1520.6084076289208,validation,0,622.3001610473664
2020-03-01,-407.77850094270616,-332.2985706158594,-357.2746335025456,-35.230898090941366,2.907900000000012,-879.4780969004706,validation,0,622.3001610473664
2020-04-01,-324.216468256046,-373.90810515488073,-82.4422407731945,-117.07233176414047,6.944099999999992,3578.2837905630345,validation,0,622.3001610473664
2020-05-01,-709.6628496149051,304.3769297110244,-128.78414983957316,56.73829603772782,-3.8111000000000104,9444.890817254858,validation,0,622.3001610473664
2020-06-01,194.79076193808396,307.44802492434656,61.628475068666944,140.74047058639178,-1.671999999999997,3642.719003997034,validation,0,622.3001610473664
2020-07-01,401.18380911899294,190.88577566417064,238.2430259622979,129.59052309659228,-0.13280000000000314,-1255.551034769353,validation,0,622.3001610473664
2020-08-01,334.2511841130481,-137.7924574968397,-4.606303820176436,-37.63175288785044,-0.8847999999999843,-3878.385534526405,validation,0,622.3001610473664
2020-09-01,-763.7620685071415,52.813511448030795,235.79698529363804,38.19355853335401,0.09899999999998954,-1363.1683323167763,validation,0,622.3001610473664
2020-10-01,-810.5769970984475,-145.7667576630231,-162.1046079650796,-71.93671404395684,-0.5751999999999953,-2769.756904098717,validation,0,622.3001610473664
