date,gross_reserves_usd_m,usd_lkr,exports_usd_m,imports_usd_m,split,regime_init_high_vol
2014-11-01,-0.9870413845604508,-0.06885150588469445,0.14261178662092547,-0.6351567703667341,train,0
2014-12-01,-0.30803559091790955,-0.21287847430184448,0.7180533249650396,0.8361695179886758,train,0
2015-01-01,-1.9846165663031408,0.04017262587718674,-0.7832891095317445,-0.7073401274176148,train,0
2015-02-01,0.27629318001827924,0.4321642401984528,-0.1469342328448847,-0.9175337092476636,train,0
2015-03-01,-1.2704018791461744,-0.16127773422303715,1.402745539871911,0.26130858886366737,train,0
2015-04-01,1.2157739618960386,-0.33207551461363205,-3.155895697302536,-0.5605093824218566,train,0
2015-05-01,-1.2863960860665413,0.04579449639162673,1.4763255382704457,0.5138755532031786,train,0
2015-06-01,1.3055449379709319,0.006240621700834421,0.5001541496680726,0.5039341122799791,train,1
2015-07-01,-1.5037828145121204,-0.4854053401915605,-0.1045023626237492,-0.8755288281803396,train,1
2015-08-01,-0.7673753096783539,-0.19996155752466344,-1.2316562102620798,-0.09727681781166488,train,1
2015-09-01,0.5939750524882867,3.2875390452866395,0.4254298673873185,0.30733594688275073,train,1
2015-10-01,-0.6711516677756043,0.7691418359142403,-0.051280917452402,0.2853296724417991,train,0
2015-11-01,1.5485527598918132,0.43089262662969074,-0.13911418235253237,-1.0407909633737358,train,1
2015-12-01,-0.016575301975764574,0.6039659260380664,-0.1890041484437603,1.0053358343590788,train,0
2016-01-01,-2.0919012081800292,-0.16957668593479688,0.6658756163405909,-0.35848912675005506,train,1
2016-02-01,0.4996114748080906,-0.2545740139504888,-0.09174435404619725,-0.9042394112857313,train,1
2016-03-01,-0.7700930338064776,0.6864200269162722,0.4817568991231963,0.6975805001753338,train,1
2016-04-01,-0.3687601189767588,-0.2680263469671566,-2.154036640937023,-0.6454335736403827,train,0
2016-05-01,-0.913312983251172,0.1588342499495066,0.5914744635702628,0.7104887021453802,train,0
2016-06-01,-0.7714776605580442,-0.3453939935704282,1.0428635595637423,0.4615217093105166,train,0
2016-07-01,2.345884843767136,-0.6216018461064827,-0.10973306724414215,-1.4440160808149243,train,1
2016-08-01,0.15908015797637562,-0.44598531956067794,-0.254114683471331,1.2164226566931067,train,1
2016-09-01,-0.34977470601922456,-0.14340821723073655,0.2516256782298724,-0.8521671257594955,train,0
2016-10-01,-0.8700496153329834,0.5575185672641101,-0.4108217458373176,1.2104656439093342,train,1
2016-11-01,-0.8858067472742942,0.38892937886132206,-0.43359835219672616,0.01314276730220777,train,1
2016-12-01,0.6924212569129181,0.35894606945105156,0.41023014067602176,0.45022634588320865,train,0
2017-01-01,-1.1999279834609038,0.3681819995818942,0.02118472676195022,-0.13577704466063015,train,0
2017-02-01,0.30339106746445627,0.3808312082393318,-0.0019339261785535724,-1.124161548985705,train,0
2017-03-01,-1.102422597417966,0.10964288294829466,1.5198878292587936,1.45897024729663,train,0
2017-04-01,-0.20083440869341168,-0.07474108451883978,-2.2300222305068327,-1.5739826618194817,train,0
2017-05-01,3.381200429428985,0.04017262587718674,0.3853140928323801,0.663690973551065,train,1
2017-06-01,0.33924358578020075,-0.034517939528727046,1.2710065884633253,-1.1011877983541265,train,1
2017-07-01,-0.561617253072939,0.20775790883099415,0.21878073694064604,0.25434255848429865,train,1
2017-08-01,1.9157199177894513,-0.6415461010267185,-0.15889245661728021,1.5030417891560905,train,1
2017-09-01,-0.8938585006097678,-0.5047472518423927,0.06300445009150266,-1.1384257425607638,train,1
2017-10-01,0.3827626671505673,0.13996082750822536,-0.3450355130258359,0.3145073044099225,train,1
2017-11-01,-0.39493703975495104,-0.24553886490945373,-0.3379310406777332,1.1982045357469693,train,0
2017-12-01,1.1925410684087543,-0.6377312603205083,0.6701242726014399,0.5898307682947753,train,0
2018-01-01,-0.6423448142239089,0.11231996414565247,-0.5114176125326667,-0.23342288764142077,train,0
2018-02-01,0.44598900571026506,0.3745400674255714,-0.47212621019679385,-0.24783961584851522,train,0
2018-03-01,-1.2738407811619064,0.2650474464541773,1.6801678217925444,-0.0333656958257961,train,0
2018-04-01,5.200372822058663,0.0523533453251115,-2.81278574039395,-1.1074211208481302,train,1
2018-05-01,-2.328321899843698,0.7349421236181637,1.1164805909455358,0.330409528845368,train,1
2018-06-01,0.8597720671018165,0.49547721051565297,0.8663576507971422,-0.25351915711359124,train,1
2018-07-01,-1.7459855270731999,-0.05084813483254119,0.40502026728031204,-0.4130237962614976,train,1
2018-08-01,0.24982294283859888,0.333313016986459,-0.3482225754127613,0.7319553350126866,train,1
2018-09-01,-2.918903740726327,2.966958571904583,0.12952453939310432,-0.724036192830483,train,1
2018-10-01,1.4252490567762224,3.793975880794381,-0.7071701553168848,0.6242799433147841,train,1
2018-11-01,-1.8679566877079858,3.2775669178265217,-0.0253883427406788,-0.7191754148344575,train,1
2018-12-01,-0.23488583233290689,1.9295226809034425,0.44985788433211565,-0.21034102028445856,train,1
2019-01-01,-1.604528984241033,0.7055611574772969,0.012974030480713605,-0.494744183942425,train,1
2019-02-01,-0.29711155605252615,-2.460890482742399,-0.537186406716983,-1.3285104444661813,train,1
2019-03-01,3.1447810924410327,-0.5140501090031521,1.3572294555495679,1.6818913806102687,train,1
2019-04-01,-0.8969913076114041,-2.6241255087505095,-3.0455983763322148,-0.8095527753950572,train,1
2019-05-01,-1.05004357659638,0.6946520515981152,1.4210839199142518,1.0532605263214394,train,1
2019-06-01,4.247642969320714,-0.10398819659983496,1.065121853564377,-2.259871139101901,train,1
2019-07-01,-1.1034709148828175,-0.7021819901465989,-0.7899868568835446,1.7944288145853395,train,1
2019-08-01,0.293638029396239,1.0618137378139998,0.27302262658596455,-0.8607741679587072,train,1
2019-09-01,-1.8486414414477534,1.5995724233306716,-0.730606431211528,0.756744140916137,train,1
2019-10-01,0.2294771902348695,0.03287757961440764,0.18002347939972602,0.5728661299634964,train,1
2019-11-01,-0.5839255270763704,-0.9860195240950737,-0.016037343832434398,-0.46874374876946207,train,1
2019-12-01,0.1835933543571124,0.27950368491982575,0.1589361680422351,0.21322093330407968,train,0
2020-01-01,-0.3224929045464714,-0.23061413723425433,0.014562420527158006,-0.3194651044414078,validation,0
2020-02-01,0.8007976200368131,-0.19353656265103134,-0.17517542780659606,-1.0385441624903642,validation,0
2020-03-01,-0.8819225736363273,1.6323666679981526,-2.9880976760561593,-2.1059302604864745,validation,0
2020-04-01,-0.7138395756564588,4.333675450179136,-3.35857278415452,-0.5139723992638138,validation,0
2020-05-01,-1.4891556044350565,-2.864460473242167,2.6806132917625143,-0.7824064281264107,validation,0
2020-06-01,0.33013085468688413,-1.4328243759319728,2.707957128787869,0.3205526229823475,validation,0
2020-07-01,0.7452854532167225,-0.40268353119361133,1.6701322078108174,1.343586770846819,validation,0
2020-08-01,0.6106521046498259,-0.9059747962944633,-1.256290913930921,-0.06311021927321182,validation,0
2020-09-01,-1.5979748684885489,-0.24754667580747208,0.4407904817482662,1.329418158360233,validation,0
2020-10-01,-1.6921419596284506,-0.6987687116199658,-1.3272909803533188,-0.9754141181066737,validation,0
2020-11-01,-0.6660707893688576,-0.02421117691894895,-0.6582083773495566,0.08475079668805166,validation,0
2020-12-01,0.1575446399168595,0.9066099553979057,1.5802869740235308,0.7915848155996116,validation,0
2021-01-01,-1.7159288020288708,-0.06811530855541915,-0.2768590304694227,0.33975285124494503,validation,0
2021-02-01,-0.5823958987250323,4.377780362905394,0.10466831522516098,-0.4302363862512008,validation,0
2021-03-01,-1.1233296747463477,3.0526251702196143,1.2353110319207035,2.2940429624147924,validation,0
2021-04-01,0.77415950919823,0.020830714226373597,-2.483182990986526,-1.3047461498267818,validation,0
2021-05-01,-0.9425258288378806,-0.34057524741519934,0.6251437397840702,-0.612998795992945,validation,0
2021-06-01,-0.00694434111844728,0.7837988554696964,0.9972480905439822,0.2634494278254099,validation,0
2021-07-01,-2.584401892730589,-1.143699606618699,0.8334861723572415,0.25835841693088246,validation,0
2021-08-01,1.4220283688901647,6.445825587854428,-0.05524808184269072,-0.17213567020146164,validation,1
2021-09-01,-1.7499612046714532,-7.013200131797671,-0.6222193018657,-0.9669005722199033,validation,1
2021-10-01,-0.9366283796213767,0.9444237273104039,1.3762519592188958,0.9381212007367753,validation,1
2021-11-01,-1.4311783703798069,-0.19333578156122377,0.14090904185962058,0.3710788342694499,validation,1
2021-12-01,3.0578193635414093,-1.3980223203664925,-0.5207750139052206,2.7228230666798385,validation,1
2022-01-01,-1.6257718156686154,0.1948409920537941,-0.5074029391519576,-1.6675648019857732,validation,1
2022-02-01,-0.1630538313987902,-0.4008095743554647,-0.11193804408974617,-0.5370965586689523,validation,1
2022-03-01,-0.85471126202299,65.23452868155115,-0.3420088058283906,-0.34943579914296635,validation,1
2022-04-01,-0.2728909772756409,28.364427891116833,-0.8069571955392701,-0.7312368217610458,validation,1
2022-05-01,0.08917464826779124,12.342096925006826,0.6596519453745239,-1.4700516499459793,validation,1
2022-06-01,-0.12806472705826802,-0.9027622988576568,-0.02944047804327338,-0.03642835144502147,validation,0
2022-07-01,-0.13611062984812208,0.3019242399476118,-0.02944047804327338,-0.03642835144502147,validation,0
2022-08-01,-0.2628335987883233,-0.07955983067408764,1.5471206318730912,0.16286782494454255,validation,0
2022-09-01,0.06302546420076559,0.8574185883966937,-1.3252783945332454,-1.2036517807791307,validation,0
2022-10-01,-0.21053523065427202,-0.046096315707229184,-0.02944047804327338,0.2607361915738882,validation,0
2022-11-01,0.14147301640184254,-0.38742416836875176,-0.7817886769716268,0.5943663510021663,validation,0
2022-12-01,0.12336973512467093,-0.3673460593886443,0.613953740808075,-0.14648985622013097,validation,0
2023-01-01,0.38687305149239093,-0.9629966257979411,-0.8256336811334252,-0.04913638960518084,test,0
2023-02-01,0.135438589309452,-0.655132288103239,0.004313766908597257,-2.366887997176147,test,0
2023-03-01,0.8937649272531959,-26.910606131064576,0.4646593040904717,2.44563720063677,test,0
2023-04-01,0.07308284268808314,-0.47442930728246197,-1.710833260243221,-0.14269461585213422,test,0
2023-05-01,1.4066912301063914,-17.801837357098123,1.4919871735134853,0.16670106080907535,test,0
2023-06-01,0.40698780846702604,8.594183248723816,-0.1553831309959607,-0.5993306324150949,test,0
2023-07-01,0.020784474554031842,13.426314809931602,0.10494781172723525,0.0705581577548932,test,0
2023-08-01,-0.39357951912345157,-4.797915440994663,0.8449671722927542,0.18638133342227778,test,0
2023-09-01,-0.18237457088978284,0.8841894003701196,-1.3359181353075436,-0.4809409157595914,test,0
2023-10-01,-0.003353233815530299,1.6471575416134803,-0.4207531276164034,1.4765869455119884,test,0
2023-11-01,-0.05766307764704511,0.7971842614564474,0.6028333381256239,-1.3210856545395877,test,0
2023-12-01,1.589735518575571,-3.7404683680433886,-0.004619873097013275,0.5420704872737897,test,0
2024-01-01,0.14750744349423306,-4.670754084120776,-0.3057764252957474,0.09802510567083747,test,0
2024-02-01,-0.013410612302847857,-5.172706808623006,0.7593713964724352,-0.8089593347629314,test,0
2024-03-01,0.8233632778419729,-6.317159020487951,0.7644290309321925,0.7124220417097735,test,0
2024-04-01,0.9661780523618823,-3.2050521285743763,-2.441450668777295,-0.4561136490287894,test,0
2024-05-01,-0.18438604658724636,3.0526251702195952,1.160758216527813,-0.21397011157544524,test,0
2024-06-01,0.4291140411391247,2.242808108022739,0.5561465737977983,0.20700359430970597,test,0
2024-07-01,-0.06570898043689916,-2.549167235224833,0.4447235608978602,1.6289083672164038,test,0
2024-08-01,0.555837010079326,-1.6791158460877307,0.8734083303283207,-0.5003712158652526,test,0
2024-09-01,0.008715620369250771,-0.962996625797903,-1.9877434722454923,-0.08443312692286438,test,0
2024-10-01,0.8997993543455864,-4.08848892369823,1.2728109589821135,0.2916526750638741,test,0
2024-11-01,-0.10392701868870588,-2.187761273583279,-1.4883050422786523,-1.2301362140257333,test,0
2024-12-01,-0.7234615335074674,0.7971842614564093,0.9287619662762896,2.4437724560050658,test,0
2025-01-01,-0.17634014379739232,3.032547061239526,-0.46550906149864374,-0.8412985309493517,test,0
2025-02-01,-0.01944503939523839,-1.7058866580611567,-0.02818415551567655,-1.8976783864888984,test,0
2025-03-01,0.8334206563292905,0.2550753189940784,1.6511995289644008,0.9662690168236598,test,0
2025-04-01,-0.47202707132452854,1.8747094433877907,-2.464235933950472,0.24497709353270172,test,0
2025-05-01,-0.14415653263797612,-0.4342730893222851,0.5619526054539369,-1.071650530397852,test,0
2025-06-01,-0.47403854702199205,0.040908823206481065,0.9248506237769798,0.9768075755333537,test,0
2025-07-01,0.07107136699061962,1.1853610350714272,1.3983708652284303,1.1228155999587557,test,0
2025-08-01,0.0006697175793967243,-0.1531795636010469,-0.20630868356887547,-1.1122944594014563,test,0
2025-09-01,0.07107136699061962,-0.20672118754793672,-1.3103496002643782,2.003142411551828,test,0
2025-10-01,-0.11800734857095047,0.8975748063568706,0.0718012153983398,0.5900959093099253,test,0
2025-11-01,-0.4277746059803313,2.102261345162101,-0.9376958638011659,-2.2275157573580486,test,0
2025-12-01,1.5293912476516656,0.8172623704365548,-0.02944047804327338,-0.03642835144502147,test,0
