date,gross_reserves_usd_m,usd_lkr,exports_usd_m,imports_usd_m,split,regime_init_high_vol
2007-02-01,0.05296808571344803,-0.2051818658594788,0.8464500740210933,-0.3950663096211588,train,0
2007-03-01,0.05497956141091154,0.09438352012342555,0.37029695992302886,0.6983037379475873,train,0
2007-04-01,0.05296808571344803,-0.27003415786516544,-0.9108539831828617,0.51468762718445,train,0
2007-05-01,0.05296808571344803,0.6499447956024528,0.9103229131200308,0.2232378920640258,train,0
2007-06-01,0.05296808571344803,-0.20223707654239664,0.23814331422103655,-0.9280335121415394,train,0
2007-07-01,0.05296808571344803,0.1588342499495066,0.11891204782943778,-0.2099546808324788,train,0
2007-08-01,0.05497956141091154,0.02852732266873925,-0.3062997776440132,0.5872991477390829,train,0
2007-09-01,0.05296808571344803,0.46094286306989707,0.5628544171011635,0.3588828121393958,train,0
2007-10-01,0.05296808571344803,-0.637195844081031,-0.8773885828997329,0.3656676268588672,train,0
2007-11-01,0.05296808571344803,-1.9469578198820896,-0.4412757592332234,-0.42183769955541345,train,0
2007-12-01,0.05296808571344803,-1.3358471095581446,2.317837520727725,0.8437668055392487,train,0
2008-01-01,-0.21254670635173553,-0.8059188865437098,-2.606658048548171,0.05267328005756209,train,0
2008-02-01,-0.21254670635173553,-0.5337935828335804,0.7459743446926118,-1.2363391457913757,train,0
2008-03-01,-0.21254670635173553,-0.4096439423067017,0.3158987831626881,1.0009518264419754,train,0
2008-04-01,-0.21254670635173553,-0.2500229759150128,-0.6503489737722613,0.8438737230063188,train,0
2008-05-01,-0.21254670635173553,-0.3195601600160471,1.1778647765897603,-0.4247107505221351,train,0
2008-06-01,-0.21455818204919905,-0.3186231815969738,-0.8380557879985532,-0.20004648086595572,train,0
2008-07-01,-0.21254670635173553,-0.4173405507490769,1.6910119712978728,0.30469255170614035,train,0
2008-08-01,-0.21254670635173553,-0.24051933766442687,-0.8107483127753516,0.006763044013389305,train,0
2008-09-01,-0.21254670635173553,-0.2433971999515827,-1.0115551197034998,-0.22835565793495072,train,0
2008-10-01,-0.21254670635173553,-0.08437857682928794,0.07480034740862043,-0.02957502293570687,train,0
2008-11-01,-0.21254670635173553,0.886397992357955,-0.17341757652493325,-1.4877710698125552,train,0
2008-12-01,-0.21254670635173553,0.6814004996712548,0.29328269478301616,0.3446602661600143,train,0
2009-01-01,0.3969304299797085,1.2403081266469698,-1.7106849279344019,-2.1925008027645574,train,0
2009-02-01,0.3969304299797085,-0.09020122843351644,0.26550031624966963,-0.4784064781977633,train,0
2009-03-01,0.3969304299797085,-0.19266651126188433,0.9299512799072719,2.3804504536585815,train,0
2009-04-01,0.3969304299797085,1.709533533511607,-1.7601156237516458,-2.3702755567884943,train,0
2009-05-01,0.3969304299797085,-0.7386572214604088,0.8683156391414802,0.8481954887119274,train,0
2009-06-01,0.3969304299797085,-1.5596510976561901,0.2087991804444725,0.37908544920230797,train,0
2009-07-01,0.3969304299797085,-0.32069791952491844,0.7454100278459115,0.509106742926716,train,0
2009-08-01,0.3969304299797085,-0.3709601190050754,0.48808735140651066,-0.5994081791133671,train,0
2009-09-01,0.3969304299797085,-0.27906930690620046,-1.2949105893938153,-0.25921812833841495,train,0
2009-10-01,0.3969304299797085,-0.30235991332310497,0.5085871816213078,1.3498940082181718,train,0
2009-11-01,0.398941905677172,-0.5135816197936297,-0.16896826428962675,-0.6634058026403665,train,0
2009-12-01,0.3969304299797085,-0.4487962548178694,0.9534139241802677,0.87678765677882,train,0
2010-01-01,0.24606975266994513,-0.2634083819017353,-0.6251027532366288,0.8050966792998183,train,0
2010-02-01,0.24808122836740865,-0.21408316084065168,0.2070076353910755,-1.5668693338082267,train,0
2010-03-01,0.24606975266994513,-0.584189636373609,0.6196981718640464,-0.018918960590436615,train,0
2010-04-01,0.24808122836740865,-0.4980545488490267,-2.3482125793618316,0.11130096885028136,train,0
2010-05-01,0.24606975266994513,-0.39819942018805227,0.532773055130723,0.245056599445049,train,0
2010-06-01,0.24606975266994513,-0.40884081794750005,0.556801137008461,0.32879744158388,train,0
2010-07-01,0.24808122836740865,-0.7176421340612565,2.2390668487682786,0.02109771019481311,train,0
2010-08-01,0.24606975266994513,-0.6887965841598575,-0.7077569255535985,-0.15242803600642324,train,0
2010-09-01,0.24808122836740865,-0.3766489165494322,-0.8263825777355335,-0.11292594766567988,train,0
2010-10-01,0.24606975266994513,-0.7393934187896746,1.9192260475088658,0.8199531633038707,train,0
2010-11-01,0.24808122836740865,-0.41519888579119635,-1.276141381314652,-0.7614435479590635,train,0
2010-12-01,0.24606975266994513,-0.6533921853249735,-0.5776882193246775,1.7924222856738257,train,0
2011-01-01,-0.1381221055455856,-0.439694178746908,1.6812432370560717,0.7698114454925161,train,0
2011-02-01,-0.1381221055455856,-0.32223724121338587,-0.9735257970226516,-1.959783893003667,train,0
2011-03-01,-0.1381221055455856,-0.6519197906664325,0.9839661973008427,2.270492692347963,train,0
2011-04-01,-0.1381221055455856,-0.3735702731724784,-1.6511382817519231,-0.86938086469163,train,0
2011-05-01,-0.1381221055455856,-0.6149760701430715,0.7495514690564775,1.0809373250381815,train,0
2011-06-01,-0.1381221055455856,-0.4635871284332066,-0.16937481730500345,-0.12087319092648892,train,0
2011-07-01,-0.1381221055455856,-0.36875152701726854,1.2323026812771363,0.549552018065917,train,0
2011-08-01,-0.1381221055455856,-0.14186889554226914,-0.10039724469092444,0.3530530480784204,train,0
2011-09-01,-0.1381221055455856,-0.08692180396676455,-0.882212116398733,-0.4674546578042182,train,0
2011-10-01,-0.1381221055455856,-0.2906476830847121,0.24443732639847002,-0.06915666955613137,train,0
2011-11-01,-0.1381221055455856,0.4444788137062207,-0.05948519697214356,1.2924763205450807,train,0
2011-12-01,-0.1381221055455856,1.4170624127016744,0.3945637091113014,-0.6770476972481457,train,0
2012-01-01,0.0006697175793967243,-0.3052377756102513,-0.43192997830318847,0.19058588042783178,train,0
2012-02-01,-0.0013417581180667874,2.0028747057106964,-0.627482318312903,-1.9730450176112442,train,0
2012-03-01,0.0006697175793967243,5.294346037846399,0.3262145556841914,1.5443516792249319,train,0
2012-04-01,0.0006697175793967243,1.536259453013462,-1.036845658748105,-2.429731255086474,train,0
2012-05-01,-0.0013417581180667874,0.0741715570834749,0.4883140455326185,0.7434023191946015,train,0
2012-06-01,0.0006697175793967243,1.5918758148882965,-0.4759480932785722,-0.9400957749628531,train,0
2012-07-01,-0.0013417581180667874,0.10977673700816636,0.3145847211706185,-0.5810235818541014,train,0
2012-08-01,0.0006697175793967243,-0.6452270876730759,0.27738589204546654,2.4254391333436534,train,0
2012-09-01,0.0006697175793967243,-0.6344518358537469,-0.2733385112344103,-2.559573881295144,train,0
2012-10-01,-0.0013417581180667874,-1.9365172032124398,-0.306772817058871,1.4968558377917478,train,0
2012-11-01,0.0006697175793967243,0.4545847952262008,0.48013033107817704,1.9271650997507483,train,0
2012-12-01,-0.0013417581180667874,-1.7848605533828505,0.3567309230645424,-2.343423948270163,train,0
2013-01-01,0.004692668974323747,-1.194564149368269,-1.2964412678837653,0.03539227264748182,train,0
2013-02-01,0.004692668974323747,-0.304300797191178,0.5852323740896924,-0.6098313790794346,train,0
2013-03-01,0.004692668974323747,-0.33635884452938364,0.27612252882556454,0.6098460559990045,train,0
2013-04-01,0.004692668974323747,-0.8045134189151046,-1.2357552606573814,-0.14802550790796198,train,0
2013-05-01,0.002681193276860236,-0.12915275985487662,0.8371277793954047,0.0982284732326996,train,0
2013-06-01,0.004692668974323747,0.8034084752402529,0.09294071737252368,-0.264691445378653,train,0
2013-07-01,0.004692668974323747,1.8425844690196682,0.43076539020507126,-0.4787555172094643,train,0
2013-08-01,0.004692668974323747,0.2441662131148777,0.4988744244208679,0.20614070160563913,train,0
2013-09-01,0.004692668974323747,-0.06061948120285154,-0.20397338828759518,0.029737053700911825,train,0
2013-10-01,0.002681193276860236,-1.2179886098450359,1.2375169812171125,-0.5732520486328045,train,0
2013-11-01,-0.9243827159164433,-0.2508930273041503,-0.11392953775629612,0.983210860818346,train,0
2013-12-01,0.9242580412085556,-0.5314511367859017,-0.4226433984878715,-0.14413603604561867,train,0
2014-01-01,1.0512871772359338,-0.36640908096958047,-0.7752645820344649,0.5681062995259288,train,0
2014-02-01,0.3626715020551154,-0.23944850518550087,-0.5775707080249071,-1.3978646437588653,train,0
2014-03-01,-0.4636346278620915,-0.4550873956316298,1.9983852228486036,1.421432573853419,train,0
2014-04-01,1.6219324732441867,-0.3085172000769937,-2.7525803916855485,-1.3550734872438857,train,0
2014-05-01,-0.31124427050075343,-0.4545519793921811,1.03251135807246,-0.5650470211014595,train,0
2014-06-01,0.7254866088312585,-0.3886957819374758,0.8801806347986779,0.4629228476261431,train,0
2014-07-01,-0.4443964831800028,-0.3533583101325277,-0.2881642919761498,2.3148585380164466,train,0
2014-08-01,0.3645379835389412,-0.33890207166686026,0.29107183208034104,-0.7362638756316513,train,0
2014-09-01,-0.7935273125705851,-0.2593258330757818,-0.8289430127148276,-0.3668873606824445,train,0
2014-10-01,-0.12380891232064696,-0.10927543196459572,-0.03834248487533766,0.44278200715625354,train,0
