date,gross_reserves_usd_m,exports_usd_m,imports_usd_m,usd_lcy,m2_lcy_m,country,country_code,trade_balance_usd_m,m2_usd_m,reserve_change_usd_m,reserve_change_pct
2015-01-01,14961.70169283813,1610.0,4213.0,7.5607,1627971.08330812,egypt,EGY,-2603.0,215320.1533334374,34.703641098411026,0.23248908439674754
2015-02-01,15065.160480261999,1681.0,4469.0,7.6051,1637803.2452333798,egypt,EGY,-2788.0,215355.91185301702,103.45878742386776,0.6914907779065782
2015-03-01,14794.61966365938,2017.0,5552.0,7.6032,1682651.1004183702,egypt,EGY,-3535.0,221308.27814845988,-270.5408166026191,-1.7958044121539563
2015-04-01,19977.35426336728,1857.0,6119.0,7.6064,1700842.8049958101,egypt,EGY,-4262.0,223606.80545275167,5182.734599707901,35.03121214017053
2015-05-01,19078.52655511739,2146.0,5512.0,7.6061,1720475.50384482,egypt,EGY,-3366.0,226196.80307185286,-898.8277082498898,-4.499232963486466
2015-06-01,19562.691957661962,1913.0,5403.0,7.6061,1765920.0446673601,egypt,EGY,-3490.0,232171.55239444133,484.1654025445714,2.5377504973763454
2015-07-01,17980.883536680612,1696.0,6177.0,7.8085,1799918.7318646202,egypt,EGY,-4481.0,230507.61757887175,-1581.8084209813496,-8.085842298210988
2015-08-01,17578.119527593102,1695.0,5297.0,7.809,1819547.87802815,egypt,EGY,-3602.0,233006.5153064605,-402.7640090875102,-2.239956719956948
2015-09-01,15751.62526295028,1435.0,4113.0,7.8057,1850736.12214137,egypt,EGY,-2678.0,237100.59599284755,-1826.4942646428226,-10.390726162577845
2015-10-01,15825.49168450391,1647.0,4632.0,8.0066,1868605.26569856,egypt,EGY,-2985.0,233383.11714067892,73.86642155363006,0.46894476170260546
2015-11-01,15845.881612771429,1657.0,6055.0,7.8078,1877260.12967818,egypt,EGY,-4398.0,240433.94165810855,20.38992826751928,0.1288423050228804
2015-12-01,15858.88732577556,1995.0,6032.0,7.808,1905896.8697952,egypt,EGY,-4037.0,244095.39828319673,13.005713004131394,0.08207629794261262
2016-01-01,15927.26502242147,1373.0,4254.0,7.8086,1909855.40504808,egypt,EGY,-2881.0,244583.5879732705,68.37769664590996,0.4311632666358367
