target,origin,forecast_mean,forecast_lower,forecast_upper,actual
2021-04-01,2021-01-01,10078.620039251731,4495.904618864547,17442.92511321717,4470.738472224253
2021-10-01,2021-07-01,14318.329718293724,-11357.674661690262,40415.37037178258,2269.211946488995
2024-07-01,2024-04-01,133787.0290109359,62361.26103579084,209110.04958012822,5652.0
2025-01-01,2024-10-01,57469.38668498424,40553.594928524486,75752.65101074593,6065.0
