date,const_mean,const_lower_16,const_upper_84,const_lower_5,const_upper_95,gross_reserves_usd_m_lag1_mean,gross_reserves_usd_m_lag1_lower_16,gross_reserves_usd_m_lag1_upper_84,gross_reserves_usd_m_lag1_lower_5,gross_reserves_usd_m_lag1_upper_95,trade_balance_usd_m_lag1_mean,trade_balance_usd_m_lag1_lower_16,trade_balance_usd_m_lag1_upper_84,trade_balance_usd_m_lag1_lower_5,trade_balance_usd_m_lag1_upper_95,usd_lkr_lag1_mean,usd_lkr_lag1_lower_16,usd_lkr_lag1_upper_84,usd_lkr_lag1_lower_5,usd_lkr_lag1_upper_95
2020-11-01,275.464936588892,275.30716516082936,275.6359805295278,275.2024361920828,275.7462113547058,131.06548962349873,130.92487083128972,131.20668063934872,130.83101967300954,131.30207770879198,-0.09938414760792053,-0.15155716286825455,-0.04596802944591535,-0.1808347476195117,-0.017681481430723067,2.4597887077143548,2.4558468750694846,2.4637786260794883,2.4531312966735803,2.466001185872142
2020-12-01,275.47475182740504,275.30861341681987,275.64570920309075,275.17791195133606,275.737236318118,131.56714324349778,131.43291656831593,131.7145576520345,131.33574578027182,131.8028187271157,-0.09875608172877473,-0.14638540952338408,-0.04938135231332144,-0.17363109161243273,-0.00978046307505456,1.8291526606968929,1.824530944368725,1.8341027265901082,1.8210701064341208,1.8369720505066367
2021-01-01,275.48675494459343,275.3277398149029,275.6553021381377,275.22880313161255,275.7498285023507,132.04633951693603,131.91447497939154,132.18511910242265,131.81265800829337,132.25551537800885,-0.089804682679749,-0.14314789838850178,-0.03994614811491459,-0.17224237056953282,-0.002074284830190497,0.9933278173231205,0.9892505997890378,0.997231898151319,0.9869655460333646,1.0002441925163819
2021-02-01,275.4719306808835,275.3166205570584,275.6345677410499,275.20950676898707,275.74248265916634,132.53123342850546,132.39243166551177,132.65410113598884,132.32915043175475,132.74926342607847,-0.0799379210159221,-0.12763059900000967,-0.030745153603950734,-0.1656288913524237,0.0059949696700588246,0.6286843731328401,0.6227827089252774,0.6343927778627136,0.6189631550555331,0.6376849547606502
2021-03-01,275.48284855490334,275.32312506976245,275.6320766969353,275.2086735559728,275.7519976843939,133.01262695965323,132.8735613768296,133.14030392493808,132.79662923925247,133.2501591083619,-0.06186573903957117,-0.11117365032526574,-0.013574227793619692,-0.14583999998295083,0.01868252355616138,-0.0009695638103555238,-0.006264852196588496,0.004230331728044922,-0.009469051427637015,0.007019245618543192
2021-04-01,275.4762049271004,275.3124079650106,275.6428539139276,275.22168723616176,275.7105173246206,133.49168761036626,133.35916174275863,133.62154269431338,133.26771800689212,133.73568410091298,-0.05273638454413449,-0.09689187141314039,-0.007720427377408102,-0.12655720251866906,0.02837387589903795,-0.17727408219593183,-0.18438068823808876,-0.1702030883864181,-0.18846913973939,-0.1655175868040278
2021-05-01,275.48764628428523,275.3171594387244,275.6510636969189,275.2267049787044,275.7430565325574,133.98676867538617,133.84370276822867,134.11797697195618,133.75431345004282,134.22300769312366,-0.032361061618259176,-0.08260930860478223,0.01638445417226977,-0.10996323398627787,0.04456058944117172,-1.0124326012628595,-1.019335232465067,-1.0053188326025135,-1.0237462136892388,-1.0016553253015563
2021-06-01,275.4948167633257,275.32994756037675,275.6595099493103,275.2135894646922,275.7670289661924,134.45334457575987,134.32125983514237,134.58186684185804,134.24491398945148,134.66963034070147,-0.012242789884078065,-0.06325027311274826,0.03741772738417396,-0.08915647394718015,0.06880272481940027,-1.408630959539079,-1.4159317776066958,-1.4017570100779841,-1.4197909401684927,-1.3974388163379594
2021-07-01,275.49369681607203,275.3301673897418,275.6535369643066,275.21781365665544,275.7573083376811,134.92658594297907,134.79601329813858,135.06566150966643,134.69341151829852,135.16856657845062,0.010887130779273566,-0.036695611279576386,0.05797516697312991,-0.06773475042758323,0.08971287103601278,-1.9389204459221046,-1.9458502318141586,-1.9322267100350459,-1.9493866744822448,-1.9282935666008398
2021-08-01,275.49095810146923,275.32677057762317,275.6483790264163,275.2213923136224,275.77310737346596,135.39970345990787,135.26681788296597,135.53011449786715,135.16710756598954,135.62039851585777,0.031240723967466376,-0.014435734899863082,0.07708187572561649,-0.05082131305097366,0.10540998787184161,-1.1723061120121465,-1.1806598683071472,-1.163762643892428,-1.1858854752518746,-1.1591992207284265
