date,const_mean,const_lower_16,const_upper_84,const_lower_5,const_upper_95,gross_reserves_usd_m_lag1_mean,gross_reserves_usd_m_lag1_lower_16,gross_reserves_usd_m_lag1_upper_84,gross_reserves_usd_m_lag1_lower_5,gross_reserves_usd_m_lag1_upper_95,exports_usd_m_lag1_mean,exports_usd_m_lag1_lower_16,exports_usd_m_lag1_upper_84,exports_usd_m_lag1_lower_5,exports_usd_m_lag1_upper_95,imports_usd_m_lag1_mean,imports_usd_m_lag1_lower_16,imports_usd_m_lag1_upper_84,imports_usd_m_lag1_lower_5,imports_usd_m_lag1_upper_95,remittances_usd_m_lag1_mean,remittances_usd_m_lag1_lower_16,remittances_usd_m_lag1_upper_84,remittances_usd_m_lag1_lower_5,remittances_usd_m_lag1_upper_95
2014-01-01,-10671.912182369015,-10672.0308457357,-10671.78060152512,-10672.116136288127,-10671.70680949176,-7772053.074621715,-7772053.185982429,-7772052.9519529585,-7772053.261590535,-7772052.89793537,1120698.6447796843,1120698.5962281057,1120698.6960299301,1120698.5667413387,1120698.7250162724,5383424.170734051,5383424.101551578,5383424.237524559,5383424.051018272,5383424.279906218,-71963.92533608548,-71963.93699703003,-71963.914188157,-71963.9454539782,-71963.9045262293
2014-02-01,-10745.447660224441,-10745.578320626446,-10745.318743282101,-10745.652181206277,-10745.247303267703,-7824019.793397027,-7824019.914143073,-7824019.677239232,-7824019.975473447,-7824019.59341788,1126439.2209745874,1126439.1672017945,1126439.2724376633,1126439.1395747717,1126439.3058514788,5427731.413306393,5427731.3455622075,5427731.482308636,5427731.297866108,5427731.519311656,-41117.44530283852,-41117.45549994929,-41117.43575489044,-41117.46321886322,-41117.42882403799
2014-03-01,-10817.952393245801,-10818.077160040159,-10817.8245009134,-10818.163124635103,-10817.750961850297,-7875428.019374433,-7875428.126914643,-7875427.917168123,-7875428.194224135,-7875427.834907771,1147313.3417718234,1147313.291979459,1147313.3947675175,1147313.2578034352,1147313.4242365276,5461410.686553745,5461410.623093527,5461410.75050561,5461410.572234774,5461410.802433173,-19898.86941554717,-19898.87864381918,-19898.860367655318,-19898.8846744193,-19898.85532296196
2014-04-01,-10888.326577193917,-10888.448997651052,-10888.202707856733,-10888.52279703422,-10888.13979622678,-7925761.914466304,-7925762.021860966,-7925761.808758157,-7925762.107129534,-7925761.724744475,1179981.1301083288,1179981.0826623829,1179981.1830722864,1179981.0421285091,1179981.2144006386,5505009.028997349,5505008.961046802,5505009.095833,5505008.919379114,5505009.144056939,-25244.418685668366,-25244.42930242843,-25244.40711284373,-25244.437114069056,-25244.3993771205
2014-05-01,-10960.810257038229,-10960.943854360006,-10960.684743142621,-10961.03677920106,-10960.597694016438,-7977370.403246628,-7977370.517060838,-7977370.295833364,-7977370.586307043,-7977370.2259287685,1187399.7082578223,1187399.6536648402,1187399.760334846,1187399.6221008732,1187399.7904658434,5543617.288922779,5543617.219700417,5543617.360978172,5543617.1747569395,5543617.404292783,-95269.8734280915,-95269.88255707691,-95269.86432341255,-95269.88765418749,-95269.85872030555
2014-06-01,-11031.817868666401,-11031.934199070722,-11031.69953818955,-11032.0225444621,-11031.59892873358,-8028171.019607126,-8028171.132141915,-8028170.91386834,-8028171.194096697,-8028170.847756553,1211469.4145024754,1211469.3699996762,1211469.463736845,1211469.3343011315,1211469.5019229031,5576839.249964273,5576839.175749109,5576839.324525847,5576839.134317002,5576839.373821995,-60200.29207935741,-60200.30060651699,-60200.28332620516,-60200.30766386903,-60200.27874467453
2014-07-01,-11102.752010846389,-11102.882082161887,-11102.634031422542,-11102.960704116062,-11102.550198002997,-8078920.324953134,-8078920.44341656,-8078920.205848739,-8078920.50932073,-8078920.135625519,1232078.1857756602,1232078.135348723,1232078.2346654139,1232078.1087472828,1232078.268387916,5618460.674113272,5618460.603884113,5618460.741315593,5618460.567806919,5618460.78249894,-30789.95874160877,-30789.96767629973,-30789.95014143083,-30789.972626073304,-30789.94510941221
2014-08-01,-11173.926168360882,-11174.051011167165,-11173.811273527872,-11174.121719048602,-11173.715816042022,-8129815.887618685,-8129816.007088083,-8129815.768005295,-8129816.076679072,-8129815.701761389,1242748.7404611446,1242748.6931167645,1242748.7865352733,1242748.6630745614,1242748.8135907296,5678756.930111166,5678756.861574373,5678756.998380849,5678756.824331056,5678757.03727963,-31296.606816912765,-31296.61717689366,-31296.595927332914,-31296.623035942277,-31296.589141330616
2014-09-01,-11245.159694144042,-11245.28669059923,-11245.035221986198,-11245.374509192074,-11244.947802901897,-8180749.041387199,-8180749.160743112,-8180748.914948417,-8180749.235928801,-8180748.845236423,1261779.4763335052,1261779.4253956014,1261779.526956177,1261779.3860143523,1261779.5591451288,5715090.87040618,5715090.805679612,5715090.934791897,5715090.749392257,5715090.982642106,39831.83966868187,39831.82988858617,39831.84966182197,39831.824038816165,39831.85609191019
2014-10-01,-11314.503398230956,-11314.632509419665,-11314.368305861686,-11314.718663989228,-11314.28831924577,-8230640.836052971,-8230640.953425724,-8230640.708727954,-8230641.035458485,-8230640.644134001,1286342.6554104553,1286342.6068049748,1286342.706727651,1286342.568692262,1286342.7442637256,5762303.738347042,5762303.669798099,5762303.805679617,5762303.627280063,5762303.8567872085,-24711.32071188856,-24711.33053260814,-24711.311431181286,-24711.334993074834,-24711.305125873405
2014-11-01,-11383.170672913146,-11383.290596736098,-11383.052433868781,-11383.380977315013,-11382.970480047807,-8280145.889285222,-8280145.997878381,-8280145.77768225,-8280146.0828594705,-8280145.703834246,1309073.4796270437,1309073.4277589829,1309073.5273629462,1309073.3974187707,1309073.5596715077,5810539.485259281,5810539.411715015,5810539.556241209,5810539.3805810455,5810539.599824476,-41225.43753238439,-41225.44841237477,-41225.428484359174,-41225.45351407751,-41225.42086852554
2014-12-01,-11450.909410709379,-11451.035123678424,-11450.784256362062,-11451.11636315647,-11450.680823011446,-8329099.973187216,-8329100.0780110955,-8329099.870849177,-8329100.155040735,-8329099.800553054,1341537.7387727974,1341537.6855980344,1341537.7883629564,1341537.6520573592,1341537.8229604375,5854209.226417438,5854209.154481336,5854209.296466107,5854209.113183345,5854209.332474952,-62096.24857583028,-62096.2593777372,-62096.23794216334,-62096.26513704373,-62096.23160561129
2015-01-01,-11518.908651046351,-11519.039062653197,-11518.78476397323,-11519.133278822932,-11518.7061125641,-8378200.238295251,-8378200.352995819,-8378200.12375752,-8378200.44228112,-8378200.046736612,1372732.3213958112,1372732.274905091,1372732.3668208478,1372732.2448439293,1372732.4041749716,5904263.380336037,5904263.299901298,5904263.449743038,5904263.26858949,5904263.505805469,-105548.08912007025,-105548.09967924503,-105548.07782101951,-105548.10630679945,-105548.0702797856
2015-02-01,-11590.02684760821,-11590.157769042075,-11589.902690833278,-11590.221834056514,-11589.813880951579,-8429520.72966543,-8429520.847801551,-8429520.614989288,-8429520.913767476,-8429520.531202234,1375547.2642909845,1375547.2113183439,1375547.3185405736,1375547.1773372279,1375547.3506933344,5944149.403701189,5944149.337206039,5944149.467720963,5944149.285264037,5944149.5141924685,51166.71355175443,51166.70232876428,51166.72508818255,51166.69468725071,51166.73311784766
2015-03-01,-11659.445829686918,-11659.575845867485,-11659.319849434314,-11659.666092222185,-11659.233745247186,-8479956.18419831,-8479956.298386494,-8479956.063982341,-8479956.367854234,-8479956.006455695,1402265.772341376,1402265.7217604218,1402265.821656944,1402265.6842288112,1402265.8614813625,5977671.880358168,5977671.809623931,5977671.950788108,5977671.752543714,5977671.997137905,56364.64321961061,56364.633108347865,56364.65335839737,56364.626081999566,56364.660309583654
2015-04-01,-11726.505634274898,-11726.639646557156,-11726.374311328922,-11726.720289677354,-11726.286419580912,-8529179.085507888,-8529179.19771538,-8529178.973017417,-8529179.282927545,-8529178.905470269,1450491.2829637798,1450491.2323652646,1450491.3325715696,1450491.2041252397,1450491.366700479,6023395.1473989,6023395.0740153175,6023395.22426057,6023395.033845929,6023395.271259896,-37105.45499240611,-37105.46650393701,-37105.44293387963,-37105.47454342837,-37105.434870797435
2015-05-01,-11797.96005924958,-11798.079981486973,-11797.821975881832,-11798.186761549117,-11797.737386805515,-8581234.699375376,-8581234.803907657,-8581234.58192805,-8581234.90989141,-8581234.505258717,1444135.8484375244,1444135.7952901148,1444135.89841696,1444135.7664943542,1444135.9293443535,6075550.560319911,6075550.490250536,6075550.627030779,6075550.450863448,6075550.668895053,-128253.89713556747,-128253.90706137974,-128253.88714294798,-128253.91353668414,-128253.8802152
2015-06-01,-11868.427133762487,-11868.55902633013,-11868.296364395532,-11868.630789054856,-11868.223431840634,-8632716.719945578,-8632716.828868281,-8632716.606682295,-8632716.903269019,-8632716.54102541,1458672.2112106588,1458672.1590322605,1458672.2646120214,1458672.1277678013,1458672.2931028306,6120453.966282876,6120453.895281192,6120454.02958455,6120453.852955741,6120454.0721749505,17138.872187463443,17138.86016077582,17138.883402251166,17138.852294775126,17138.890586208774
2015-07-01,-11937.64969672037,-11937.775985326549,-11937.517466014584,-11937.8558046995,-11937.440728753581,-8683524.67663546,-8683524.795533331,-8683524.562249701,-8683524.86164933,-8683524.487550423,1484363.8010377432,1484363.7505012637,1484363.8508742673,1484363.7230597239,1484363.8817272354,6166260.35826244,6166260.288161301,6166260.43070182,6166260.246747193,6166260.475230866,-36061.25436774451,-36061.26573026147,-36061.24368617051,-36061.27368968281,-36061.23574415638
2015-08-01,-12007.01946149699,-12007.144156881226,-12006.882395608023,-12007.247674368431,-12006.804703180249,-8734429.014400233,-8734429.126250908,-8734428.90830856,-8734429.192105545,-8734428.825912394,1509584.1923870358,1509584.1373109235,1509584.239222459,1509584.1130921743,1509584.2788904852,6211103.433308152,6211103.364517504,6211103.504752852,6211103.311141227,6211103.546385833,-25344.533070631187,-25344.54498861143,-25344.521203212917,-25344.552850347016,-25344.51291979955
2015-09-01,-12077.539376841753,-12077.666012846676,-12077.40730003631,-12077.761798698313,-12077.330874826352,-8786020.079086192,-8786020.188442282,-8786019.968498344,-8786020.2660509,-8786019.90030588,1517489.959719493,1517489.9122859004,1517490.0095289738,1517489.8753425505,1517490.0398354926,6267361.438704733,6267361.368776234,6267361.504537211,6267361.322973305,6267361.559498711,-57257.21415782514,-57257.22477444137,-57257.202740414825,-57257.233130422865,-57257.19708998834
2015-10-01,-12148.246377431638,-12148.381895904758,-12148.117633545353,-12148.449817976902,-12148.01981592447,-8837716.317679225,-8837716.448015833,-8837716.196935644,-8837716.529296266,-8837716.100184955,1533160.5942122394,1533160.5404034597,1533160.6452076004,1533160.512979185,1533160.682440672,6314721.715741343,6314721.646573462,6314721.78181522,6314721.6068361765,6314721.83284581,-34662.595809755156,-34662.60690268226,-34662.58486112793,-34662.61430697507,-34662.578185187434
2015-11-01,-12218.621751464825,-12218.761243194882,-12218.487692081613,-12218.853088869731,-12218.398896914796,-8889221.444654848,-8889221.558086092,-8889221.333156826,-8889221.627074994,-8889221.265576841,1551029.8078772088,1551029.7565603533,1551029.8588144681,1551029.726896777,1551029.8951483916,6365018.1504949005,6365018.0780356405,6365018.220158424,6365018.036750457,6365018.259554083,-63765.57122928314,-63765.58275076505,-63765.55995496513,-63765.590868811385,-63765.55268469269
2015-12-01,-12290.356557444095,-12290.479772792556,-12290.225758999255,-12290.558507320211,-12290.154154898364,-8941546.32917318,-8941546.450270895,-8941546.205124939,-8941546.523993863,-8941546.123848261,1563761.6122969338,1563761.5668029396,1563761.659828441,1563761.5379140296,1563761.6914732389,6394062.785903225,6394062.719046395,6394062.8607902685,6394062.663028454,6394062.901724624,-24582.522402563034,-24582.532404968086,-24582.5120768615,-24582.540788198345,-24582.505447043433
2016-01-01,-12360.181761303922,-12360.309995774387,-12360.049767682744,-12360.405414080993,-12359.96113677047,-8992778.087471813,-8992778.193570714,-8992777.968055129,-8992778.279741278,-8992777.884605505,1576177.7888806206,1576177.7379244694,1576177.8397400002,1576177.7079418562,1576177.8727173838,6448522.1505799685,6448522.0865650335,6448522.2154824445,6448522.0435866285,6448522.266951767,-65927.49119366235,-65927.50122603594,-65927.47967451514,-65927.50867469437,-65927.47194970354
2016-02-01,-12428.942648571787,-12429.079303509328,-12428.808301431156,-12429.174784259807,-12428.729395870489,-9043345.04265996,-9043345.158001488,-9043344.931884084,-9043345.229363373,-9043344.867026964,1600625.6701313113,1600625.6208426615,1600625.7211487428,1600625.591822483,1600625.7555761465,6493411.656399803,6493411.590801858,6493411.7273801835,6493411.545071111,6493411.766005635,35635.16006355785,35635.148251752515,35635.17214515043,35635.14094455964,35635.17900335145
2016-03-01,-12497.513075117193,-12497.645355100043,-12497.376548075878,-12497.741005053807,-12497.279186782851,-9093811.990679054,-9093812.104787324,-9093811.871729137,-9093812.1792025,-9093811.7985998,1626876.832957333,1626876.783228485,1626876.88300131,1626876.745644539,1626876.917780633,6529303.911215014,6529303.838175197,6529303.983713855,6529303.792471067,6529304.027211802,44920.918783049536,44920.908610771825,44920.92863017921,44920.90266602029,44920.93564834699
2016-04-01,-12564.301416949007,-12564.430687185228,-12564.17441003021,-12564.50068282531,-12564.083989616827,-9143289.089538537,-9143289.223061046,-9143288.958751863,-9143289.301093435,-9143288.890003474,1663834.9867131547,1663834.9345942284,1663835.04185455,1663834.898042617,1663835.063286376,6591184.403226063,6591184.332317384,6591184.471312853,6591184.29481292,6591184.512428869,-91332.52228146596,-91332.53447150499,-91332.5102491482,-91332.54191467937,-91332.50141942408
2016-05-01,-12635.031254749303,-12635.165008738755,-12634.892994107293,-12635.245011489542,-12634.803240616486,-9195431.525458405,-9195431.64163373,-9195431.405493394,-9195431.715939907,-9195431.327718304,1655570.2598645852,1655570.2085818127,1655570.309725295,1655570.1769293956,1655570.3438991394,6650922.515203571,6650922.448720281,6650922.575626476,6650922.402907239,6650922.628977184,-106111.09113208744,-106111.10309630992,-106111.07876132944,-106111.11036077107,-106111.07263845744
2016-06-01,-12704.623483515817,-12704.761359062326,-12704.495142127751,-12704.842476054178,-12704.398277657781,-9246916.674476577,-9246916.794416498,-9246916.560215048,-9246916.864612412,-9246916.488561267,1673074.9873884232,1673074.939097571,1673075.0363165054,1673074.9070640013,1673075.0723136342,6710516.703733834,6710516.634257836,6710516.77735564,6710516.590473836,6710516.816420499,-84626.22959873434,-84626.24148158715,-84626.21802723,-84626.24855603487,-84626.21145559745
2016-07-01,-12774.979455910996,-12775.116789037278,-12774.844771553526,-12775.188741252347,-12774.740244772347,-9298853.89984506,-9298854.031714821,-9298853.764734006,-9298854.102880983,-9298853.696904637,1702609.9376886422,1702609.8897978005,1702609.9836616425,1702609.8579336412,1702610.0124520191,6754136.1472456455,6754136.077403499,6754136.213846733,6754136.036876294,6754136.263419517,-75488.34938539876,-75488.3618734783,-75488.33631766152,-75488.37011460667,-75488.32637805697
2016-08-01,-12850.10937009389,-12850.242233920522,-12849.982600809572,-12850.349275340017,-12849.882572103445,-9353867.001662541,-9353867.137497729,-9353866.876235181,-9353867.213481167,-9353866.81448336,1697951.2365973752,1697951.1870166538,1697951.285778793,1697951.1580116795,1697951.3206266372,6754709.980123048,6754709.916514894,6754710.047311157,6754709.873291947,6754710.087786066,43637.90867067165,43637.89771362828,43637.92028738259,43637.890133793546,43637.92608710727
2016-09-01,-12923.219069251703,-12923.346192482457,-12923.086178157986,-12923.458448462434,-12922.998749090943,-9407720.231996393,-9407720.349857112,-9407720.112858433,-9407720.447250722,-9407720.022200549,1693039.6143145766,1693039.5624880057,1693039.666664036,1693039.5332590358,1693039.6951389348,6801534.250788186,6801534.178167312,6801534.325268232,6801534.1350910915,6801534.37781054,-11945.472681998968,-11945.483768518481,-11945.460838975563,-11945.489951953316,-11945.452119775182
2016-10-01,-12995.415229026674,-12995.560274580701,-12995.27648877672,-12995.650275160891,-12995.161275006201,-9461023.897024965,-9461024.011455681,-9461023.78430377,-9461024.095590461,-9461023.71380867,1706519.4866081125,1706519.4382788043,1706519.5349429736,1706519.4042507159,1706519.5628263415,6836073.161040397,6836073.091184939,6836073.234925284,6836073.049271874,6836073.271724425,53079.3888931762,53079.378377083936,53079.40030667094,53079.37126315672,53079.40831364618
2016-11-01,-13066.009243344126,-13066.158754241555,-13065.867556554918,-13066.230458395192,-13065.7800665503,-9513391.502075743,-9513391.627020849,-9513391.37416696,-9513391.703706289,-9513391.305541826,1708873.7252790923,1708873.6777722202,1708873.7722175722,1708873.6471649904,1708873.80080042,6908277.196130908,6908277.116186893,6908277.276514784,6908277.071726224,6908277.31413942,4838.743703451207,4838.730975938847,4838.7561644900925,4838.722002544032,4838.76379159416
2016-12-01,-13136.537117878363,-13136.690265129611,-13136.39563505769,-13136.755114111585,-13136.316625827212,-9565711.22805584,-9565711.344283639,-9565711.105845056,-9565711.422835838,-9565711.015159793,1713258.9971403002,1713258.9471744988,1713259.0455338084,1713258.9134141016,1713259.0764824154,6968263.825288306,6968263.761053895,6968263.887076162,6968263.712748389,6968263.930185854,30431.339668076893,30431.326302517384,30431.352011554998,30431.31813522154,30431.359187439335
2017-01-01,-13205.554109428742,-13205.6893906785,-13205.413348004537,-13205.796023168426,-13205.336242825959,-9617185.941525795,-9617186.057823746,-9617185.823887445,-9617186.12661179,-9617185.749449769,1750068.6389166832,1750068.590147618,1750068.684617174,1750068.5579863572,1750068.7140272516,7018294.280905381,7018294.215089524,7018294.344141906,7018294.169770216,7018294.392200483,-97035.06194757209,-97035.07556420313,-97035.04792647812,-97035.08457586274,-97035.03851510135
2017-02-01,-13276.491040302231,-13276.622903716094,-13276.366028736653,-13276.702453908452,-13276.280538617484,-9669970.71176515,-9669970.828848613,-9669970.598927211,-9669970.91414533,-9669970.507525492,1770995.7926788176,1770995.7448046561,1770995.8365732336,1770995.7196889566,1770995.8659910816,7064345.850216489,7064345.780807974,7064345.920360182,7064345.743480774,7064345.963598164,-98495.94947300936,-98495.96274504602,-98495.93590753201,-98495.97258145848,-98495.92778703803
2017-03-01,-13350.993230952012,-13351.118866549681,-13350.863749786044,-13351.231555793054,-13350.775305498286,-9725137.044868922,-9725137.160675809,-9725136.933657095,-9725137.24800444,-9725136.8544996,1781136.8767855237,1781136.8280429668,1781136.9280161404,1781136.7951203592,1781136.9581098508,7081948.180604419,7081948.110054877,7081948.250157345,7081948.062753597,7081948.293146482,23833.656703311637,23833.645541901496,23833.66929529625,23833.636903827664,23833.676831524666
2017-04-01,-13425.722608566342,-13425.865042119469,-13425.57498940331,-13425.967104315034,-13425.500464359204,-9780455.948346037,-9780456.06378008,-9780455.824430449,-9780456.164357102,-9780455.740325917,1791690.0849245677,1791690.0407392713,1791690.1297200897,1791690.0105804936,1791690.1552608577,7130501.078640338,7130501.007578705,7130501.149565155,7130500.965167269,7130501.188563611,86483.84169608088,86483.82685142067,86483.85770821215,86483.81441526656,86483.86529060903
2017-05-01,-13505.917147704602,-13506.064189718149,-13505.770083187652,-13506.161970625706,-13505.688503796267,-9839273.05869403,-9839273.180050356,-9839272.93991371,-9839273.263320332,-9839272.8566442,1743134.3660526173,1743134.3168562255,1743134.414734815,1743134.2863011677,1743134.4513617249,7138781.015520809,7138780.946370234,7138781.089998791,7138780.902446031,7138781.121709813,139600.48779825994,139600.47503189853,139600.5021381245,139600.46570644726,139600.50871587865
2017-06-01,-13584.836408377041,-13584.976636387175,-13584.695487732391,-13585.074555729769,-13584.620339663912,-9897469.097761186,-9897469.227218809,-9897468.978125649,-9897469.298674759,-9897468.88778187,1734603.483812683,1734603.4346276005,1734603.5383199845,1734603.4052038298,1734603.5633720572,7129513.313421564,7129513.243444285,7129513.379875975,7129513.203508555,7129513.432547612,21046.946946071508,21046.936101881765,21046.957424805838,21046.930279468605,21046.964197065226
2017-07-01,-13662.252678090652,-13662.391781234155,-13662.125205255774,-13662.461337022516,-13662.018118272517,-9954771.113118602,-9954771.243968338,-9954770.99118922,-9954771.315210942,-9954770.88960153,1752208.6584224333,1752208.6073490966,1752208.7119030782,1752208.5729537213,1752208.7438363251,7114287.387867788,7114287.316385308,7114287.456081226,7114287.275501233,7114287.498097864,94742.24979477248,94742.23978155229,94742.26034951075,94742.23190077516,94742.26639130367
2017-08-01,-13739.160387863054,-13739.290569304669,-13739.025047310752,-13739.372609536002,-13738.934582534865,-10011766.078708148,-10011766.198220732,-10011765.95313717,-10011766.280020405,-10011765.87378196,1760672.0462366939,1760671.99879799,1760672.092998638,1760671.9716184677,1760672.123849818,7141747.78459469,7141747.718435717,7141747.852746647,7141747.669726799,7141747.899339801,42812.59206212823,42812.58089493058,42812.602907376815,42812.57325957993,42812.6106186521
2017-09-01,-13819.369336832759,-13819.504436396011,-13819.232219653855,-13819.605611841365,-13819.128025404241,-10070830.30010609,-10070830.421791194,-10070830.180783652,-10070830.517111793,-10070830.083884211,1725923.3801510606,1725923.3365363562,1725923.4245792266,1725923.303152795,1725923.4597124627,7173923.861709586,7173923.793539774,7173923.9260408925,7173923.746788652,7173923.982336994,106631.19926882791,106631.18918158779,106631.20973061601,106631.18291886542,106631.21594886064
2017-10-01,-13897.616600756848,-13897.762123054632,-13897.466235939342,-13897.860254292087,-13897.381087945534,-10128736.979432924,-10128737.094334709,-10128736.868228106,-10128737.177448504,-10128736.784218306,1730716.1500644146,1730716.0975754529,1730716.1957449354,1730716.0712140033,1730716.2364100087,7188709.068848001,7188709.000556065,7188709.1421630625,7188708.943724122,7188709.180445492,174075.70456167654,174075.69435416727,174075.71475965824,174075.68723488908,174075.72244923282
2017-11-01,-13974.44022272693,-13974.583141310335,-13974.298974632586,-13974.661473776523,-13974.218219873697,-10185870.88799632,-10185871.008090893,-10185870.766481226,-10185871.096176378,-10185870.68484532,1727598.3783590337,1727598.3293277149,1727598.4284934057,1727598.294873175,1727598.4583540638,7226768.451244722,7226768.386864426,7226768.515400253,7226768.349048408,7226768.558129735,134725.33576367615,134725.32618544035,134725.34514731608,134725.31856731584,134725.3525545655
2017-12-01,-14049.348756660811,-14049.47917157323,-14049.199344406312,-14049.578113194399,-14049.120732452524,-10241953.587287258,-10241953.710164886,-10241953.46579409,-10241953.802065816,-10241953.379972573,1724898.848189817,1724898.8045386572,1724898.889876794,1724898.7781828423,1724898.923837403,7286999.567699233,7286999.498470103,7286999.634909557,7286999.45224776,7286999.684837295,55941.22434705361,55941.21336628409,55941.23417632202,55941.20665895359,55941.24283464529
2018-01-01,-14123.68647465411,-14123.82538961541,-14123.550145158293,-14123.923874247945,-14123.461792366892,-10297706.016937578,-10297706.137181293,-10297705.891803237,-10297706.211706355,-10297705.819915056,1741730.4231628445,1741730.376621172,1741730.4713976514,1741730.3490449237,1741730.5013374346,7322111.149653075,7322111.083910987,7322111.215022167,7322111.041590397,7322111.252411534,-7678.119423331632,-7678.130079191302,-7678.109041904433,-7678.137089949856,-7678.10138141525
2018-02-01,-14198.722698478563,-14198.8542673392,-14198.57256462818,-14198.94828063966,-14198.496032196934,-10353921.180574177,-10353921.299409304,-10353921.059156785,-10353921.391000558,-10353920.979084078,1756130.977004616,1756130.929504091,1756131.0225629632,1756130.8947074604,1756131.0516979597,7359813.279105852,7359813.207324748,7359813.348540053,7359813.16425986,7359813.38637313,-147971.39172472924,-147971.40383298183,-147971.38021301493,-147971.40999806047,-147971.37304435653
2018-03-01,-14278.740291840775,-14278.882682310743,-14278.594326038365,-14278.990779708773,-14278.504914299661,-10413780.643154811,-10413780.773832211,-10413780.520490477,-10413780.844169067,-10413780.434352795,1722025.3535231194,1722025.3082100989,1722025.4017387992,1722025.2752497108,1722025.4340529225,7374161.005919535,7374160.931200349,7374161.0794215435,7374160.897282139,7374161.118767033,36637.32884911233,36637.31821241093,36637.33872047393,36637.31347271436,36637.34622871811
2018-04-01,-14355.753337927626,-14355.894316905955,-14355.615322799806,-14355.97896656442,-14355.523503840794,-10471920.347671792,-10471920.467498247,-10471920.223961089,-10471920.552320668,-10471920.16576818,1754012.0030404849,1754011.9557276217,1754012.0508861614,1754011.9202534885,1754012.0799250791,7391748.384465022,7391748.316892478,7391748.455189456,7391748.279266783,7391748.490809575,-43021.758054000595,-43021.7696190605,-43021.74674651823,-43021.7781428223,-43021.73805172384
2018-05-01,-14440.407167077301,-14440.545087766095,-14440.266637039,-14440.644700208573,-14440.174760357486,-10535226.052602882,-10535226.17835503,-10535225.93500954,-10535226.24892698,-10535225.847974783,1680950.0146197008,1680949.9652346633,1680950.0663071063,1680949.9315838255,1680950.097154902,7360683.987917584,7360683.9232190335,7360684.058308832,7360683.862791344,7360684.098743249,-39905.96247598121,-39905.97039997809,-39905.95493618299,-39905.975093572335,-39905.94945136735
2018-06-01,-14518.022245043569,-14518.178621378298,-14517.882614811362,-14518.241739098288,-14517.783115970089,-10594736.707363846,-10594736.823388027,-10594736.59383696,-10594736.923181726,-10594736.508724054,1668371.3437847649,1668371.2952620299,1668371.3921216328,1668371.2666412177,1668371.418514902,7366769.507974568,7366769.43508469,7366769.581731076,7366769.3922963515,7366769.622544939,-44925.93997077788,-44925.94795976216,-44925.93181614522,-44925.95439342622,-44925.925769046284
2018-07-01,-14595.659305582612,-14595.794914399481,-14595.514011023146,-14595.916507364775,-14595.425138212306,-10654248.74174473,-10654248.856214654,-10654248.62706642,-10654248.943555178,-10654248.531926656,1644301.3776034182,1644301.3219728891,1644301.4288588082,1644301.29158614,1644301.4638691265,7352820.002870756,7352819.94079477,7352820.065847422,7352819.896548187,7352820.104114877,79752.43357337595,79752.42502928914,79752.44146697316,79752.41942653788,79752.44686965251
2018-08-01,-14669.337292659202,-14669.477957209878,-14669.19769031737,-14669.579881093417,-14669.099136407267,-10711701.856599763,-10711701.97905896,-10711701.730602205,-10711702.053939795,-10711701.658959668,1649695.4600196534,1649695.4099828862,1649695.5090382625,1649695.3814284138,1649695.5449593868,7364111.480682141,7364111.4130384065,7364111.552797157,7364111.360615404,7364111.594290142,-42518.04904172354,-42518.058291131914,-42518.039994157916,-42518.06414971418,-42518.03418769259
2018-09-01,-14746.351015443448,-14746.506016107392,-14746.20072864011,-14746.60707565955,-14746.09475589051,-10771195.088012148,-10771195.208606172,-10771194.970294058,-10771195.282457773,-10771194.893024543,1603250.7484651946,1603250.697181389,1603250.8006705958,1603250.6631313951,1603250.820472791,7379746.22642303,7379746.163847126,7379746.292651247,7379746.118005141,7379746.335482177,58673.13894672004,58673.12991936015,58673.14781020416,58673.12289113458,58673.15462608441
2018-10-01,-14820.324380202175,-14820.473752975986,-14820.180290831919,-14820.57516330305,-14820.084348796081,-10829079.705471478,-10829079.826239718,-10829079.5733314,-10829079.913576327,-10829079.49296619,1596049.395509287,1596049.3483295678,1596049.4459616186,1596049.313056197,1596049.4728469653,7398763.896972535,7398763.829359936,7398763.962289099,7398763.779460274,7398764.001096576,96867.05700617844,96867.0464621907,96867.06814246993,96867.0405914719,96867.07461543164
2018-11-01,-14894.05035480145,-14894.20876690996,-14893.90872111414,-14894.290706447577,-14893.81384048471,-10886841.635815041,-10886841.757241866,-10886841.510877116,-10886841.816595709,-10886841.432249535,1573677.5012609803,1573677.4537396731,1573677.5465373225,1573677.4205169547,1573677.5813717218,7416261.632188856,7416261.564824529,7416261.698765024,7416261.523248974,7416261.753300029,-114095.3132424169,-114095.3233409354,-114095.30339906143,-114095.32980393914,-114095.29631911388
2018-12-01,-14967.714199210799,-14967.85588234996,-14967.561794479794,-14967.948623317785,-14967.48040256474,-10944559.465497186,-10944559.587538816,-10944559.338436063,-10944559.674414752,-10944559.251545165,1561451.0636062198,1561451.017154656,1561451.1097247861,1561450.9869274807,1561451.1394371672,7425031.213598539,7425031.14520582,7425031.28290118,7425031.0943072615,7425031.325695858,-86992.60433526008,-86992.61466789921,-86992.59368418461,-86992.62238712965,-86992.58627611886
