date,gross_reserves_usd_m,exports_usd_m,imports_usd_m,remittances_usd_m,usd_lkr,trade_balance_usd_m,m2_usd_m,tourism_usd_m,cse_net_usd_m,target_diff1,target_log,target_log_diff1,target_pct_change,split
2021-12-01,3139.2264604363068,1156.2853341767309,2240.979740627027,325.155964755842,200.43,-1084.694406450296,48091.130860942074,233.27590756,3.932546640748423,1550.8541298893667,8.051731698373588,0.6812666189692118,97.63794672470438,validation
2022-01-01,2361.645210710561,1102.6034670306735,1959.383635296777,259.2224004013944,201.19,-856.7801682661034,48091.130860942074,151.7358399144,36.31403484733201,-777.5812497257457,7.767113778324601,-0.2846179200489871,-24.769836121274068,validation
2022-02-01,2311.250466948733,1093.3378369012546,1872.9492863064163,204.92486303716285,201.06,-779.6114494051617,48091.130860942074,169.40481704100003,48.689636777760136,-50.39474376182807,7.745543984734297,-0.021569793590304087,-2.1338829191310027,validation
2022-03-01,1917.0,1058.2320434309793,1818.9123121575751,318.4002148284584,299.0,-760.6802687265958,48091.130860942074,161.2374855,5.470861243674474,-394.250466948733,7.558516743045645,-0.1870272416886527,-17.05788587548517,validation
2024-01-01,4496.0,970.723959801696,1511.787852753663,487.56912560776783,317.41,-541.063892951967,36071.92076010063,341.78878040700005,-5.183159028444982,2579.0,8.410943391573527,0.8524266485278824,134.53312467396975,test
2024-02-01,4520.0,1059.318562299895,1378.4196626938108,476.15274509709104,310.15,-319.1011003939159,37294.778191406906,345.70285585000005,41.39148714418296,24.0,8.416267272826277,0.005323881252749629,0.5338078291814874,test
2024-03-01,4960.0,1148.4812078626312,1507.6996834532686,572.3817390557347,301.18,-359.2184755906373,38971.66991501334,338.3857236795,-13.923469340007806,440.0,8.509161019718974,0.09289374689269714,9.734513274336276,test
2024-04-01,5471.0,877.5787392596055,1435.2460605667366,543.8344997214689,296.86,-557.667321307131,39986.4375270921,225.71594150849995,0.3254744030658898,511.0,8.607216694063826,0.0980556743448524,10.30241935483871,test
2024-05-01,5410.0,1011.2546937501978,1404.5956093616087,544.4126225033511,301.89,-393.3409156114109,39848.1775542751,153.964862976,-0.5948244742458364,-61.0,8.596004371840527,-0.011212322223299154,-1.114969840979707,test
2024-06-01,5654.0,1077.024307218306,1446.621209252268,519.6086007985568,305.71,-369.5969020339621,39650.27563735566,151.079915175,-2.94716590898962,244.0,8.640118538253535,0.04411416641300825,4.510166358595202,test
2024-07-01,5652.0,1130.2795584462635,1734.1215798577125,566.8300693319559,302.37,-603.842021411449,40325.48222252677,328.310191475,11.835862191991213,-2.0,8.639764743804419,-0.00035379444911676217,-0.035373187124154715,test
2024-08-01,5959.0,1231.6821030552203,1654.0274199404437,577.4570513490174,300.33,-422.3453168852234,40717.35142996504,282.0869865110001,12.711571913420476,307.0,8.69265796074698,0.05289321694256088,5.43170559094126,test
2024-09-01,5994.0,1011.7372962546182,1645.7399723713993,555.5530322870613,299.36,-634.0026761167811,41108.85874150207,180.98790698,-1.9290183573123287,35.0,8.69851424787661,0.0058562871296299335,0.5873468702802587,test
2024-10-01,6472.0,1157.9983404190527,1702.3792187489955,587.6980738774198,293.72,-544.3808783299428,42097.72828521697,185.63142999700003,3.465065011009125,478.0,8.775240458738327,0.07672621086171816,7.97464130797465,test
2024-11-01,6451.0,994.1474523394417,1496.2999021514247,530.0627863192664,290.92,-502.1524498119831,42748.987457083625,272.886613506,-10.64400016490725,-21.0,8.771990436532242,-0.00325002220608539,-0.3244746600741699,test
2024-12-01,6122.0,1101.7669842074342,1924.476764720677,613.823074357784,292.58,-822.7097805132428,42748.987457083625,362.060824032,-1.5520155389379369,-329.0,8.719644119505357,-0.05234631702688475,-5.099984498527355,test
2025-01-01,6065.0,1052.790385272612,1785.5256010888788,573.0150835758235,297.58,-732.7352158162669,42763.238364355035,362.060824032,-21.715399723732265,-57.0,8.71028982137815,-0.009354298127206562,-0.9310682783404078,test
2025-02-01,6086.0,1052.93148785808,1464.2031508791547,548.113782072413,295.5,-411.2716630210748,43404.069089074525,362.060824032,-8.584903111980005,21.0,8.713746330456916,0.0034565090787648245,0.34624896949710937,test
2025-03-01,6531.0,1241.6908589753436,1637.306801181216,693.3103082478191,296.35,-395.6159422058725,44005.10782133916,362.060824032,-5.662833494310919,445.0,8.784315349902657,0.07056901944574179,7.311863292803156,test
