date,gross_reserves_usd_m,exports_usd_m,imports_usd_m,remittances_usd_m,usd_lkr,trade_balance_usd_m,m2_usd_m,tourism_usd_m,cse_net_usd_m,target_diff1,target_log,target_log_diff1,target_pct_change,split
2020-03-01,7533.736569408685,656.2184495098973,1205.0492034876245,492.0915681614186,184.4095,-548.8307539777272,39780.74758098357,95.92877384999998,-6.394105756532692,-407.77850094270616,8.927146422072411,-0.05271292887163881,-5.134769591574462,validation
2020-04-01,7209.520101152639,282.3103443550165,1122.60696271443,375.0192363972781,191.3536,-840.2966183594135,39017.28407881932,0.0,0.0,-324.216468256046,8.883157667890764,-0.043988754181647494,-4.303528073606289,validation
2020-05-01,6499.857251537734,586.6872740660409,993.8228128748568,431.75753243500594,187.5425,-407.1355388088159,40117.91225258185,0.0,-36.337742745604274,-709.6628496149051,8.779535494340688,-0.1036221735500753,-9.8434131489757,validation
2020-06-01,6694.648013475818,894.1352989903875,1055.4512879435238,572.4980030213977,185.8705,-161.3159889531363,40910.887976848724,0.0,-46.38245759227247,194.79076193808396,8.809063682206338,0.029528187865649258,2.9968467675501653,validation
2020-07-01,7095.831822594811,1085.021074654558,1293.6943139058217,702.08852611799,185.7377,-208.6732392512636,41551.99642833073,0.0,-18.13110110496088,401.18380911899294,8.867262823397793,0.058199141191455084,5.992604963120396,validation
2020-08-01,7430.083006707859,947.2286171577184,1289.0880100856452,664.4567732301396,184.8529,-341.8593929279268,42511.83438135848,0.0,-43.67157340234615,334.2511841130481,8.913292309480875,0.046029486083082105,4.710528553519455,validation
2020-09-01,6666.320938200717,1000.0421286057492,1524.8849953792833,702.6503317634936,184.9519,-524.8428667735341,43400.852794976585,0.0,-41.85937830323985,-763.7620685071415,8.804823403253387,-0.10846890622748795,-10.279320807285997,validation
2020-10-01,5855.74394110227,854.2753709427261,1362.7803874142037,630.7136177195367,184.3767,-508.5050164714776,44292.26134197239,0.0,20.90053753918652,-810.5769970984475,8.675178328780476,-0.1296450744729114,-12.159285528146613,validation
2020-11-01,5555.275602812615,783.6559445593846,1383.7005110189446,611.6708594744056,184.8094,-600.04456645956,44719.66433189139,0.0,-15.114373162465776,-300.46833828965464,8.62250331431064,-0.0526750144698358,-5.131172764926184,validation
2020-12-01,5664.265569350756,964.4508442734063,1526.64703331917,812.7378063911985,186.6329,-562.1961890457637,45521.3860405286,0.5282332650000001,-16.495368014839716,108.98996653814083,8.641932521518514,0.019429207207874555,1.9619182616783082,validation
