date,d_gross_reserves_usd_m,d_exports_usd_m,d_imports_usd_m,d_remittances_usd_m,d_usd_lkr,d_trade_balance_usd_m,d_m2_usd_m,split,regime_init_high_vol,regime_threshold
2012-07-01,30.0,38.63883995462277,-94.01782163214284,22.680002836734957,0.6329000000000065,132.6566615867656,131.78592171990385,train,0,622.3001610473664
2012-08-01,31.0,34.460891338212036,425.0118347400323,15.053400958273471,-0.4952000000000112,-390.5509434018204,289.05780146416146,train,0,622.3001610473664
2012-09-01,31.0,-27.393159254768534,-435.5907527856898,21.154917797405744,-0.4790999999999883,408.1975935309214,186.19974328536773,train,0,622.3001610473664
2012-10-01,30.0,-31.148299269794165,264.7030883960599,10.890077019543185,-2.424599999999998,-295.8513876658541,414.97905182136674,train,0,622.3001610473664
2012-11-01,31.0,57.231926568698555,338.99081105409846,-30.816724560899786,1.1480999999999995,-281.7588844853998,342.59155184872725,train,0,622.3001610473664
2012-12-01,30.0,43.3724477060191,-398.27506451997147,61.90365089361154,-2.1980000000000075,441.64751222599045,828.2063210075612,train,0,622.3001610473664
2013-01-01,33.0,-142.3019036189561,12.398967615573838,-50.92553496835353,-1.3160000000000025,-154.70087123452993,480.2931868218766,train,0,622.3001610473664
2013-02-01,33.0,69.03635551200091,-98.9911416135019,-32.84722423074447,0.014200000000002433,168.0274971255028,477.7009627099651,train,0,622.3001610473664
2013-03-01,33.0,34.31899798455686,111.57150957574413,41.94218918664848,-0.033699999999996066,-77.25251159118727,488.7705883861636,train,0,622.3001610473664
2013-04-01,33.0,-135.48601650933927,-19.265907898432715,3.9640535450429866,-0.7332000000000107,-116.22010861090655,435.08198011936474,train,0,622.3001610473664
2013-05-01,32.0,97.32773147269313,23.246882486633012,-2.9738181588575117,0.27590000000000714,74.08084898606012,39.38909368748864,train,0,622.3001610473664
2013-06-01,33.0,13.74511935152293,-39.40687992168546,15.877601562314567,1.6692999999999927,53.15199927320839,57.8649677273861,train,0,622.3001610473664
2013-07-01,33.0,51.68755349915648,-76.36246931992832,-1.605357296663101,3.2220000000000084,128.0500228190848,-303.95397160621724,train,0,622.3001610473664
2013-08-01,33.0,59.337150326776964,41.87663183547147,13.389406687031283,0.8336999999999932,17.460518491305493,-78.82398978590936,train,0,622.3001610473664
2013-09-01,33.0,-19.60248610030476,11.422662028376635,17.751032073624856,0.37829999999999586,-31.025148128681394,343.43776548829555,train,0,622.3001610473664
2013-10-01,32.0,142.29703698897174,-92.67615981909444,15.186343979666617,-1.350999999999999,234.97319680806618,726.7595810147322,train,0,622.3001610473664
2013-11-01,-428.88745211405694,-9.489302712788685,176.02845606214032,-5.174632610995218,0.09399999999999409,-185.517758774929,-52.1839872124001,train,0,622.3001610473664
2013-12-01,490.15957363731104,-44.16218564066048,-18.59443732473278,35.052683613263184,-0.32519999999999527,-25.5677483159277,523.7541738467626,train,0,622.3001610473664
2014-01-01,553.311783821885,-83.7664748229638,104.36564224542076,-47.367584228962414,-0.07859999999999445,-188.13211706838456,287.8324073933327,train,0,622.3001610473664
2014-02-01,210.9682615764168,-61.5626886604407,-235.0356142453552,-53.462132580224875,0.11109999999999332,173.4729255849145,176.15123625135675,train,0,622.3001610473664
2014-03-01,-199.82771819066966,227.75317881268757,251.6821683073158,103.88051683987442,-0.21109999999998763,-23.92898949462824,387.5274595046212,train,0,622.3001610473664
2014-04-01,837.0066336914815,-305.8466866313796,-227.6482353334311,-51.876300700478964,0.007900000000006457,-78.19845129794851,69.80993903581111,train,0,622.3001610473664
2014-05-01,-124.06724166415552,119.27203916734686,-91.25966042311302,3.4835694935453603,-0.21030000000001792,210.53169959045994,67.24438119791375,train,0,622.3001610473664
2014-06-01,391.3408642549657,102.16316908981469,86.20698336047462,27.614855905218633,-0.11189999999999145,15.956185729340007,293.7830628079719,train,0,622.3001610473664
2014-07-01,-190.26352375056376,-29.05830172279525,405.921423904741,21.549573008875427,-0.05910000000000082,-434.97972562753625,136.28247310013467,train,0,622.3001610473664
2014-08-01,211.89617807383183,35.9980137578616,-120.81819268852473,-58.58234226585387,-0.037499999999994316,156.81620644638633,231.7714012127435,train,0,622.3001610473664
2014-09-01,-363.8330229152016,-89.79531310810444,-57.049776517287455,26.912892300705835,0.08140000000000214,-32.74553659081698,421.30237125687927,train,0,622.3001610473664
2014-10-01,-30.884232584570782,-0.9998198330966943,82.72990930421247,25.071082318615368,0.3055999999999983,-83.72972913730916,204.70499591705084,train,0,622.3001610473664
2014-11-01,-460.03804902309275,19.32387491782879,-103.36326606091029,19.195260448481918,0.36599999999998545,122.68714097873908,289.36833236439634,train,0,622.3001610473664
2014-12-01,-122.47205481358105,83.95400536794239,150.6435353526324,89.58802133982738,0.15080000000000382,-66.68952998469001,443.20261194041086,train,0,622.3001610473664
2015-01-01,-955.9800000000005,-84.66774145804561,-115.82485516245492,-185.32027608179112,0.528899999999993,31.157113704409312,-52.92571541064535,train,0,622.3001610473664
2015-02-01,168.0254996301701,-13.196191435455262,-152.11225097727743,-11.876317537240936,1.1146000000000242,138.91605954182216,-32.88133188379288,train,0,622.3001610473664
2015-03-01,-600.9099944028176,160.85451431442334,51.40070456771218,132.6168472473417,0.2278999999999769,109.45380974671116,414.2396875449631,train,0,622.3001610473664
2015-04-01,635.0859682515174,-351.14463451599283,-90.47629163802549,-58.32039358422219,-0.02729999999999677,-260.66834287796735,304.73424588522903,train,0,622.3001610473664
2015-05-01,-608.8614734788689,169.1185769135551,95.00335563317776,-48.204500721750605,0.5373000000000161,74.11522128037734,249.81499621116382,train,0,622.3001610473664
2015-06-01,679.7153794783571,59.480881364868424,93.28708533315739,91.83004303132293,0.47819999999998686,-33.80620396828897,172.91334654610546,train,1,622.3001610473664
2015-07-01,-716.9347297054819,-8.430499136762819,-144.86061307200134,-30.265553916824842,-0.2563999999999851,136.43011393523852,462.2899833470474,train,1,622.3001610473664
2015-08-01,-350.8316215434579,-135.02563583794688,-10.504756446638794,-33.26276262362899,0.17009999999999081,-124.52087939130809,350.2643166128255,train,1,622.3001610473664
2015-09-01,325.96023027126466,51.08829968664372,59.34677477693231,18.139161948693868,5.381,-8.258475090288584,-820.08421981008,train,1,622.3001610473664
2015-10-01,-302.9942839986452,-2.4529867137531483,55.54765596418906,20.96632366682843,1.6180999999999983,-58.00064267794221,0.0,train,0,622.3001610473664
2015-11-01,800.5260968175307,-12.317890426978238,-173.39113460721296,-30.67836765309346,1.1126999999999896,161.07324418023472,344.9102084616643,train,0,622.3001610473664
2015-12-01,22.426682620671272,-17.92123116929986,179.84806684794535,44.053440581401446,1.3713000000000193,-197.7692980172452,511.89503963788957,train,0,622.3001610473664
2016-01-01,-1009.3162854009006,78.0937191524389,-55.59992235810341,-55.085939281868946,0.2154999999999916,133.6936415105423,276.13702153196573,train,1,622.3001610473664
2016-02-01,279.0476188988332,-6.997596393899357,-149.81715020386332,-9.23923701745366,0.08850000000001046,142.81955380996396,368.48194447359856,train,0,622.3001610473664
2016-03-01,-352.1827311450061,57.41461290246252,126.71780697788859,121.5480147985511,1.494499999999988,-69.30319407542606,32.542436778498086,train,0,622.3001610473664
2016-04-01,-152.66109867596697,-238.62185471831663,-105.13743264038021,-97.73602320052532,0.06839999999999691,-133.48442207793642,231.95185800279432,train,0,622.3001610473664
2016-05-01,-423.3841628229011,69.73742943615912,128.94625291837156,19.23219006688862,0.7061999999999955,-59.20882348221244,-148.10535191513918,train,0,622.3001610473664
2016-06-01,-352.8710947942973,120.43473613696904,85.96509366903979,47.244354250520814,-0.04720000000000368,34.46964246792925,485.19730951888414,train,0,622.3001610473664
2016-07-01,1196.9177036764977,-9.01798040016763,-243.00310520913808,-71.71307928002818,-0.4598999999999762,233.98512480897045,672.7143190221104,train,1,622.3001610473664
2016-08-01,109.75334541537632,-25.23405461374182,216.2896699008934,45.519436869400806,-0.19750000000001933,-241.5237245146352,317.5119004987173,train,0,622.3001610473664
2016-09-01,-143.2225491665322,31.56765915320932,-140.82749590794492,-40.41198793055844,0.2546000000000106,172.39515506115424,751.5909020952313,train,0,622.3001610473664
2016-10-01,-401.8758900792909,-42.83444876031672,215.26126323463518,29.656695691631853,1.3018999999999892,-258.0957119949519,164.09636668395615,train,0,622.3001610473664
2016-11-01,-409.7095079356641,-45.39258011186189,8.55785791032713,-40.15365674103157,1.0500000000000114,-53.95043802218902,226.23465603238947,train,0,622.3001610473664
2016-12-01,374.90250909112456,49.38115785780735,84.01508492000767,117.22533361534192,1.005200000000002,-34.63392706220043,728.9252794406784,train,0,622.3001610473664
2017-01-01,-565.874077352396,5.685918329845549,-17.151357919743987,-14.316311419350654,1.0190000000000055,22.83727624958965,62.890110445147,train,0,622.3001610473664
2017-02-01,181.49714508944544,3.089370364825072,-187.78406427269238,-72.20057844774078,1.0378999999999792,190.87343463751745,341.98185943342105,train,0,622.3001610473664
2017-03-01,-517.3995239854858,174.01123126969424,258.1625965028004,44.97154080288908,0.6326999999999998,-84.15136523310616,819.2867088973871,train,0,622.3001610473664
2017-04-01,-69.1772611654751,-247.15609884041692,-265.44027349253884,-155.11449318751488,0.35720000000000596,18.28417465212192,254.08255316891882,train,0,622.3001610473664
2017-05-01,1711.6221999661575,46.58273731439351,120.86718748758403,112.75866470267772,0.528899999999993,-74.28445017319052,325.8192700895743,train,1,622.3001610473664
2017-06-01,199.3211329014557,146.05838812687216,-183.81792232268185,-9.817447091139456,0.41730000000001155,329.876310449554,345.25212281737913,train,1,622.3001610473664
2017-07-01,-248.53952978968846,27.87871301585278,50.19810313985977,38.40503585952297,0.7793000000000063,-22.319390124006986,381.87468636094854,train,1,622.3001610473664
2017-08-01,983.0623105836921,-14.539267162288525,265.77101855688966,-29.40630456179474,-0.48969999999999914,-280.3102857191784,477.772885463135,train,1,622.3001610473664
2017-09-01,-413.71241651946,10.382857973713158,-190.24660586759182,-62.10799668703157,-0.28530000000000655,200.6294638413052,590.3885677905346,train,1,622.3001610473664
2017-10-01,220.9565329340012,-35.445735007287226,60.58482346924916,8.482055218923392,0.6779999999999973,-96.03055847653638,32.18663433413167,train,1,622.3001610473664
2017-11-01,-165.6748879110055,-34.64780342946199,213.1445302633315,42.129728201893045,0.10200000000000387,-247.79233369279336,89.6188843581258,train,0,622.3001610473664
2017-12-01,623.5357946567874,78.5709026542878,108.11611069559103,83.00880861917983,-0.48400000000000887,-29.545208041303226,867.7161547019423,train,0,622.3001610473664
2018-01-01,-288.67303040954084,-54.13277109897058,-34.00873921115226,57.958459477250244,0.6367000000000189,-20.124031887818546,326.132583277933,train,0,622.3001610473664
2018-02-01,252.38934549018904,-49.719797253108254,-36.49761407712481,-157.85467030470875,1.0284999999999798,-13.222183175983446,318.46873036263423,train,0,622.3001610473664
2018-03-01,-602.6196357472636,192.01291543001446,0.5287306859311229,106.19588942127291,0.8649000000000058,191.48418474408345,875.3100842690401,train,0,622.3001610473664
2018-04-01,2616.0191036541664,-312.60858906896783,-184.89403053974547,-136.51801629545832,0.5471000000000004,-127.71455852922224,173.8155226705785,train,1,622.3001610473664
2018-05-01,-1126.8522277748489,128.7029580579076,63.3301514064824,39.22389552511106,1.5670000000000073,65.37280665142566,-358.93476561227,train,1,622.3001610473664
2018-06-01,458.1005364895809,100.61065471659117,-37.47811862030858,-56.76147656490912,1.2092000000000098,138.0887733368994,168.38377143771504,train,1,622.3001610473664
2018-07-01,-837.3451889849548,48.79601623219196,-65.01467765635175,95.65667600279073,0.39289999999999736,113.81069388854348,155.56101883532392,train,1,622.3001610473664
2018-08-01,154.86588889609084,-35.8036866741279,132.6522090987903,-85.10017620583017,0.9668999999999812,-168.4558957729182,284.25066688915103,train,1,622.3001610473664
2018-09-01,-1420.458479954459,17.853994071199395,-118.70723020412856,-34.62840651720546,4.902000000000015,136.56122427532796,-908.9256982212682,train,1,622.3001610473664
2018-10-01,739.225976079767,-76.11851862163178,114.06334675561448,99.52384257029848,6.137699999999995,-190.18186537724625,-1120.058002404323,train,1,622.3001610473664
2018-11-01,-897.982839635466,0.4551114505251235,-117.8680752995208,-44.05013075052102,5.366099999999989,118.32318675004592,-954.843759242598,train,1,622.3001610473664
2018-12-01,-86.10583936427429,53.83190753657914,-30.023932207841654,29.407775062993096,3.3519000000000005,83.85583974442079,-269.46859493442753,train,1,622.3001610473664
2019-01-01,-767.0204303957535,4.763742337355325,-79.12272048097157,-39.12459931044884,1.5230999999999995,83.88646281832689,-344.4674626523192,train,1,622.3001610473664
2019-02-01,-117.04119881111546,-57.026966979349595,-223.062445230192,-44.83333660795921,-3.2081000000000017,166.03547825084235,923.7450739906199,train,1,622.3001610473664
2019-03-01,1594.0869310657781,155.7424216493779,296.6472511226609,70.93884694552304,-0.2991999999999848,-140.90482947328297,507.399047386396,train,1,622.3001610473664
2019-04-01,-415.2698835102801,-338.7567032187095,-133.47064045307093,-17.738967573480863,-3.451999999999998,-205.28606276563858,930.0994942112884,train,1,622.3001610473664
2019-05-01,-491.3594277080929,162.91417079628036,188.12168896047842,8.42810723876812,1.5067999999999984,-25.207518164198063,-118.97911841148743,train,1,622.3001610473664
2019-06-01,2142.371893330249,122.93465376369716,-383.85067614744503,-25.49256471402657,0.3135000000000048,506.7853299111422,159.05253253361298,train,1,622.3001610473664
2019-07-01,-517.9206923327711,-85.41999213204872,316.0754866333898,89.05300624209076,-0.5803000000000225,-401.4954787654385,330.43444182707026,train,1,622.3001610473664
2019-08-01,176.64844715065556,33.970835620914386,-142.3133983049563,-107.4326217404946,2.05540000000002,176.2842339258707,-235.85595570740406,train,1,622.3001610473664
2019-09-01,-888.3803143429213,-78.75074008533477,136.93169852831352,-1.9818707504580289,2.8589000000000055,-215.6824386136483,-446.19037937677786,train,1,622.3001610473664
2019-10-01,144.75105000970234,23.525731098755955,105.18736976723972,90.77812503768382,0.5179999999999723,-81.6616386684833,-203.5645889797088,train,1,622.3001610473664
2019-11-01,-259.63003117211247,1.5053593714829958,-74.63405781932192,-91.78298421135469,-1.0043999999999755,76.13941719080447,466.0043293256822,train,1,622.3001610473664
2019-12-01,121.94001832007416,21.157331195268625,43.09894874860015,149.76223703805226,0.8864999999999839,-21.941617553331525,490.7984906396596,train,0,622.3001610473664
2020-01-01,-129.65947131918074,4.942140748083148,-48.86289389381227,-84.09583537946583,0.12430000000000518,53.80503464189542,461.1346923956444,validation,0,622.3001610473664
2020-02-01,428.78154091863234,-16.368072491686917,-173.00325143655596,-53.60517455195645,0.17969999999999686,156.63517894486904,405.5416405481592,validation,0,622.3001610473664
2020-03-01,-407.77850094270616,-332.2985706158594,-357.2746335025456,-35.230898090941366,2.907900000000012,24.976062886686236,763.952740352077,validation,0,622.3001610473664
2020-04-01,-324.216468256046,-373.90810515488073,-82.4422407731945,-117.07233176414047,6.944099999999992,-291.4658643816863,-763.4635021642462,validation,0,622.3001610473664
2020-05-01,-709.6628496149051,304.3769297110244,-128.78414983957316,56.73829603772782,-3.8111000000000104,433.1610795505976,1100.6281737625322,validation,0,622.3001610473664
2020-06-01,194.79076193808396,307.44802492434656,61.628475068666944,140.74047058639178,-1.671999999999997,245.8195498556796,792.9757242668711,validation,0,622.3001610473664
2020-07-01,401.18380911899294,190.88577566417064,238.2430259622979,129.59052309659228,-0.13280000000000314,-47.3572502981273,641.1084514820031,validation,0,622.3001610473664
2020-08-01,334.2511841130481,-137.7924574968397,-4.606303820176436,-37.63175288785044,-0.8847999999999843,-133.18615367666322,959.8379530277525,validation,0,622.3001610473664
2020-09-01,-763.7620685071415,52.813511448030795,235.79698529363804,38.19355853335401,0.09899999999998954,-182.98347384560725,889.0184136181051,validation,0,622.3001610473664
2020-10-01,-810.5769970984475,-145.7667576630231,-162.1046079650796,-71.93671404395684,-0.5751999999999953,16.337850302056495,891.4085469958081,validation,0,622.3001610473664
2020-11-01,-300.46833828965464,-70.61942638334153,20.920123604740866,-19.042758245131154,0.4327000000000112,-91.5395499880824,427.4029899189991,validation,0,622.3001610473664
2020-12-01,108.98996653814083,180.79489971402177,142.94652230022552,201.06694691679297,1.8234999999999957,37.84837741379624,801.7217086372111,validation,0,622.3001610473664
2021-01-01,-822.4025649789919,-27.788562787967976,64.9431637315356,-137.3988009558119,0.36709999999999354,-92.73172651950358,468.01820903947373,validation,0,622.3001610473664
2021-02-01,-258.86958034823874,15.062292563007645,-67.98622445866863,-95.65683544949354,7.009999999999991,83.04851702167628,-1114.4087955898285,validation,0,622.3001610473664
2021-03-01,-527.7934240235254,142.04927803989847,402.32786493688764,32.357256069170944,5.030000000000001,-260.27858689698917,-358.3954650673768,validation,0,622.3001610473664
2021-04-01,415.5384722242534,-275.5895918790584,-218.95982535792018,-93.28501232245515,0.5,-56.62976652113821,309.7224180118501,validation,0,622.3001610473664
2021-05-01,-437.90725431416104,73.51895991121148,-99.53795807787924,-58.64026305750389,-0.03999999999999204,173.05691798909072,370.53077473196026,validation,0,622.3001610473664
2021-06-01,27.214690186192456,115.31148118082922,51.7702946860411,18.33450720576991,1.6399999999999864,63.54118649478812,225.33893703061767,validation,0,622.3001610473664
2021-07-01,-1254.1617414865036,96.91872808617745,50.89139283842587,-25.185391041637104,-1.2399999999999807,46.02733524775158,948.900132681083,validation,0,622.3001610473664
2021-08-01,737.624819331953,-2.898554742782153,-23.428237664577637,-6.645632572789225,10.099999999999994,20.529682921795484,-1550.136900301026,validation,1,622.3001610473664
2021-09-01,-839.3216869378093,-66.57735001535139,-160.6348465827807,-93.38983293465475,-10.009999999999991,94.05749656742933,2426.3422953276604,validation,1,622.3001610473664
2021-10-01,-434.97535251492945,157.87891477980816,168.24426813265973,-35.83998706667319,1.8799999999999955,-10.365353352851628,-9.222832863270014,validation,1,622.3001610473664
2021-11-01,-680.8396159420552,19.13263287374025,70.35121822778433,-45.95364889298901,0.18000000000000682,-51.21858535404402,-167.27483250900696,validation,1,622.3001610473664
2021-12-01,1550.8541298893667,-55.18373810618823,476.35159689634884,53.721799383710334,-1.6200000000000045,-531.5353350025371,1020.3308799213337,validation,1,622.3001610473664
2022-01-01,-777.5812497257457,-53.68186714605736,-281.5961053302499,-65.93356435444758,0.7599999999999909,227.91423818419253,0.0,validation,1,622.3001610473664
2022-02-01,-50.39474376182807,-9.265630129418923,-86.4343489903606,-54.297537364231545,-0.12999999999999545,77.16871886094168,0.0,validation,1,622.3001610473664
2022-03-01,-394.250466948733,-35.10579347027533,-54.03697414884118,113.47535179129554,97.94,18.931180678565852,0.0,validation,1,622.3001610473664
2024-01-01,2579.0,-87.5080836292833,-307.12445940391217,169.16891077930944,18.410000000000025,219.61637577462886,-12019.210100841447,test,1,622.3001610473664
2024-02-01,24.0,88.59460249819892,-133.36819005985217,-11.416380510676788,-7.260000000000048,221.9627925580511,1222.8574313062782,test,1,622.3001610473664
2024-03-01,440.0,89.16264556273632,129.28002075945778,96.22899395864363,-8.96999999999997,-40.11737519672141,1676.8917236064372,test,1,622.3001610473664
2024-04-01,511.0,-270.9024686030257,-72.453622886532,-28.547239334265782,-4.319999999999993,-198.44884571649374,1014.7676120787582,test,1,622.3001610473664
2024-05-01,-61.0,133.6759544905923,-30.650451205127865,0.5781227818822572,5.029999999999973,164.32640569572015,-138.25997281700256,test,1,622.3001610473664
2024-06-01,244.0,65.7696134681081,42.02559989065935,-24.80402170479431,3.819999999999993,23.744013577448754,-197.9019169194362,test,1,622.3001610473664
2024-07-01,-2.0,53.255251227957615,287.50037060544446,47.22146853339905,-3.339999999999975,-234.24511937748684,675.2065851711086,test,0,622.3001610473664
2024-08-01,307.0,101.40254460895676,-80.09415991726883,10.62698201706155,-2.0400000000000205,181.49670452622559,391.8692074382707,test,0,622.3001610473664
2024-09-01,35.0,-219.94480680060212,-8.287447569044389,-21.90401906195609,-0.9699999999999704,-211.65735923155773,391.5073115370251,test,0,622.3001610473664
2024-10-01,478.0,146.26104416443457,56.63924637759624,32.14504159035846,-5.639999999999986,89.62179778683833,988.8695437148999,test,0,622.3001610473664
2024-11-01,-21.0,-163.85088807961108,-206.07931659757082,-57.635287558153436,-2.8000000000000114,42.228428517959685,651.259171866659,test,0,622.3001610473664
2024-12-01,-329.0,107.61953186799258,428.1768625692523,83.76028803851761,1.6599999999999682,-320.5573307012597,0.0,test,0,622.3001610473664
2025-01-01,-57.0,-48.97659893482228,-138.95116363179818,-40.807990781960484,5.0,89.9745646969759,14.250907271409233,test,0,622.3001610473664
2025-02-01,21.0,0.14110258546793375,-321.32245020972414,-24.901301503410536,-2.079999999999984,321.4635527951921,640.8307247194898,test,0,622.3001610473664
2025-03-01,445.0,188.75937111726375,173.1036503020614,145.19652617540612,0.8500000000000227,15.6557208152023,601.0387322646347,test,0,622.3001610473664
2025-04-01,-204.0,-273.46157246042264,48.58126816930758,-47.20486959289906,3.269999999999982,-322.04284062973016,0.0,test,0,622.3001610473664
2025-05-01,-41.0,66.42171200172027,-178.71866798634142,-4.416272375188441,-0.18000000000000682,245.14037998806168,0.0,test,0,622.3001610473664
2025-06-01,-205.0,107.18023341780963,174.92300581181053,-5.951389486158519,0.5300000000000296,-67.7427723940009,0.0,test,0,622.3001610473664
