date,gross_reserves_usd_m,usd_lkr,exports_usd_m,imports_usd_m,trade_balance_usd_m,m2_usd_m,split
2008-09-01,-75.0,0.10519999999999641,-110.30520596431018,-33.1339428998549,-77.17126306445527,170.40531708549497,train
2008-10-01,-75.0,0.3427999999999969,11.707702170006769,1.1831448044288209,10.524557365577948,-31.492095920810243,train
2008-11-01,-75.0,1.7933000000000021,-16.170641214875218,-250.55687821593722,234.386237001062,-151.00428563891546,train
2008-12-01,-75.0,1.4869999999999948,36.246324551156704,65.79036993973784,-29.54404538858114,107.07521806257864,train
2009-01-01,228.0,2.322100000000006,-188.82725850426004,-372.21999722962937,183.39273872536927,-182.3617280505605,train
2009-02-01,228.0,0.3340999999999923,33.125974994898456,-76.30221192927854,109.42818692417706,110.92383482495097,train
2009-03-01,228.0,0.1810000000000116,107.75310841746739,417.2450798624337,-309.49197144496634,157.78397426015,train
2009-04-01,228.0,3.0231999999999886,-194.37901677339966,-402.910672030372,208.53165525697233,-138.20200766070047,train
2009-05-01,228.0,-0.6347999999999985,100.83056418381267,152.7196746709344,-51.88911048712174,205.66607407037918,train
2009-06-01,228.0,-1.8614999999999924,26.757644661456197,71.73346407314227,-44.975819411686075,369.48822339689104,train
2009-07-01,228.0,-0.010300000000000864,87.02654559672658,94.18007785009252,-7.153532253365938,268.67364894123057,train
2009-08-01,228.0,-0.08540000000000703,58.125611204837696,-97.19170140446852,155.3173126093062,217.07911825878364,train
2009-09-01,228.0,0.05190000000000339,-142.1299870229326,-38.46197751253521,-103.66800951039738,219.05246219524633,train
2009-10-01,228.0,0.017099999999999227,60.428028761971404,239.33189469463332,-178.90386593266192,-1.8483465542285558,train
2009-11-01,229.0,-0.2985000000000042,-15.670921241568067,-108.24012198854666,92.5692007469786,344.66959938617765,train
2009-12-01,228.0,-0.20169999999998822,110.38829141873612,157.65576886950112,-47.267477450765,370.9046337724776,train
2010-01-01,153.0,0.07529999999999859,-66.90120192007475,145.27918318366665,-212.1803851037414,122.21608285542243,train
2010-02-01,154.0,0.1490000000000009,26.55642910298002,-264.21224289875136,290.7686720017314,101.48592386898963,train
2010-03-01,153.0,-0.4040000000000106,72.90734649508784,3.0227859047117818,69.88456059037603,360.1992348846561,train
2010-04-01,154.0,-0.27530000000000143,-260.4305275276888,25.503691750896223,-285.93421927858503,54.5395568373624,train
2010-05-01,153.0,-0.12609999999999388,63.14444051851842,48.594993909579216,14.549446608939263,182.6774328265019,train
2010-06-01,153.0,-0.1419999999999959,65.84313006862101,63.051843914710616,2.7912861539103915,155.1450360078452,train
2010-07-01,154.0,-0.6034000000000077,254.7850905597884,9.93118319892551,244.8539073608629,192.7609526567212,train
2010-08-01,153.0,-0.560299999999998,-76.1844211233041,-20.02595146543331,-56.158469657870825,324.13441589841204,train
2010-09-01,154.0,-0.09390000000000498,-89.50774046050412,-13.206390646056661,-76.30134981444746,366.7081112569176,train
2010-10-01,153.0,-0.6358999999999924,218.86249663626245,147.84397660303716,71.01852003322529,296.4313246456659,train
2010-11-01,154.0,-0.15149999999999864,-140.02194252879974,-125.16516050874634,-14.856782020053402,211.45491742993727,train
2010-12-01,153.0,-0.5074000000000041,-61.57588682242147,315.7290835311064,-377.3049703535279,517.5317808358395,train
2011-01-01,-38.0,-0.1881000000000057,192.13369960032276,139.18761162169858,52.94608797862418,199.4746659024804,train
2011-02-01,-38.0,-0.012599999999991951,-106.03398130982077,-332.0442195309379,226.0102382211171,282.1681247688248,train
2011-03-01,-38.0,-0.5052000000000021,113.81973886518279,398.2621938349414,-284.4424549697586,409.8487353983546,train
2011-04-01,-38.0,-0.08929999999999438,-182.13933757016343,-143.79924106136468,-38.34009650879875,340.0739543689597,train
2011-05-01,-38.0,-0.45000000000000284,87.491687349372,192.89975564157066,-105.40806829219866,266.22050635117193,train
2011-06-01,-38.0,-0.2237999999999971,-15.716582829527624,-14.578386685758915,-1.1381961437687096,359.511565718738,train
2011-07-01,-38.0,-0.08210000000001116,141.7113982005443,101.16246853508619,40.548929665458104,319.6126974753279,train
2011-08-01,-38.0,0.2569000000000017,-7.969436996071636,67.2392828742295,-75.20871987030137,261.7093672277042,train
2011-09-01,-38.0,0.33899999999999864,-95.77817824842498,-74.41151175635537,-21.36666649206927,230.34556731173507,train
2011-10-01,-38.0,0.03460000000001173,30.760306736625466,-5.650150795810305,36.41045753243566,225.94775967153691,train
2011-11-01,-38.0,1.1329999999999956,-3.3744420142097624,229.41942095863715,-232.7938629728469,11.558373425672471,train
2011-12-01,-38.0,2.586200000000005,47.621598548569295,-110.59523114548006,158.21682969404878,27.416811763338046,train
2012-01-01,31.0,0.01279999999999859,-45.20519839678934,39.19127889560741,-84.39647729239618,212.05587295513033,train
2012-02-01,30.0,3.461500000000001,-67.16846034868365,-334.33359332339705,267.1651329747134,-116.72172674957983,train
2012-03-01,31.0,8.379499999999993,39.94503297622555,272.9026746186189,-232.95764164239336,-889.5951528803416,train
2012-04-01,31.0,2.7643000000000058,-113.1456871056439,-413.17498380812117,300.02929670247727,-145.98257279878453,train
2012-05-01,30.0,0.5797000000000025,58.151072124785856,134.62839334894034,-76.47732122415448,-98.74690161649414,train
2012-06-01,31.0,2.8473999999999933,-50.149048159900985,-156.00732047406677,105.85827231416579,-166.29764540323958,train
2012-07-01,30.0,0.6329000000000065,38.63883995462277,-94.01782163214284,132.6566615867656,131.78592171990385,train
2012-08-01,31.0,-0.4952000000000112,34.460891338212036,425.0118347400323,-390.5509434018204,289.05780146416146,train
2012-09-01,31.0,-0.4790999999999883,-27.393159254768534,-435.5907527856898,408.1975935309214,186.19974328536773,train
2012-10-01,30.0,-2.424599999999998,-31.148299269794165,264.7030883960599,-295.8513876658541,414.97905182136674,train
2012-11-01,31.0,1.1480999999999995,57.231926568698555,338.99081105409846,-281.7588844853998,342.59155184872725,train
2012-12-01,30.0,-2.1980000000000075,43.3724477060191,-398.27506451997147,441.64751222599045,828.2063210075612,train
2013-01-01,33.0,-1.3160000000000025,-142.3019036189561,12.398967615573838,-154.70087123452993,480.2931868218766,train
2013-02-01,33.0,0.014200000000002433,69.03635551200091,-98.9911416135019,168.0274971255028,477.7009627099651,train
2013-03-01,33.0,-0.033699999999996066,34.31899798455686,111.57150957574413,-77.25251159118727,488.7705883861636,train
2013-04-01,33.0,-0.7332000000000107,-135.48601650933927,-19.265907898432715,-116.22010861090655,435.08198011936474,train
2013-05-01,32.0,0.27590000000000714,97.32773147269313,23.246882486633012,74.08084898606012,39.38909368748864,train
2013-06-01,33.0,1.6692999999999927,13.74511935152293,-39.40687992168546,53.15199927320839,57.8649677273861,train
2013-07-01,33.0,3.2220000000000084,51.68755349915648,-76.36246931992832,128.0500228190848,-303.95397160621724,train
2013-08-01,33.0,0.8336999999999932,59.337150326776964,41.87663183547147,17.460518491305493,-78.82398978590936,train
2013-09-01,33.0,0.37829999999999586,-19.60248610030476,11.422662028376635,-31.025148128681394,343.43776548829555,train
2013-10-01,32.0,-1.350999999999999,142.29703698897174,-92.67615981909444,234.97319680806618,726.7595810147322,train
2013-11-01,-428.88745211405694,0.09399999999999409,-9.489302712788685,176.02845606214032,-185.517758774929,-52.1839872124001,train
2013-12-01,490.15957363731104,-0.32519999999999527,-44.16218564066048,-18.59443732473278,-25.5677483159277,523.7541738467626,train
2014-01-01,553.311783821885,-0.07859999999999445,-83.7664748229638,104.36564224542076,-188.13211706838456,287.8324073933327,train
2014-02-01,210.9682615764168,0.11109999999999332,-61.5626886604407,-235.0356142453552,173.4729255849145,176.15123625135675,train
2014-03-01,-199.82771819066966,-0.21109999999998763,227.75317881268757,251.6821683073158,-23.92898949462824,387.5274595046212,train
2014-04-01,837.0066336914815,0.007900000000006457,-305.8466866313796,-227.6482353334311,-78.19845129794851,69.80993903581111,train
2014-05-01,-124.06724166415552,-0.21030000000001792,119.27203916734686,-91.25966042311302,210.53169959045994,67.24438119791375,train
2014-06-01,391.3408642549657,-0.11189999999999145,102.16316908981469,86.20698336047462,15.956185729340007,293.7830628079719,train
2014-07-01,-190.26352375056376,-0.05910000000000082,-29.05830172279525,405.921423904741,-434.97972562753625,136.28247310013467,train
2014-08-01,211.89617807383183,-0.037499999999994316,35.9980137578616,-120.81819268852473,156.81620644638633,231.7714012127435,train
2014-09-01,-363.8330229152016,0.08140000000000214,-89.79531310810444,-57.049776517287455,-32.74553659081698,421.30237125687927,train
2014-10-01,-30.884232584570782,0.3055999999999983,-0.9998198330966943,82.72990930421247,-83.72972913730916,204.70499591705084,train
2014-11-01,-460.03804902309275,0.36599999999998545,19.32387491782879,-103.36326606091029,122.68714097873908,289.36833236439634,train
2014-12-01,-122.47205481358105,0.15080000000000382,83.95400536794239,150.6435353526324,-66.68952998469001,443.20261194041086,train
2015-01-01,-955.9800000000005,0.528899999999993,-84.66774145804561,-115.82485516245492,31.157113704409312,-52.92571541064535,train
2015-02-01,168.0254996301701,1.1146000000000242,-13.196191435455262,-152.11225097727743,138.91605954182216,-32.88133188379288,train
2015-03-01,-600.9099944028176,0.2278999999999769,160.85451431442334,51.40070456771218,109.45380974671116,414.2396875449631,train
2015-04-01,635.0859682515174,-0.02729999999999677,-351.14463451599283,-90.47629163802549,-260.66834287796735,304.73424588522903,train
2015-05-01,-608.8614734788689,0.5373000000000161,169.1185769135551,95.00335563317776,74.11522128037734,249.81499621116382,train
2015-06-01,679.7153794783571,0.47819999999998686,59.480881364868424,93.28708533315739,-33.80620396828897,172.91334654610546,train
2015-07-01,-716.9347297054819,-0.2563999999999851,-8.430499136762819,-144.86061307200134,136.43011393523852,462.2899833470474,train
2015-08-01,-350.8316215434579,0.17009999999999081,-135.02563583794688,-10.504756446638794,-124.52087939130809,350.2643166128255,train
2015-09-01,325.96023027126466,5.381,51.08829968664372,59.34677477693231,-8.258475090288584,-820.08421981008,train
2015-10-01,-302.9942839986452,1.6180999999999983,-2.4529867137531483,55.54765596418906,-58.00064267794221,0.0,train
2015-11-01,800.5260968175307,1.1126999999999896,-12.317890426978238,-173.39113460721296,161.07324418023472,344.9102084616643,train
2015-12-01,22.426682620671272,1.3713000000000193,-17.92123116929986,179.84806684794535,-197.7692980172452,511.89503963788957,train
2016-01-01,-1009.3162854009006,0.2154999999999916,78.0937191524389,-55.59992235810341,133.6936415105423,276.13702153196573,train
2016-02-01,279.0476188988332,0.08850000000001046,-6.997596393899357,-149.81715020386332,142.81955380996396,368.48194447359856,train
2016-03-01,-352.1827311450061,1.494499999999988,57.41461290246252,126.71780697788859,-69.30319407542606,32.542436778498086,train
2016-04-01,-152.66109867596697,0.06839999999999691,-238.62185471831663,-105.13743264038021,-133.48442207793642,231.95185800279432,train
2016-05-01,-423.3841628229011,0.7061999999999955,69.73742943615912,128.94625291837156,-59.20882348221244,-148.10535191513918,train
2016-06-01,-352.8710947942973,-0.04720000000000368,120.43473613696904,85.96509366903979,34.46964246792925,485.19730951888414,train
2016-07-01,1196.9177036764977,-0.4598999999999762,-9.01798040016763,-243.00310520913808,233.98512480897045,672.7143190221104,train
2016-08-01,109.75334541537632,-0.19750000000001933,-25.23405461374182,216.2896699008934,-241.5237245146352,317.5119004987173,train
2016-09-01,-143.2225491665322,0.2546000000000106,31.56765915320932,-140.82749590794492,172.39515506115424,751.5909020952313,train
2016-10-01,-401.8758900792909,1.3018999999999892,-42.83444876031672,215.26126323463518,-258.0957119949519,164.09636668395615,train
2016-11-01,-409.7095079356641,1.0500000000000114,-45.39258011186189,8.55785791032713,-53.95043802218902,226.23465603238947,train
2016-12-01,374.90250909112456,1.005200000000002,49.38115785780735,84.01508492000767,-34.63392706220043,728.9252794406784,train
2017-01-01,-565.874077352396,1.0190000000000055,5.685918329845549,-17.151357919743987,22.83727624958965,62.890110445147,train
2017-02-01,181.49714508944544,1.0378999999999792,3.089370364825072,-187.78406427269238,190.87343463751745,341.98185943342105,train
2017-03-01,-517.3995239854858,0.6326999999999998,174.01123126969424,258.1625965028004,-84.15136523310616,819.2867088973871,train
2017-04-01,-69.1772611654751,0.35720000000000596,-247.15609884041692,-265.44027349253884,18.28417465212192,254.08255316891882,train
2017-05-01,1711.6221999661575,0.528899999999993,46.58273731439351,120.86718748758403,-74.28445017319052,325.8192700895743,train
2017-06-01,199.3211329014557,0.41730000000001155,146.05838812687216,-183.81792232268185,329.876310449554,345.25212281737913,train
2017-07-01,-248.53952978968846,0.7793000000000063,27.87871301585278,50.19810313985977,-22.319390124006986,381.87468636094854,train
2017-08-01,983.0623105836921,-0.48969999999999914,-14.539267162288525,265.77101855688966,-280.3102857191784,477.772885463135,train
2017-09-01,-413.71241651946,-0.28530000000000655,10.382857973713158,-190.24660586759182,200.6294638413052,590.3885677905346,train
2017-10-01,220.9565329340012,0.6779999999999973,-35.445735007287226,60.58482346924916,-96.03055847653638,32.18663433413167,train
2017-11-01,-165.6748879110055,0.10200000000000387,-34.64780342946199,213.1445302633315,-247.79233369279336,89.6188843581258,train
2017-12-01,623.5357946567874,-0.48400000000000887,78.5709026542878,108.11611069559103,-29.545208041303226,867.7161547019423,train
2018-01-01,-288.67303040954084,0.6367000000000189,-54.13277109897058,-34.00873921115226,-20.124031887818546,326.132583277933,train
2018-02-01,252.38934549018904,1.0284999999999798,-49.719797253108254,-36.49761407712481,-13.222183175983446,318.46873036263423,train
2018-03-01,-602.6196357472636,0.8649000000000058,192.01291543001446,0.5287306859311229,191.48418474408345,875.3100842690401,train
2018-04-01,2616.0191036541664,0.5471000000000004,-312.60858906896783,-184.89403053974547,-127.71455852922224,173.8155226705785,train
2018-05-01,-1126.8522277748489,1.5670000000000073,128.7029580579076,63.3301514064824,65.37280665142566,-358.93476561227,train
2018-06-01,458.1005364895809,1.2092000000000098,100.61065471659117,-37.47811862030858,138.0887733368994,168.38377143771504,train
2018-07-01,-837.3451889849548,0.39289999999999736,48.79601623219196,-65.01467765635175,113.81069388854348,155.56101883532392,train
2018-08-01,154.86588889609084,0.9668999999999812,-35.8036866741279,132.6522090987903,-168.4558957729182,284.25066688915103,train
2018-09-01,-1420.458479954459,4.902000000000015,17.853994071199395,-118.70723020412856,136.56122427532796,-908.9256982212682,train
2018-10-01,739.225976079767,6.137699999999995,-76.11851862163178,114.06334675561448,-190.18186537724625,-1120.058002404323,train
2018-11-01,-897.982839635466,5.366099999999989,0.4551114505251235,-117.8680752995208,118.32318675004592,-954.843759242598,train
2018-12-01,-86.10583936427429,3.3519000000000005,53.83190753657914,-30.023932207841654,83.85583974442079,-269.46859493442753,train
2019-01-01,-767.0204303957535,1.5230999999999995,4.763742337355325,-79.12272048097157,83.88646281832689,-344.4674626523192,train
2019-02-01,-117.04119881111546,-3.2081000000000017,-57.026966979349595,-223.062445230192,166.03547825084235,923.7450739906199,train
2019-03-01,1594.0869310657781,-0.2991999999999848,155.7424216493779,296.6472511226609,-140.90482947328297,507.399047386396,train
2019-04-01,-415.2698835102801,-3.451999999999998,-338.7567032187095,-133.47064045307093,-205.28606276563858,930.0994942112884,train
2019-05-01,-491.3594277080929,1.5067999999999984,162.91417079628036,188.12168896047842,-25.207518164198063,-118.97911841148743,train
2019-06-01,2142.371893330249,0.3135000000000048,122.93465376369716,-383.85067614744503,506.7853299111422,159.05253253361298,train
2019-07-01,-517.9206923327711,-0.5803000000000225,-85.41999213204872,316.0754866333898,-401.4954787654385,330.43444182707026,train
2019-08-01,176.64844715065556,2.05540000000002,33.970835620914386,-142.3133983049563,176.2842339258707,-235.85595570740406,train
2019-09-01,-888.3803143429213,2.8589000000000055,-78.75074008533477,136.93169852831352,-215.6824386136483,-446.19037937677786,train
2019-10-01,144.75105000970234,0.5179999999999723,23.525731098755955,105.18736976723972,-81.6616386684833,-203.5645889797088,train
2019-11-01,-259.63003117211247,-1.0043999999999755,1.5053593714829958,-74.63405781932192,76.13941719080447,466.0043293256822,train
2019-12-01,121.94001832007416,0.8864999999999839,21.157331195268625,43.09894874860015,-21.941617553331525,490.7984906396596,train
2020-01-01,-129.65947131918074,0.12430000000000518,4.942140748083148,-48.86289389381227,53.80503464189542,461.1346923956444,validation
2020-02-01,428.78154091863234,0.17969999999999686,-16.368072491686917,-173.00325143655596,156.63517894486904,405.5416405481592,validation
2020-03-01,-407.77850094270616,2.907900000000012,-332.2985706158594,-357.2746335025456,24.976062886686236,763.952740352077,validation
2020-04-01,-324.216468256046,6.944099999999992,-373.90810515488073,-82.4422407731945,-291.4658643816863,-763.4635021642462,validation
2020-05-01,-709.6628496149051,-3.8111000000000104,304.3769297110244,-128.78414983957316,433.1610795505976,1100.6281737625322,validation
2020-06-01,194.79076193808396,-1.671999999999997,307.44802492434656,61.628475068666944,245.8195498556796,792.9757242668711,validation
2020-07-01,401.18380911899294,-0.13280000000000314,190.88577566417064,238.2430259622979,-47.3572502981273,641.1084514820031,validation
2020-08-01,334.2511841130481,-0.8847999999999843,-137.7924574968397,-4.606303820176436,-133.18615367666322,959.8379530277525,validation
2020-09-01,-763.7620685071415,0.09899999999998954,52.813511448030795,235.79698529363804,-182.98347384560725,889.0184136181051,validation
2020-10-01,-810.5769970984475,-0.5751999999999953,-145.7667576630231,-162.1046079650796,16.337850302056495,891.4085469958081,validation
2020-11-01,-300.46833828965464,0.4327000000000112,-70.61942638334153,20.920123604740866,-91.5395499880824,427.4029899189991,validation
2020-12-01,108.98996653814083,1.8234999999999957,180.79489971402177,142.94652230022552,37.84837741379624,801.7217086372111,validation
2021-01-01,-822.4025649789919,0.36709999999999354,-27.788562787967976,64.9431637315356,-92.73172651950358,468.01820903947373,validation
2021-02-01,-258.86958034823874,7.009999999999991,15.062292563007645,-67.98622445866863,83.04851702167628,-1114.4087955898285,validation
2021-03-01,-527.7934240235254,5.030000000000001,142.04927803989847,402.32786493688764,-260.27858689698917,-358.3954650673768,validation
2021-04-01,415.5384722242534,0.5,-275.5895918790584,-218.95982535792018,-56.62976652113821,309.7224180118501,validation
2021-05-01,-437.90725431416104,-0.03999999999999204,73.51895991121148,-99.53795807787924,173.05691798909072,370.53077473196026,validation
2021-06-01,27.214690186192456,1.6399999999999864,115.31148118082922,51.7702946860411,63.54118649478812,225.33893703061767,validation
2021-07-01,-1254.1617414865036,-1.2399999999999807,96.91872808617745,50.89139283842587,46.02733524775158,948.900132681083,validation
2021-08-01,737.624819331953,10.099999999999994,-2.898554742782153,-23.428237664577637,20.529682921795484,-1550.136900301026,validation
2021-09-01,-839.3216869378093,-10.009999999999991,-66.57735001535139,-160.6348465827807,94.05749656742933,2426.3422953276604,validation
2021-10-01,-434.97535251492945,1.8799999999999955,157.87891477980816,168.24426813265973,-10.365353352851628,-9.222832863270014,validation
2021-11-01,-680.8396159420552,0.18000000000000682,19.13263287374025,70.35121822778433,-51.21858535404402,-167.27483250900696,validation
2021-12-01,1550.8541298893667,-1.6200000000000045,-55.18373810618823,476.35159689634884,-531.5353350025371,1020.3308799213337,validation
2022-01-01,-777.5812497257457,0.7599999999999909,-53.68186714605736,-281.5961053302499,227.91423818419253,0.0,validation
2022-02-01,-50.39474376182807,-0.12999999999999545,-9.265630129418923,-86.4343489903606,77.16871886094168,0.0,validation
2022-03-01,-394.250466948733,97.94,-35.10579347027533,-54.03697414884118,18.931180678565852,0.0,validation
2024-01-01,2579.0,18.410000000000025,-87.5080836292833,-307.12445940391217,219.61637577462886,-12019.210100841447,test
2024-02-01,24.0,-7.260000000000048,88.59460249819892,-133.36819005985217,221.9627925580511,1222.8574313062782,test
2024-03-01,440.0,-8.96999999999997,89.16264556273632,129.28002075945778,-40.11737519672141,1676.8917236064372,test
2024-04-01,511.0,-4.319999999999993,-270.9024686030257,-72.453622886532,-198.44884571649374,1014.7676120787582,test
2024-05-01,-61.0,5.029999999999973,133.6759544905923,-30.650451205127865,164.32640569572015,-138.25997281700256,test
2024-06-01,244.0,3.819999999999993,65.7696134681081,42.02559989065935,23.744013577448754,-197.9019169194362,test
2024-07-01,-2.0,-3.339999999999975,53.255251227957615,287.50037060544446,-234.24511937748684,675.2065851711086,test
2024-08-01,307.0,-2.0400000000000205,101.40254460895676,-80.09415991726883,181.49670452622559,391.8692074382707,test
2024-09-01,35.0,-0.9699999999999704,-219.94480680060212,-8.287447569044389,-211.65735923155773,391.5073115370251,test
2024-10-01,478.0,-5.639999999999986,146.26104416443457,56.63924637759624,89.62179778683833,988.8695437148999,test
2024-11-01,-21.0,-2.8000000000000114,-163.85088807961108,-206.07931659757082,42.228428517959685,651.259171866659,test
2024-12-01,-329.0,1.6599999999999682,107.61953186799258,428.1768625692523,-320.5573307012597,0.0,test
2025-01-01,-57.0,5.0,-48.97659893482228,-138.95116363179818,89.9745646969759,14.250907271409233,test
2025-02-01,21.0,-2.079999999999984,0.14110258546793375,-321.32245020972414,321.4635527951921,640.8307247194898,test
2025-03-01,445.0,0.8500000000000227,188.75937111726375,173.1036503020614,15.6557208152023,601.0387322646347,test
2025-04-01,-204.0,3.269999999999982,-273.46157246042264,48.58126816930758,-322.04284062973016,0.0,test
2025-05-01,-41.0,-0.18000000000000682,66.42171200172027,-178.71866798634142,245.14037998806168,0.0,test
2025-06-01,-205.0,0.5300000000000296,107.18023341780963,174.92300581181053,-67.7427723940009,0.0,test
