date,value_raw,value_standardized,country,country_code,source_provider,source_url,COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY
2008-01-01,2172000000.0,2172.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2008-02-01,2155000000.0,2155.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2008-03-01,2423000000.0,2423.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2008-04-01,2539000000.0,2539.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2008-05-01,2461000000.0,2461.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2008-06-01,2991000000.0,2991.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2008-07-01,2671000000.0,2671.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2008-08-01,1919000000.0,1919.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2008-09-01,1908000000.0,1908.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2008-10-01,1819000000.0,1819.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2008-11-01,1646000000.0,1646.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2008-12-01,1599000000.0,1599.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2009-01-01,1721000000.0,1721.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2009-02-01,1825000000.0,1825.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2009-03-01,1845000000.0,1845.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2009-04-01,1796000000.0,1796.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
2009-05-01,2080000000.0,2080.0,egypt,EGY,imf,https://api.imf.org/external/sdmx/2.1/data/ITG/EGY.XG.FOB_USD.M?detail=full&startPeriod=2000-01,EGY,XG,FOB_USD,M
