baseline,seed,n_regimes,ar_order,init_scheme,init_scheme_label,init_state_method,converged,n_iter,loglik,aic,bic,n_smoothed_obs,mean_max_probability,share_max_prob_ge_0_9,mean_entropy,mean_normalized_entropy,shortest_duration_months,longest_duration_months,smallest_regime_share,random_state_used,regime_ordering,full_precision_transition,full_precision_stationary_shares,init_meta,regime_0_share,regime_1_share,ergodic_regime_0_share,ergodic_regime_1_share,p_00,p_11,duration_regime_0,duration_regime_1,target_diff_mean_regime_0,target_diff_mean_regime_1,prob_corr_to_baseline,regime_2_share,ergodic_regime_2_share,p_22,duration_regime_2,target_diff_mean_regime_2
True,,2,1,vol_threshold,Rolling-vol threshold,rolling_vol_threshold,True,51,-5762.6989034851,11709.3978069702,12009.56530434945,193,0.9968924209445971,0.9948186528497409,0.011856861143882383,0.017105834772788157,17.568730106247983,57.24299180451448,0.3005181347150259,,"1,0","[[0.9825306125959486, 0.01746938740405131], [0.05691931027185454, 0.9430806897281455]]","[0.7651607307314162, 0.23483926926858378]","{'method': 'rolling_vol_threshold', 'threshold': 609.0122909548713, 'n_regimes': 2}",0.6994818652849741,0.3005181347150259,0.7651607307314162,0.23483926926858378,0.9825306125959486,0.9430806897281455,57.24299180451448,17.568730106247983,-10.853327383474833,84.06162507240911,1.0,,,,,
False,42.0,1,1,single_regime,Single regime,single_regime,True,2,-5926.010500839296,11942.021001678591,12088.842060179311,193,1.0,1.0,0.0,0.0,inf,inf,1.0,42.0,0,[[1.0]],[1.0],"{'method': 'single_regime', 'n_regimes': 1}",1.0,,1.0,,1.0,,inf,,17.917098445595855,,,,,,,
False,43.0,2,1,vol_threshold,Rolling-vol threshold,rolling_vol_threshold,True,34,-5762.092174577205,11708.18434915441,12008.351846533658,193,0.9961507807280606,0.9896373056994818,0.014963661532315733,0.021588000286212848,15.147425466897856,39.292394928907036,0.3316062176165803,43.0,"1,0","[[0.9745497824245803, 0.025450217575419713], [0.06601781947601135, 0.9339821805239886]]","[0.7217583497379589, 0.27824165026204106]","{'method': 'rolling_vol_threshold', 'threshold': 609.0122909548713, 'n_regimes': 2}",0.6683937823834197,0.3316062176165803,0.7217583497379589,0.27824165026204106,0.9745497824245803,0.9339821805239886,39.292394928907036,15.147425466897856,-14.916881619214527,83.62601806578509,0.9418073997680825,,,,,
False,44.0,2,1,vol_threshold,Rolling-vol threshold,rolling_vol_threshold,True,29,-5762.09216944603,11708.18433889206,12008.35183627131,193,0.9961509799423277,0.9896373056994818,0.014963116742016037,0.02158721431994916,15.147397615086948,39.29229963902145,0.3316062176165803,44.0,"1,0","[[0.9745497207038782, 0.02545027929612181], [0.06601794086424395, 0.933982059135756]]","[0.721758231968422, 0.2782417680315781]","{'method': 'rolling_vol_threshold', 'threshold': 609.0122909548713, 'n_regimes': 2}",0.6683937823834197,0.3316062176165803,0.721758231968422,0.2782417680315781,0.9745497207038782,0.933982059135756,39.29229963902145,15.147397615086948,-14.916913325082746,83.62608348432701,0.9418070479264758,,,,,
False,45.0,2,1,vol_threshold,Rolling-vol threshold,rolling_vol_threshold,True,34,-5762.0921618977645,11708.184323795529,12008.351821174778,193,0.9961513291728268,0.9896373056994818,0.014962166317681632,0.02158584314747517,15.147340940366137,39.2921051438498,0.3316062176165803,45.0,"1,0","[[0.9745495947254808, 0.025450405274519257], [0.06601818787448709, 0.933981812125513]]","[0.721757989290822, 0.2782420107091781]","{'method': 'rolling_vol_threshold', 'threshold': 609.0122909548713, 'n_regimes': 2}",0.6683937823834197,0.3316062176165803,0.721757989290822,0.2782420107091781,0.9745495947254808,0.933981812125513,39.2921051438498,15.147340940366137,-14.916971064248786,83.62620187494633,0.9418064267858077,,,,,
False,46.0,2,1,vol_threshold,Rolling-vol threshold,rolling_vol_threshold,True,33,-5762.092183408665,11708.18436681733,12008.351864196578,193,0.9961497171499512,0.9896373056994818,0.014966496658115608,0.021592090508144635,15.147641579798542,39.29312773680417,0.3316062176165803,46.0,"1,0","[[0.9745502570653508, 0.02544974293464911], [0.066016877593251, 0.933983122406749]]","[0.721759229894296, 0.27824077010570397]","{'method': 'rolling_vol_threshold', 'threshold': 609.0122909548713, 'n_regimes': 2}",0.6683937823834197,0.3316062176165803,0.721759229894296,0.27824077010570397,0.9745502570653508,0.933983122406749,39.29312773680417,15.147641579798542,-14.916696321857797,83.62562601124269,0.9418091986080214,,,,,
False,47.0,2,1,vol_threshold,Rolling-vol threshold,rolling_vol_threshold,True,29,-5762.0921892099395,11708.184378419879,12008.351875799128,193,0.996150036576566,0.9896373056994818,0.014965678119582108,0.02159090960666157,15.14754543874323,39.29280351608029,0.3316062176165803,47.0,"1,0","[[0.9745500470692869, 0.025449952930712935], [0.06601729660056192, 0.9339827033994381]]","[0.7217588474439585, 0.27824115255604154]","{'method': 'rolling_vol_threshold', 'threshold': 609.0122909548713, 'n_regimes': 2}",0.6683937823834197,0.3316062176165803,0.7217588474439585,0.27824115255604154,0.9745500470692869,0.9339827033994381,39.29280351608029,15.14754543874323,-14.916759469092554,83.62576329903688,0.9418086920268658,,,,,
False,48.0,2,1,vol_threshold,Rolling-vol threshold,rolling_vol_threshold,True,33,-5762.092184247713,11708.184368495426,12008.351865874674,193,0.9961498275943749,0.9896373056994818,0.014966210386570143,0.021591677505605637,15.147616533974386,39.29304488331635,0.3316062176165803,48.0,"1,0","[[0.9745502034019106, 0.025449796598089335], [0.06601698674884687, 0.9339830132511532]]","[0.7217591384890235, 0.2782408615109765]","{'method': 'rolling_vol_threshold', 'threshold': 609.0122909548713, 'n_regimes': 2}",0.6683937823834197,0.3316062176165803,0.7217591384890235,0.2782408615109765,0.9745502034019106,0.9339830132511532,39.29304488331635,15.147616533974386,-14.9167157781534,83.62567016957598,0.9418090338878339,,,,,
False,49.0,2,1,vol_threshold,Rolling-vol threshold,rolling_vol_threshold,True,26,-5762.092190130959,11708.184380261919,12008.351877641167,193,0.9961502016201264,0.9896373056994818,0.014965245508264256,0.021590285480458677,15.147498622528241,39.292643145536154,0.3316062176165803,49.0,"1,0","[[0.9745499431968448, 0.02545005680315511], [0.06601750063952753, 0.9339824993604725]]","[0.7217586484792361, 0.27824135152076396]","{'method': 'rolling_vol_threshold', 'threshold': 609.0122909548713, 'n_regimes': 2}",0.6683937823834197,0.3316062176165803,0.7217586484792361,0.27824135152076396,0.9745499431968448,0.9339824993604725,39.292643145536154,15.147498622528241,-14.91679191776435,83.62583019536376,0.9418084033548446,,,,,
False,50.0,2,1,vol_threshold,Rolling-vol threshold,rolling_vol_threshold,True,34,-5762.092171857577,11708.184343715155,12008.351841094403,193,0.9961508804331073,0.9896373056994818,0.014963388397364752,0.021587606235773577,15.147412422716227,39.29235039079226,0.3316062176165803,50.0,"1,0","[[0.9745497535766061, 0.025450246423393875], [0.06601787632720181, 0.9339821236727982]]","[0.7217582950424317, 0.2782417049575682]","{'method': 'rolling_vol_threshold', 'threshold': 609.0122909548713, 'n_regimes': 2}",0.6683937823834197,0.3316062176165803,0.7217582950424317,0.2782417049575682,0.9745497535766061,0.9339821236727982,39.29235039079226,15.147412422716227,-14.916897236905767,83.62605040546924,0.9418072243922,,,,,
