date,regime_0_prob,regime_1_prob,most_likely_regime,max_probability,split
2009-03-01,5.537775980919238e-05,0.9999446222401908,1,0.9999446222401908,train
2009-04-01,2.6594548130042877e-05,0.99997340545187,1,0.99997340545187,train
2009-05-01,6.613037241823983e-05,0.9999338696275818,1,0.9999338696275818,train
2009-06-01,1.626843588497529e-05,0.999983731564115,1,0.999983731564115,train
2009-07-01,1.3887942103760895e-05,0.9999861120578962,1,0.9999861120578962,train
2009-08-01,3.3240473260533546e-05,0.9999667595267394,1,0.9999667595267394,train
2009-09-01,4.876577893683476e-05,0.9999512342210631,1,0.9999512342210631,train
2009-10-01,2.396274049733386e-05,0.9999760372595027,1,0.9999760372595027,train
2009-11-01,4.9122708833582835e-05,0.9999508772911664,1,0.9999508772911664,train
2009-12-01,1.4670717305894007e-05,0.9999853292826941,1,0.9999853292826941,train
2010-01-01,2.151863606649433e-05,0.9999784813639335,1,0.9999784813639335,train
2010-02-01,3.2165626069771466e-05,0.9999678343739302,1,0.9999678343739302,train
2010-03-01,6.374764527449288e-05,0.9999362523547255,1,0.9999362523547255,train
2010-04-01,2.977688660733584e-05,0.9999702231133927,1,0.9999702231133927,train
2010-05-01,5.3631465709864886e-05,0.9999463685342901,1,0.9999463685342901,train
2010-06-01,1.645544937119138e-05,0.9999835445506288,1,0.9999835445506288,train
2010-07-01,5.719302646440369e-05,0.9999428069735355,1,0.9999428069735355,train
2010-08-01,0.00016273454631819177,0.9998372654536818,1,0.9998372654536818,train
2010-09-01,5.69632175485482e-05,0.9999430367824514,1,0.9999430367824514,train
2010-10-01,2.9949484751061785e-05,0.9999700505152489,1,0.9999700505152489,train
2010-11-01,0.00010380296674506069,0.9998961970332549,1,0.9998961970332549,train
2010-12-01,5.88968703930698e-05,0.9999411031296069,1,0.9999411031296069,train
2011-01-01,0.00019770011809730042,0.9998022998819027,1,0.9998022998819027,train
2011-02-01,3.0772023686490055e-05,0.9999692279763135,1,0.9999692279763135,train
2011-03-01,0.001135390600225489,0.9988646093997745,1,0.9988646093997745,train
2011-04-01,0.00013801327951743349,0.9998619867204825,1,0.9998619867204825,train
2011-05-01,4.1411183420226334e-05,0.9999585888165797,1,0.9999585888165797,train
2011-06-01,6.854424216599545e-05,0.999931455757834,1,0.999931455757834,train
2011-07-01,0.00011967751032113626,0.9998803224896788,1,0.9998803224896788,train
2011-08-01,0.00018735436552022507,0.9998126456344798,1,0.9998126456344798,train
2011-09-01,3.495503185190567e-05,0.9999650449681481,1,0.9999650449681481,train
2011-10-01,2.9208071466508715e-05,0.9999707919285334,1,0.9999707919285334,train
2011-11-01,8.444349009404495e-05,0.9999155565099059,1,0.9999155565099059,train
2011-12-01,6.561707372728962e-05,0.9999343829262727,1,0.9999343829262727,train
2012-01-01,4.5762251804142716e-05,0.9999542377481958,1,0.9999542377481958,train
2012-02-01,1.0179488444228472e-05,0.9999898205115558,1,0.9999898205115558,train
2012-03-01,0.00032443501605635517,0.9996755649839436,1,0.9996755649839436,train
2012-04-01,0.0001605593191525825,0.9998394406808474,1,0.9998394406808474,train
2012-05-01,5.409790775731099e-05,0.9999459020922427,1,0.9999459020922427,train
2012-06-01,0.00011116817926578661,0.9998888318207342,1,0.9998888318207342,train
2012-07-01,0.00029670065146023325,0.9997032993485397,1,0.9997032993485397,train
2012-08-01,0.000260951067458781,0.9997390489325412,1,0.9997390489325412,train
2012-09-01,7.452559482606421e-06,0.9999925474405174,1,0.9999925474405174,train
2012-10-01,3.6718511142242915e-05,0.9999632814888577,1,0.9999632814888577,train
2012-11-01,0.00018533318254618282,0.9998146668174538,1,0.9998146668174538,train
2012-12-01,3.9470451831370726e-06,0.9999960529548169,1,0.9999960529548169,train
2013-01-01,0.0002147489003812482,0.9997852510996188,1,0.9997852510996188,train
2013-02-01,5.755458191688777e-05,0.9999424454180831,1,0.9999424454180831,train
2013-03-01,5.836154816478535e-05,0.9999416384518353,1,0.9999416384518353,train
2013-04-01,0.0011352098904098317,0.9988647901095902,1,0.9988647901095902,train
2013-05-01,0.0001773369071292322,0.9998226630928708,1,0.9998226630928708,train
2013-06-01,0.00020358426723729572,0.9997964157327627,1,0.9997964157327627,train
2013-07-01,0.0010408029665848629,0.9989591970334152,1,0.9989591970334152,train
2013-08-01,0.02657152082068379,0.9734284791793162,1,0.9734284791793162,train
2013-09-01,0.9823063660421331,0.017693633957866942,0,0.9823063660421331,train
2013-10-01,0.9974520561697726,0.0025479438302274064,0,0.9974520561697726,train
2013-11-01,0.9999999999999786,2.138698821824289e-14,0,0.9999999999999786,train
2013-12-01,1.0,1.2823802822227024e-35,0,1.0,train
2014-01-01,0.9999947107764406,5.28922355937588e-06,0,0.9999947107764406,train
2014-02-01,0.9934189527508841,0.006581047249115883,0,0.9934189527508841,train
2014-03-01,0.9999999999402149,5.97850269756527e-11,0,0.9999999999402149,train
2014-04-01,1.0,5.056906032847425e-40,0,1.0,train
2014-05-01,1.0,6.528255365532464e-24,0,1.0,train
2014-06-01,0.9999999645382328,3.5461767141617316e-08,0,0.9999999645382328,train
2014-07-01,0.9999999999912054,8.794577323856838e-12,0,0.9999999999912054,train
2014-08-01,0.9999999869491473,1.3050852699392469e-08,0,0.9999999869491473,train
2014-09-01,1.0,1.9360513252812278e-19,0,1.0,train
2014-10-01,0.9999988765894378,1.1234105622643464e-06,0,0.9999988765894378,train
2014-11-01,0.9999999999995652,4.3475290325497873e-13,0,0.9999999999995652,train
2014-12-01,0.9999999999999979,2.0681096561400046e-15,0,0.9999999999999979,train
2015-01-01,1.0,4.474673068300176e-48,0,1.0,train
2015-02-01,1.0,2.232677897394224e-32,0,1.0,train
2015-03-01,1.0,1.1052024082389874e-35,0,1.0,train
2015-04-01,1.0,2.021623549000318e-43,0,1.0,train
2015-05-01,1.0,1.2737851170876674e-44,0,1.0,train
2015-06-01,1.0,3.51929613621076e-42,0,1.0,train
2015-07-01,1.0,7.02494328932739e-75,0,1.0,train
2015-08-01,0.9999999975424915,2.457508507094831e-09,0,0.9999999975424915,train
2015-09-01,0.9999999999999976,2.4792687883572535e-15,0,0.9999999999999976,train
2015-10-01,1.0,1.5174364648449184e-17,0,1.0,train
2015-11-01,1.0,3.308939234505428e-44,0,1.0,train
2015-12-01,1.0,9.959916539540512e-19,0,1.0,train
2016-01-01,1.0,1.9426046205403784e-54,0,1.0,train
2016-02-01,1.0,1.1861748828707077e-33,0,1.0,train
2016-03-01,1.0,8.967225514119415e-21,0,1.0,train
2016-04-01,0.9999999991583302,8.416698510757983e-10,0,0.9999999991583302,train
2016-05-01,0.9999998853760487,1.1462395133257473e-07,0,0.9999998853760487,train
2016-06-01,0.999545633853677,0.00045436614632295564,0,0.999545633853677,train
2016-07-01,1.0,2.5962279725066996e-126,0,1.0,train
2016-08-01,1.0,3.186396055407458e-33,0,1.0,train
2016-09-01,0.9999999990687437,9.31256305159601e-10,0,0.9999999990687437,train
2016-10-01,0.9999999989304629,1.0695371611519805e-09,0,0.9999999989304629,train
2016-11-01,0.9999571932679288,4.2806732071274216e-05,0,0.9999571932679288,train
2016-12-01,1.0,2.2407301407578563e-33,0,1.0,train
2017-01-01,1.0,5.970275911316846e-34,0,1.0,train
2017-02-01,1.0,4.18539331079443e-17,0,1.0,train
2017-03-01,1.0,4.067475346156423e-27,0,1.0,train
2017-04-01,0.9999999979596953,2.0403047559037753e-09,0,0.9999999979596953,train
2017-05-01,1.0,3.293733469714956e-150,0,1.0,train
2017-06-01,1.0,4.250657230990785e-53,0,1.0,train
2017-07-01,1.0,1.7723955914998945e-36,0,1.0,train
2017-08-01,1.0,1.1799428898489033e-76,0,1.0,train
2017-09-01,1.0,5.1979715186484346e-61,0,1.0,train
2017-10-01,0.9999999999987956,1.2043537751329628e-12,0,0.9999999999987956,train
2017-11-01,0.9999991175134338,8.824865661968466e-07,0,0.9999991175134338,train
2017-12-01,1.0,9.56527675736382e-53,0,1.0,train
2018-01-01,1.0,5.852122950978409e-29,0,1.0,train
2018-02-01,0.9999999999998745,1.2545190739519968e-13,0,0.9999999999998745,train
2018-03-01,1.0,1.0575200273815663e-31,0,1.0,train
2018-04-01,1.0,0.0,0,1.0,train
2018-05-01,1.0,0.0,0,1.0,train
2018-06-01,1.0,1.6126169644722706e-54,0,1.0,train
2018-07-01,1.0,4.836993637211053e-76,0,1.0,train
2018-08-01,1.0,5.511880414323488e-32,0,1.0,train
2018-09-01,1.0,9.2277413439618e-124,0,1.0,train
2018-10-01,1.0,5.24421007750088e-110,0,1.0,train
2018-11-01,1.0,1.6310334370153098e-90,0,1.0,train
2018-12-01,1.0,3.19401716909512e-22,0,1.0,train
2019-01-01,1.0,4.463582981978901e-33,0,1.0,train
2019-02-01,0.9999999350811201,6.491887990276485e-08,0,0.9999999350811201,train
2019-03-01,1.0,3.355939022184987e-120,0,1.0,train
2019-04-01,1.0,1.957746510448722e-115,0,1.0,train
2019-05-01,1.0,1.2558785405462447e-57,0,1.0,train
2019-06-01,1.0,1.9438889672501999e-255,0,1.0,train
2019-07-01,1.0,6.238379009342507e-150,0,1.0,train
2019-08-01,1.0,1.6203901667935927e-18,0,1.0,train
2019-09-01,1.0,2.454165887956834e-57,0,1.0,train
2019-10-01,1.0,2.249079727124197e-25,0,1.0,train
2019-11-01,1.0,3.1991118178003506e-21,0,1.0,train
2019-12-01,1.0,4.976194113293342e-20,0,1.0,train
2020-01-01,1.0,1.3267838976005172e-55,0,1.0,validation
2020-02-01,0.9999999999989035,1.0964877413583963e-12,0,0.9999999999989035,validation
2020-03-01,1.0,2.0260997240515385e-55,0,1.0,validation
