date,actual,split,forecast
2020-01-01,7512.733529432759,validation,7330.098945856466
2020-02-01,7941.515070351391,validation,7486.446019282533
2020-03-01,7533.736569408685,validation,7426.325479573163
2020-04-01,7209.520101152639,validation,7393.67963516614
2020-05-01,6499.857251537734,validation,7308.079090904406
2020-06-01,6694.648013475818,validation,7568.217850622439
2020-07-01,7095.831822594811,validation,7737.657324949254
2020-08-01,7430.083006707859,validation,7846.618727018189
2020-09-01,6666.320938200717,validation,7815.461222442051
2020-10-01,5855.74394110227,validation,7892.681230517854
2020-11-01,5555.275602812615,validation,7875.662256061559
2020-12-01,5664.265569350756,validation,7886.813911727609
2021-01-01,4841.863004371764,validation,7993.030275863952
2021-02-01,4582.993424023525,validation,7999.679325579834
2021-03-01,4055.2,validation,8018.540637879705
2021-04-01,4470.738472224253,validation,8083.490946117319
2021-05-01,4032.831217910092,validation,7965.261287413608
2021-06-01,4060.0459080962846,validation,8036.246618569075
2021-07-01,2805.884166609781,validation,8085.811153798712
2021-08-01,3543.508985941734,validation,8151.620573253196
2021-09-01,2704.1872990039246,validation,8112.576658440787
2021-10-01,2269.211946488995,validation,8111.529575141943
2021-11-01,1588.37233054694,validation,8159.1292114534845
2021-12-01,3139.2264604363068,validation,8143.772336268255
2022-01-01,2361.645210710561,validation,8044.349678761921
2022-02-01,2311.250466948733,validation,8031.514251575252
2022-03-01,1917.0,validation,8003.392671528069
2022-04-01,1812.0,validation,7912.386759901628
2022-05-01,1887.0,validation,7855.256464737897
2022-06-01,1854.0,validation,7901.696878255078
2022-07-01,1817.0,validation,7917.785317531786
2022-08-01,1717.0,validation,7945.073534635197
2022-09-01,1779.0,validation,8042.159087380602
2022-10-01,1705.0,validation,7999.121795146199
2022-11-01,1806.0,validation,8026.2562079023855
2022-12-01,1898.0,validation,8011.821397692343
2023-01-01,2121.0,test,8073.555409414109
2023-02-01,2219.0,test,8053.605312431569
2023-03-01,2694.0,test,8099.897988652358
2023-04-01,2761.0,test,8170.759568996676
2023-05-01,3491.0,test,8113.520361229415
2023-06-01,3724.0,test,8230.730785370613
2023-07-01,3765.0,test,8231.536984254766
2023-08-01,3600.0,test,8258.070062021889
2023-09-01,3540.0,test,8333.969750272794
2023-10-01,3569.0,test,8299.867399486553
2023-11-01,3571.0,test,8317.370376807055
2023-12-01,4392.0,test,8392.280531866005
2024-01-01,4496.0,test,8408.415657554153
2024-02-01,4520.0,test,8436.748714519908
2024-03-01,4960.0,test,8523.004427184034
2024-04-01,5471.0,test,8585.691372763182
2024-05-01,5410.0,test,8503.503412025006
2024-06-01,5654.0,test,8613.00345162512
2024-07-01,5652.0,test,8658.959625552356
2024-08-01,5959.0,test,8714.8014701599
2024-09-01,5994.0,test,8784.011131636102
2024-10-01,6472.0,test,8724.965884057536
2024-11-01,6451.0,test,8823.172659898519
2024-12-01,6122.0,test,8794.01920133046
2025-01-01,6065.0,test,8885.238035045895
2025-02-01,6086.0,test,8900.416302790652
2025-03-01,6531.0,test,8954.301619719225
2025-04-01,6327.0,test,9058.169147635415
2025-05-01,6286.0,test,8976.842102373857
2025-06-01,6081.0,test,9067.212861796956
2025-07-01,6147.0,test,9143.384531473668
2025-08-01,6178.0,test,9226.876877509692
2025-09-01,6244.0,test,9240.112386441788
2025-10-01,6216.0,test,9196.864877597145
2025-11-01,6034.0,test,9233.955965385894
2025-12-01,6825.0,test,9236.612481054999
