date,forecast,actual,split,model
2020-01-01,7452.797745777004,7512.733529432759,validation,ARIMA
2020-02-01,7436.585545220424,7941.515070351391,validation,ARIMA
2020-03-01,7597.513794237947,7533.736569408685,validation,ARIMA
2020-04-01,7437.860566224126,7209.520101152639,validation,ARIMA
2020-05-01,7525.9089753844055,6499.857251537734,validation,ARIMA
2020-06-01,7609.413488678695,6694.648013475818,validation,ARIMA
2020-07-01,7627.069465980564,7095.831822594811,validation,ARIMA
2020-08-01,7667.881845382811,7430.083006707859,validation,ARIMA
2020-09-01,7611.054874276193,6666.320938200717,validation,ARIMA
2020-10-01,7651.413778239843,5855.74394110227,validation,ARIMA
2020-11-01,7638.4284589167655,5555.275602812615,validation,ARIMA
2020-12-01,7747.645520460068,5664.265569350756,validation,ARIMA
2021-01-01,5504.46459983891,4841.863004371764,validation,ARIMA
2021-02-01,5166.376220580513,4582.993424023525,validation,ARIMA
2021-03-01,4901.903774164584,4055.2,validation,ARIMA
2021-04-01,4895.743398315492,4470.738472224253,validation,ARIMA
2021-05-01,4820.955947058425,4032.831217910092,validation,ARIMA
2021-06-01,4748.031445133757,4060.0459080962846,validation,ARIMA
2021-07-01,4708.813684395685,2805.884166609781,validation,ARIMA
2021-08-01,4392.89997586269,3543.508985941734,validation,ARIMA
2021-09-01,4636.584731082041,2704.1872990039246,validation,ARIMA
2021-10-01,4434.876007500125,2269.211946488995,validation,ARIMA
2021-11-01,4339.240416889809,1588.37233054694,validation,ARIMA
2021-12-01,4347.810357622019,3139.2264604363068,validation,ARIMA
2022-01-01,2357.172720317484,2361.645210710561,validation,ARIMA
2022-02-01,2280.636022066998,2311.250466948733,validation,ARIMA
2022-03-01,1962.2855643151954,1917.0,validation,ARIMA
2022-04-01,1674.2373628560722,1812.0,validation,ARIMA
2022-05-01,1633.4586503464302,1887.0,validation,ARIMA
2022-06-01,1591.8057141384797,1854.0,validation,ARIMA
2022-07-01,1595.0133670142657,1817.0,validation,ARIMA
2022-08-01,1582.4573447404528,1717.0,validation,ARIMA
2022-09-01,1698.719543680015,1779.0,validation,ARIMA
2022-10-01,1688.8479699170405,1705.0,validation,ARIMA
2022-11-01,1769.5635192935588,1806.0,validation,ARIMA
2022-12-01,1879.0034141705019,1898.0,validation,ARIMA
2023-01-01,1759.1118595973076,2121.0,test,ARIMA
2023-02-01,1735.4842143366068,2219.0,test,ARIMA
2023-03-01,2185.7928740305983,2694.0,test,ARIMA
2023-04-01,2077.17842018013,2761.0,test,ARIMA
2023-05-01,2158.373982508495,3491.0,test,ARIMA
2023-06-01,2098.4246931802704,3724.0,test,ARIMA
2023-07-01,2109.1113677245326,3765.0,test,ARIMA
2023-08-01,2000.5386903267545,3600.0,test,ARIMA
2023-09-01,2052.0982987787834,3540.0,test,ARIMA
2023-10-01,2108.8639968461025,3569.0,test,ARIMA
2023-11-01,2116.2811150126063,3571.0,test,ARIMA
2023-12-01,2195.8578166757047,4392.0,test,ARIMA
2024-01-01,4038.4418446871264,4496.0,test,ARIMA
2024-02-01,4026.3957049085425,4520.0,test,ARIMA
2024-03-01,4209.192531468311,4960.0,test,ARIMA
2024-04-01,4337.851189987556,5471.0,test,ARIMA
2024-05-01,4237.075776852538,5410.0,test,ARIMA
2024-06-01,4122.7804972329595,5654.0,test,ARIMA
2024-07-01,4175.304064979164,5652.0,test,ARIMA
2024-08-01,4161.746019062724,5959.0,test,ARIMA
2024-09-01,4247.347438882822,5994.0,test,ARIMA
2024-10-01,4258.467138831451,6472.0,test,ARIMA
2024-11-01,4275.42394467992,6451.0,test,ARIMA
2024-12-01,4323.665164569273,6122.0,test,ARIMA
2025-01-01,6072.287320268677,6065.0,test,ARIMA
2025-02-01,6106.867149522148,6086.0,test,ARIMA
2025-03-01,6251.156154338247,6531.0,test,ARIMA
2025-04-01,6288.601764863048,6327.0,test,ARIMA
2025-05-01,6279.547691642453,6286.0,test,ARIMA
2025-06-01,6156.438236833533,6081.0,test,ARIMA
2025-07-01,6125.483496833079,6147.0,test,ARIMA
2025-08-01,6143.462451440557,6178.0,test,ARIMA
2025-09-01,6184.108729593556,6244.0,test,ARIMA
2025-10-01,6174.347096765272,6216.0,test,ARIMA
2025-11-01,6299.189206283466,6034.0,test,ARIMA
2025-12-01,6287.4969278366025,6825.0,test,ARIMA
2020-01-01,7446.724705502771,7512.733529432759,validation,VECM
2020-02-01,7446.724705502771,7941.515070351391,validation,VECM
2020-03-01,7446.724705502771,7533.736569408685,validation,VECM
2020-04-01,7446.724705502771,7209.520101152639,validation,VECM
2020-05-01,7446.724705502771,6499.857251537734,validation,VECM
